郵遞區號,行政區,用電種類,用戶數,契約容量,售電度數(當月),,
630,斗南,22臨時用電小計　　　　　,**,0 ,"2,818 ",,
630,斗南,23總計（含臨時用電）　　,**,"33,919 ","12,430,425 ",,
630,斗南,24表燈合計　　　　　　　,**,"1,583 ","5,613,296 ",,
630,斗南,25綜合＆電力合計　　　　,**,"32,336 ","6,817,129 ",,
631,大埤,1表燈非營業用　　　　,"14,532 ",91 ,"3,303,575 ",,
631,大埤,2表燈營業用　　　　　　,378 ,406 ,"375,033 ",,
631,大埤,3表燈小計　　　　　　　,**,497 ,"3,678,608 ",,
631,大埤,4低壓綜合裝置非營業用　,＊,0 ,0 ,,
631,大埤,5低壓綜合需量非營業用　,＊,140 ,"17,525 ",,
631,大埤,6低壓綜合非營業用電小計,**,140 ,"17,525 ",,
631,大埤,7低壓綜合裝置營業用　　,＊,0 ,0 ,,
631,大埤,8低壓綜合需量營業用　　,19 ,920 ,"169,399 ",,
631,大埤,9低壓綜合營業用電小計　,**,920 ,"169,399 ",,
631,大埤,10低壓綜合用電小計　　　,**,"1,060 ","186,924 ",,
631,大埤,11低壓裝置電力　　　　　,219 ,"3,679 ","735,138 ",,
631,大埤,12低壓需量電力　　　　　,113 ,"3,719 ","675,786 ",,
631,大埤,13低壓電力小計　　　　　,**,"7,398 ","1,410,924 ",,
631,大埤,14高壓電力　　　　　　　,22 ,"10,428 ","3,196,140 ",,
631,大埤,15特高壓電力　　　　　　,＊,0 ,0 ,,
631,大埤,16高＆特高壓電力小計　　,**,"10,428 ","3,196,140 ",,
631,大埤,17電力小計　　　　　　　,**,"17,826 ","4,607,064 ",,
631,大埤,18綜合＆電力小計　　　　,**,"18,886 ","4,793,988 ",,
631,大埤,19電燈＆綜合＆電力小計　,**,"19,383 ","8,472,596 ",,
631,大埤,20臨時電燈　　　　　　　,＊,0 ,20 ,,
631,大埤,21臨時電力　　　　　　　,＊,0 ,0 ,,
631,大埤,22臨時用電小計　　　　　,**,0 ,20 ,,
631,大埤,23總計（含臨時用電）　　,**,"19,383 ","8,472,616 ",,
631,大埤,24表燈合計　　　　　　　,**,497 ,"3,678,628 ",,
631,大埤,25綜合＆電力合計　　　　,**,"18,886 ","4,793,988 ",,
632,虎尾,1表燈非營業用　　　　,"56,393 ",400 ,"14,057,673 ",,
632,虎尾,2表燈營業用　　　　　　,"2,747 ","3,192 ","2,967,889 ",,
632,虎尾,3表燈小計　　　　　　　,**,"3,592 ","17,025,562 ",,
632,虎尾,4低壓綜合裝置非營業用　,＊,0 ,0 ,,
632,虎尾,5低壓綜合需量非營業用　,44 ,"2,019 ","397,247 ",,
632,虎尾,6低壓綜合非營業用電小計,**,"2,019 ","397,247 ",,
632,虎尾,7低壓綜合裝置營業用　　,＊,0 ,0 ,,
632,虎尾,8低壓綜合需量營業用　　,200 ,"9,226 ","2,164,367 ",,
632,虎尾,9低壓綜合營業用電小計　,**,"9,226 ","2,164,367 ",,
632,虎尾,10低壓綜合用電小計　　　,**,"11,245 ","2,561,614 ",,
632,虎尾,11低壓裝置電力　　　　　,276 ,"4,010 ","741,051 ",,
632,虎尾,12低壓需量電力　　　　　,218 ,"7,087 ","1,378,160 ",,
632,虎尾,13低壓電力小計　　　　　,**,"11,097 ","2,119,211 ",,
632,虎尾,14高壓電力　　　　　　　,58 ,"43,619 ","20,438,257 ",,
632,虎尾,15特高壓電力　　　　　　,＊,0 ,0 ,,
632,虎尾,16高＆特高壓電力小計　　,**,"43,619 ","20,438,257 ",,
632,虎尾,17電力小計　　　　　　　,**,"54,716 ","22,557,468 ",,
632,虎尾,18綜合＆電力小計　　　　,**,"65,961 ","25,119,082 ",,
632,虎尾,19電燈＆綜合＆電力小計　,**,"69,553 ","42,144,644 ",,
632,虎尾,20臨時電燈　　　　　　　,75 ,0 ,"8,511 ",,
632,虎尾,21臨時電力　　　　　　　,＊,15 ,"1,196 ",,
632,虎尾,22臨時用電小計　　　　　,**,15 ,"9,707 ",,
632,虎尾,23總計（含臨時用電）　　,**,"69,553 ","42,154,351 ",,
632,虎尾,24表燈合計　　　　　　　,**,"3,592 ","17,034,073 ",,
632,虎尾,25綜合＆電力合計　　　　,**,"65,961 ","25,120,278 ",,
633,土庫,1表燈非營業用　　　　,"25,328 ",8 ,"3,692,970 ",,
633,土庫,2表燈營業用　　　　　　,829 ,436 ,"402,640 ",,
633,土庫,3表燈小計　　　　　　　,**,444 ,"4,095,610 ",,
633,土庫,4低壓綜合裝置非營業用　,＊,0 ,0 ,,
633,土庫,5低壓綜合需量非營業用　,＊,175 ,"32,640 ",,
633,土庫,6低壓綜合非營業用電小計,**,175 ,"32,640 ",,
633,土庫,7低壓綜合裝置營業用　　,＊,0 ,0 ,,
633,土庫,8低壓綜合需量營業用　　,38 ,"1,457 ","381,733 ",,
633,土庫,9低壓綜合營業用電小計　,**,"1,457 ","381,733 ",,
633,土庫,10低壓綜合用電小計　　　,**,"1,632 ","414,373 ",,
633,土庫,11低壓裝置電力　　　　　,236 ,"3,202 ","729,479 ",,
633,土庫,12低壓需量電力　　　　　,81 ,"2,116 ","357,200 ",,
633,土庫,13低壓電力小計　　　　　,**,"5,318 ","1,086,679 ",,
633,土庫,14高壓電力　　　　　　　,12 ,"4,257 ","1,212,780 ",,
633,土庫,15特高壓電力　　　　　　,＊,"21,100 ","5,500,800 ",,
633,土庫,16高＆特高壓電力小計　　,**,"25,357 ","6,713,580 ",,
633,土庫,17電力小計　　　　　　　,**,"30,675 ","7,800,259 ",,
633,土庫,18綜合＆電力小計　　　　,**,"32,307 ","8,214,632 ",,
633,土庫,19電燈＆綜合＆電力小計　,**,"32,751 ","12,310,242 ",,
633,土庫,20臨時電燈　　　　　　　,15 ,0 ,72 ,,
633,土庫,21臨時電力　　　　　　　,＊,0 ,0 ,,
633,土庫,22臨時用電小計　　　　　,**,0 ,72 ,,
633,土庫,23總計（含臨時用電）　　,**,"32,751 ","12,310,314 ",,
633,土庫,24表燈合計　　　　　　　,**,444 ,"4,095,682 ",,
633,土庫,25綜合＆電力合計　　　　,**,"32,307 ","8,214,632 ",,
634,褒忠,1表燈非營業用　　　　,"11,990 ",104 ,"767,930 ",,
634,褒忠,2表燈營業用　　　　　　,321 ,229 ,"104,487 ",,
634,褒忠,3表燈小計　　　　　　　,**,333 ,"872,417 ",,
634,褒忠,4低壓綜合裝置非營業用　,＊,0 ,0 ,,
634,褒忠,5低壓綜合需量非營業用　,＊,165 ,"28,920 ",,
634,褒忠,6低壓綜合非營業用電小計,**,165 ,"28,920 ",,
634,褒忠,7低壓綜合裝置營業用　　,＊,0 ,0 ,,
634,褒忠,8低壓綜合需量營業用　　,22 ,"1,170 ","234,801 ",,
634,褒忠,9低壓綜合營業用電小計　,**,"1,170 ","234,801 ",,
634,褒忠,10低壓綜合用電小計　　　,**,"1,335 ","263,721 ",,
634,褒忠,11低壓裝置電力　　　　　,228 ,"2,220 ","519,576 ",,
634,褒忠,12低壓需量電力　　　　　,60 ,"2,103 ","427,177 ",,
634,褒忠,13低壓電力小計　　　　　,**,"4,323 ","946,753 ",,
634,褒忠,14高壓電力　　　　　　　,19 ,"15,037 ","3,541,660 ",,
634,褒忠,15特高壓電力　　　　　　,＊,0 ,0 ,,
634,褒忠,16高＆特高壓電力小計　　,**,"15,037 ","3,541,660 ",,
634,褒忠,17電力小計　　　　　　　,**,"19,360 ","4,488,413 ",,
634,褒忠,18綜合＆電力小計　　　　,**,"20,695 ","4,752,134 ",,
634,褒忠,19電燈＆綜合＆電力小計　,**,"21,028 ","5,624,551 ",,
634,褒忠,20臨時電燈　　　　　　　,＊,0 ,0 ,,
634,褒忠,21臨時電力　　　　　　　,＊,0 ,0 ,,
634,褒忠,22臨時用電小計　　　　　,**,0 ,0 ,,
634,褒忠,23總計（含臨時用電）　　,**,"21,028 ","5,624,551 ",,
634,褒忠,24表燈合計　　　　　　　,**,333 ,"872,417 ",,
634,褒忠,25綜合＆電力合計　　　　,**,"20,695 ","4,752,134 ",,
635,東勢,1表燈非營業用　　　　,"15,578 ",5 ,"3,562,964 ",,
635,東勢,2表燈營業用　　　　　　,260 ,175 ,"262,509 ",,
635,東勢,3表燈小計　　　　　　　,**,180 ,"3,825,473 ",,
635,東勢,4低壓綜合裝置非營業用　,＊,0 ,0 ,,
635,東勢,5低壓綜合需量非營業用　,＊,40 ,"6,087 ",,
635,東勢,6低壓綜合非營業用電小計,**,40 ,"6,087 ",,
635,東勢,7低壓綜合裝置營業用　　,＊,0 ,0 ,,
635,東勢,8低壓綜合需量營業用　　,15 ,812 ,"194,711 ",,
635,東勢,9低壓綜合營業用電小計　,**,812 ,"194,711 ",,
635,東勢,10低壓綜合用電小計　　　,**,852 ,"200,798 ",,
635,東勢,11低壓裝置電力　　　　　,482 ,"2,887 ","536,417 ",,
635,東勢,12低壓需量電力　　　　　,94 ,"1,752 ","304,137 ",,
635,東勢,13低壓電力小計　　　　　,**,"4,639 ","840,554 ",,
635,東勢,14高壓電力　　　　　　　,＊,840 ,"98,360 ",,
635,東勢,15特高壓電力　　　　　　,＊,0 ,0 ,,
635,東勢,16高＆特高壓電力小計　　,**,840 ,"98,360 ",,
635,東勢,17電力小計　　　　　　　,**,"5,479 ","938,914 ",,
635,東勢,18綜合＆電力小計　　　　,**,"6,331 ","1,139,712 ",,
635,東勢,19電燈＆綜合＆電力小計　,**,"6,511 ","4,965,185 ",,
635,東勢,20臨時電燈　　　　　　　,＊,0 ,0 ,,
635,東勢,21臨時電力　　　　　　　,＊,0 ,0 ,,
635,東勢,22臨時用電小計　　　　　,**,0 ,0 ,,
635,東勢,23總計（含臨時用電）　　,**,"6,511 ","4,965,185 ",,
635,東勢,24表燈合計　　　　　　　,**,180 ,"3,825,473 ",,
635,東勢,25綜合＆電力合計　　　　,**,"6,331 ","1,139,712 ",,
636,臺西,1表燈非營業用　　　　,"16,606 ",8 ,"3,596,660 ",,
636,臺西,2表燈營業用　　　　　　,383 ,184 ,"319,291 ",,
636,臺西,3表燈小計　　　　　　　,**,192 ,"3,915,951 ",,
636,臺西,4低壓綜合裝置非營業用　,＊,0 ,0 ,,
636,臺西,5低壓綜合需量非營業用　,＊,269 ,"41,640 ",,
636,臺西,6低壓綜合非營業用電小計,**,269 ,"41,640 ",,
636,臺西,7低壓綜合裝置營業用　　,＊,0 ,0 ,,
636,臺西,8低壓綜合需量營業用　　,16 ,"1,020 ","114,988 ",,
636,臺西,9低壓綜合營業用電小計　,**,"1,020 ","114,988 ",,
636,臺西,10低壓綜合用電小計　　　,**,"1,289 ","156,628 ",,
636,臺西,11低壓裝置電力　　　　　,"2,353 ","11,275 ","2,193,434 ",,
636,臺西,12低壓需量電力　　　　　,124 ,"2,838 ","246,344 ",,
636,臺西,13低壓電力小計　　　　　,**,"14,113 ","2,439,778 ",,
636,臺西,14高壓電力　　　　　　　,＊,719 ,"189,544 ",,
636,臺西,15特高壓電力　　　　　　,＊,0 ,0 ,,
636,臺西,16高＆特高壓電力小計　　,**,719 ,"189,544 ",,
636,臺西,17電力小計　　　　　　　,**,"14,832 ","2,629,322 ",,
636,臺西,18綜合＆電力小計　　　　,**,"16,121 ","2,785,950 ",,
636,臺西,19電燈＆綜合＆電力小計　,**,"16,313 ","6,701,901 ",,
636,臺西,20臨時電燈　　　　　　　,＊,0 ,0 ,,
636,臺西,21臨時電力　　　　　　　,＊,0 ,0 ,,
636,臺西,22臨時用電小計　　　　　,**,0 ,0 ,,
636,臺西,23總計（含臨時用電）　　,**,"16,313 ","6,701,901 ",,
636,臺西,24表燈合計　　　　　　　,**,192 ,"3,915,951 ",,
636,臺西,25綜合＆電力合計　　　　,**,"16,121 ","2,785,950 ",,
637,崙背,1表燈非營業用　　　　,"23,152 ",54 ,"5,483,976 ",,
637,崙背,2表燈營業用　　　　　　,744 ,495 ,"381,743 ",,
637,崙背,3表燈小計　　　　　　　,**,549 ,"5,865,719 ",,
637,崙背,4低壓綜合裝置非營業用　,＊,0 ,0 ,,
637,崙背,5低壓綜合需量非營業用　,＊,248 ,"17,742 ",,
637,崙背,6低壓綜合非營業用電小計,**,248 ,"17,742 ",,
637,崙背,7低壓綜合裝置營業用　　,＊,0 ,0 ,,
637,崙背,8低壓綜合需量營業用　　,25 ,830 ,"241,460 ",,
637,崙背,9低壓綜合營業用電小計　,**,830 ,"241,460 ",,
637,崙背,10低壓綜合用電小計　　　,**,"1,078 ","259,202 ",,
637,崙背,11低壓裝置電力　　　　　,574 ,"5,088 ","1,026,323 ",,
637,崙背,12低壓需量電力　　　　　,106 ,"3,504 ","660,351 ",,
637,崙背,13低壓電力小計　　　　　,**,"8,592 ","1,686,674 ",,
637,崙背,14高壓電力　　　　　　　,11 ,"2,612 ","721,238 ",,
637,崙背,15特高壓電力　　　　　　,＊,0 ,0 ,,
637,崙背,16高＆特高壓電力小計　　,**,"2,612 ","721,238 ",,
637,崙背,17電力小計　　　　　　　,**,"11,204 ","2,407,912 ",,
637,崙背,18綜合＆電力小計　　　　,**,"12,282 ","2,667,114 ",,
637,崙背,19電燈＆綜合＆電力小計　,**,"12,831 ","8,532,833 ",,
637,崙背,20臨時電燈　　　　　　　,＊,0 ,5 ,,
637,崙背,21臨時電力　　　　　　　,＊,0 ,0 ,,
637,崙背,22臨時用電小計　　　　　,**,0 ,5 ,,
637,崙背,23總計（含臨時用電）　　,**,"12,831 ","8,532,838 ",,
637,崙背,24表燈合計　　　　　　　,**,549 ,"5,865,724 ",,
637,崙背,25綜合＆電力合計　　　　,**,"12,282 ","2,667,114 ",,
638,麥寮,1表燈非營業用　　　　,"21,361 ",366 ,"3,486,161 ",,
638,麥寮,2表燈營業用　　　　　　,966 ,872 ,"647,187 ",,
638,麥寮,3表燈小計　　　　　　　,**,"1,238 ","4,133,348 ",,
638,麥寮,4低壓綜合裝置非營業用　,＊,0 ,0 ,,
638,麥寮,5低壓綜合需量非營業用　,12 ,731 ,"178,357 ",,
638,麥寮,6低壓綜合非營業用電小計,**,731 ,"178,357 ",,
638,麥寮,7低壓綜合裝置營業用　　,＊,0 ,0 ,,
638,麥寮,8低壓綜合需量營業用　　,51 ,"2,426 ","532,222 ",,
638,麥寮,9低壓綜合營業用電小計　,**,"2,426 ","532,222 ",,
638,麥寮,10低壓綜合用電小計　　　,**,"3,157 ","710,579 ",,
638,麥寮,11低壓裝置電力　　　　　,"2,990 ","15,331 ","4,692,339 ",,
638,麥寮,12低壓需量電力　　　　　,149 ,"4,857 ","1,003,835 ",,
638,麥寮,13低壓電力小計　　　　　,**,"20,188 ","5,696,174 ",,
638,麥寮,14高壓電力　　　　　　　,10 ,"3,863 ","1,251,232 ",,
638,麥寮,15特高壓電力　　　　　　,＊,0 ,0 ,,
638,麥寮,16高＆特高壓電力小計　　,**,"3,863 ","1,251,232 ",,
638,麥寮,17電力小計　　　　　　　,**,"24,051 ","6,947,406 ",,
638,麥寮,18綜合＆電力小計　　　　,**,"27,208 ","7,657,985 ",,
638,麥寮,19電燈＆綜合＆電力小計　,**,"28,446 ","11,791,333 ",,
638,麥寮,20臨時電燈　　　　　　　,6 ,0 ,632 ,,
638,麥寮,21臨時電力　　　　　　　,＊,0 ,0 ,,
638,麥寮,22臨時用電小計　　　　　,**,0 ,632 ,,
638,麥寮,23總計（含臨時用電）　　,**,"28,446 ","11,791,965 ",,
638,麥寮,24表燈合計　　　　　　　,**,"1,238 ","4,133,980 ",,
638,麥寮,25綜合＆電力合計　　　　,**,"27,208 ","7,657,985 ",,
640,斗六,1表燈非營業用　　　　,"74,252 ",301 ,"18,675,510 ",,
640,斗六,2表燈營業用　　　　　　,"5,335 ","6,709 ","6,246,579 ",,
640,斗六,3表燈小計　　　　　　　,**,"7,010 ","24,922,089 ",,
640,斗六,4低壓綜合裝置非營業用　,＊,0 ,0 ,,
640,斗六,5低壓綜合需量非營業用　,130 ,"4,963 ","839,260 ",,
640,斗六,6低壓綜合非營業用電小計,**,"4,963 ","839,260 ",,
640,斗六,7低壓綜合裝置營業用　　,＊,0 ,0 ,,
640,斗六,8低壓綜合需量營業用　　,310 ,"12,194 ","2,803,132 ",,
640,斗六,9低壓綜合營業用電小計　,**,"12,194 ","2,803,132 ",,
640,斗六,10低壓綜合用電小計　　　,**,"17,157 ","3,642,392 ",,
640,斗六,11低壓裝置電力　　　　　,330 ,"4,731 ","643,510 ",,
640,斗六,12低壓需量電力　　　　　,342 ,"19,218 ","3,770,324 ",,
640,斗六,13低壓電力小計　　　　　,**,"23,949 ","4,413,834 ",,
640,斗六,14高壓電力　　　　　　　,225 ,"201,177 ","88,381,000 ",,
640,斗六,15特高壓電力　　　　　　,10 ,"174,280 ","108,504,800 ",,
640,斗六,16高＆特高壓電力小計　　,**,"375,457 ","196,885,800 ",,
640,斗六,17電力小計　　　　　　　,**,"399,406 ","201,299,634 ",,
640,斗六,18綜合＆電力小計　　　　,**,"416,563 ","204,942,026 ",,
640,斗六,19電燈＆綜合＆電力小計　,**,"423,573 ","229,864,115 ",,
640,斗六,20臨時電燈　　　　　　　,142 ,0 ,"15,805 ",,
640,斗六,21臨時電力　　　　　　　,16 ,853 ,"73,830 ",,
640,斗六,22臨時用電小計　　　　　,**,853 ,"89,635 ",,
640,斗六,23總計（含臨時用電）　　,**,"423,573 ","229,953,750 ",,
640,斗六,24表燈合計　　　　　　　,**,"7,010 ","24,937,894 ",,
640,斗六,25綜合＆電力合計　　　　,**,"416,563 ","205,015,856 ",,
643,林內,1表燈非營業用　　　　,"9,615 ",159 ,"2,115,523 ",,
643,林內,2表燈營業用　　　　　　,448 ,582 ,"401,342 ",,
643,林內,3表燈小計　　　　　　　,**,741 ,"2,516,865 ",,
643,林內,4低壓綜合裝置非營業用　,＊,0 ,0 ,,
643,林內,5低壓綜合需量非營業用　,＊,279 ,"59,720 ",,
643,林內,6低壓綜合非營業用電小計,**,279 ,"59,720 ",,
643,林內,7低壓綜合裝置營業用　　,＊,0 ,0 ,,
643,林內,8低壓綜合需量營業用　　,20 ,"1,868 ","292,116 ",,
643,林內,9低壓綜合營業用電小計　,**,"1,868 ","292,116 ",,
643,林內,10低壓綜合用電小計　　　,**,"2,147 ","351,836 ",,
643,林內,11低壓裝置電力　　　　　,123 ,"1,565 ","108,919 ",,
643,林內,12低壓需量電力　　　　　,46 ,"1,664 ","338,509 ",,
643,林內,13低壓電力小計　　　　　,**,"3,229 ","447,428 ",,
643,林內,14高壓電力　　　　　　　,17 ,"7,092 ","1,491,796 ",,
643,林內,15特高壓電力　　　　　　,＊,"8,200 ","4,925,800 ",,
643,林內,16高＆特高壓電力小計　　,**,"15,292 ","6,417,596 ",,
643,林內,17電力小計　　　　　　　,**,"18,521 ","6,865,024 ",,
643,林內,18綜合＆電力小計　　　　,**,"20,668 ","7,216,860 ",,
643,林內,19電燈＆綜合＆電力小計　,**,"21,409 ","9,733,725 ",,
643,林內,20臨時電燈　　　　　　　,7 ,0 ,"1,900 ",,
643,林內,21臨時電力　　　　　　　,＊,120 ,"7,680 ",,
643,林內,22臨時用電小計　　　　　,**,120 ,"9,580 ",,
643,林內,23總計（含臨時用電）　　,**,"21,409 ","9,743,305 ",,
643,林內,24表燈合計　　　　　　　,**,741 ,"2,518,765 ",,
643,林內,25綜合＆電力合計　　　　,**,"20,668 ","7,224,540 ",,
646,古坑,1表燈非營業用　　　　,"20,065 ",238 ,"3,017,453 ",,
646,古坑,2表燈營業用　　　　　　,778 ,691 ,"632,340 ",,
646,古坑,3表燈小計　　　　　　　,**,929 ,"3,649,793 ",,
646,古坑,4低壓綜合裝置非營業用　,＊,0 ,0 ,,
646,古坑,5低壓綜合需量非營業用　,10 ,569 ,"100,600 ",,
646,古坑,6低壓綜合非營業用電小計,**,569 ,"100,600 ",,
646,古坑,7低壓綜合裝置營業用　　,＊,0 ,0 ,,
646,古坑,8低壓綜合需量營業用　　,41 ,"1,604 ","370,621 ",,
646,古坑,9低壓綜合營業用電小計　,**,"1,604 ","370,621 ",,
646,古坑,10低壓綜合用電小計　　　,**,"2,173 ","471,221 ",,
646,古坑,11低壓裝置電力　　　　　,395 ,"5,334 ","619,409 ",,
646,古坑,12低壓需量電力　　　　　,122 ,"3,816 ","656,977 ",,
646,古坑,13低壓電力小計　　　　　,**,"9,150 ","1,276,386 ",,
646,古坑,14高壓電力　　　　　　　,20 ,"10,662 ","3,113,476 ",,
646,古坑,15特高壓電力　　　　　　,＊,0 ,0 ,,
646,古坑,16高＆特高壓電力小計　　,**,"10,662 ","3,113,476 ",,
646,古坑,17電力小計　　　　　　　,**,"19,812 ","4,389,862 ",,
646,古坑,18綜合＆電力小計　　　　,**,"21,985 ","4,861,083 ",,
646,古坑,19電燈＆綜合＆電力小計　,**,"22,914 ","8,510,876 ",,
646,古坑,20臨時電燈　　　　　　　,12 ,0 ,176 ,,
646,古坑,21臨時電力　　　　　　　,＊,0 ,0 ,,
646,古坑,22臨時用電小計　　　　　,**,0 ,176 ,,
646,古坑,23總計（含臨時用電）　　,**,"22,914 ","8,511,052 ",,
646,古坑,24表燈合計　　　　　　　,**,929 ,"3,649,969 ",,
646,古坑,25綜合＆電力合計　　　　,**,"21,985 ","4,861,083 ",,
647,莿桐,1表燈非營業用　　　　,"21,174 ",15 ,"5,820,476 ",,
647,莿桐,2表燈營業用　　　　　　,806 ,575 ,"1,076,056 ",,
647,莿桐,3表燈小計　　　　　　　,**,590 ,"6,896,532 ",,
647,莿桐,4低壓綜合裝置非營業用　,＊,0 ,0 ,,
647,莿桐,5低壓綜合需量非營業用　,7 ,226 ,"39,113 ",,
647,莿桐,6低壓綜合非營業用電小計,**,226 ,"39,113 ",,
647,莿桐,7低壓綜合裝置營業用　　,＊,0 ,0 ,,
647,莿桐,8低壓綜合需量營業用　　,36 ,"1,374 ","359,366 ",,
647,莿桐,9低壓綜合營業用電小計　,**,"1,374 ","359,366 ",,
647,莿桐,10低壓綜合用電小計　　　,**,"1,600 ","398,479 ",,
647,莿桐,11低壓裝置電力　　　　　,183 ,"2,722 ","376,167 ",,
647,莿桐,12低壓需量電力　　　　　,74 ,"2,918 ","453,995 ",,
647,莿桐,13低壓電力小計　　　　　,**,"5,640 ","830,162 ",,
647,莿桐,14高壓電力　　　　　　　,27 ,"12,403 ","2,774,816 ",,
647,莿桐,15特高壓電力　　　　　　,＊,"6,500 ","3,399,600 ",,
647,莿桐,16高＆特高壓電力小計　　,**,"18,903 ","6,174,416 ",,
647,莿桐,17電力小計　　　　　　　,**,"24,543 ","7,004,578 ",,
647,莿桐,18綜合＆電力小計　　　　,**,"26,143 ","7,403,057 ",,
647,莿桐,19電燈＆綜合＆電力小計　,**,"26,733 ","14,299,589 ",,
647,莿桐,20臨時電燈　　　　　　　,14 ,0 ,"1,936 ",,
647,莿桐,21臨時電力　　　　　　　,＊,0 ,0 ,,
647,莿桐,22臨時用電小計　　　　　,**,0 ,"1,936 ",,
647,莿桐,23總計（含臨時用電）　　,**,"26,733 ","14,301,525 ",,
647,莿桐,24表燈合計　　　　　　　,**,590 ,"6,898,468 ",,
647,莿桐,25綜合＆電力合計　　　　,**,"26,143 ","7,403,057 ",,
648,西螺,1表燈非營業用　　　　,"33,581 ",273 ,"7,538,871 ",,
648,西螺,2表燈營業用　　　　　　,"1,860 ","4,466 ","2,966,384 ",,
648,西螺,3表燈小計　　　　　　　,**,"4,739 ","10,505,255 ",,
648,西螺,4低壓綜合裝置非營業用　,＊,0 ,0 ,,
648,西螺,5低壓綜合需量非營業用　,17 ,"1,006 ","222,150 ",,
648,西螺,6低壓綜合非營業用電小計,**,"1,006 ","222,150 ",,
648,西螺,7低壓綜合裝置營業用　　,＊,0 ,0 ,,
648,西螺,8低壓綜合需量營業用　　,151 ,"8,653 ","2,158,792 ",,
648,西螺,9低壓綜合營業用電小計　,**,"8,653 ","2,158,792 ",,
648,西螺,10低壓綜合用電小計　　　,**,"9,659 ","2,380,942 ",,
648,西螺,11低壓裝置電力　　　　　,177 ,"3,249 ","500,371 ",,
648,西螺,12低壓需量電力　　　　　,102 ,"4,728 ","1,004,921 ",,
648,西螺,13低壓電力小計　　　　　,**,"7,977 ","1,505,292 ",,
648,西螺,14高壓電力　　　　　　　,32 ,"9,785 ","3,826,884 ",,
648,西螺,15特高壓電力　　　　　　,＊,0 ,0 ,,
648,西螺,16高＆特高壓電力小計　　,**,"9,785 ","3,826,884 ",,
648,西螺,17電力小計　　　　　　　,**,"17,762 ","5,332,176 ",,
648,西螺,18綜合＆電力小計　　　　,**,"27,421 ","7,713,118 ",,
648,西螺,19電燈＆綜合＆電力小計　,**,"32,160 ","18,218,373 ",,
648,西螺,20臨時電燈　　　　　　　,29 ,0 ,"15,689 ",,
648,西螺,21臨時電力　　　　　　　,＊,297 ,"42,160 ",,
648,西螺,22臨時用電小計　　　　　,**,297 ,"57,849 ",,
648,西螺,23總計（含臨時用電）　　,**,"32,160 ","18,276,222 ",,
648,西螺,24表燈合計　　　　　　　,**,"4,739 ","10,520,944 ",,
648,西螺,25綜合＆電力合計　　　　,**,"27,421 ","7,755,278 ",,
649,二崙,1表燈非營業用　　　　,"24,873 ",37 ,"4,007,325 ",,
649,二崙,2表燈營業用　　　　　　,536 ,658 ,"411,524 ",,
649,二崙,3表燈小計　　　　　　　,**,695 ,"4,418,849 ",,
649,二崙,4低壓綜合裝置非營業用　,＊,0 ,0 ,,
649,二崙,5低壓綜合需量非營業用　,＊,90 ,"6,040 ",,
649,二崙,6低壓綜合非營業用電小計,**,90 ,"6,040 ",,
649,二崙,7低壓綜合裝置營業用　　,＊,0 ,0 ,,
649,二崙,8低壓綜合需量營業用　　,54 ,"2,413 ","562,777 ",,
649,二崙,9低壓綜合營業用電小計　,**,"2,413 ","562,777 ",,
649,二崙,10低壓綜合用電小計　　　,**,"2,503 ","568,817 ",,
649,二崙,11低壓裝置電力　　　　　,302 ,"3,674 ","632,286 ",,
649,二崙,12低壓需量電力　　　　　,120 ,"3,578 ","786,477 ",,
649,二崙,13低壓電力小計　　　　　,**,"7,252 ","1,418,763 ",,
649,二崙,14高壓電力　　　　　　　,15 ,"3,581 ","1,286,340 ",,
649,二崙,15特高壓電力　　　　　　,＊,0 ,0 ,,
649,二崙,16高＆特高壓電力小計　　,**,"3,581 ","1,286,340 ",,
649,二崙,17電力小計　　　　　　　,**,"10,833 ","2,705,103 ",,
649,二崙,18綜合＆電力小計　　　　,**,"13,336 ","3,273,920 ",,
649,二崙,19電燈＆綜合＆電力小計　,**,"14,031 ","7,692,769 ",,
649,二崙,20臨時電燈　　　　　　　,＊,0 ,0 ,,
649,二崙,21臨時電力　　　　　　　,＊,400 ,"85,560 ",,
649,二崙,22臨時用電小計　　　　　,**,400 ,"85,560 ",,
649,二崙,23總計（含臨時用電）　　,**,"14,031 ","7,778,329 ",,
649,二崙,24表燈合計　　　　　　　,**,695 ,"4,418,849 ",,
649,二崙,25綜合＆電力合計　　　　,**,"13,336 ","3,359,480 ",,
651,北港,1表燈非營業用　　　　,"28,730 ",58 ,"6,090,605 ",,
651,北港,2表燈營業用　　　　　　,"1,717 ","1,184 ","931,492 ",,
651,北港,3表燈小計　　　　　　　,**,"1,242 ","7,022,097 ",,
651,北港,4低壓綜合裝置非營業用　,＊,0 ,0 ,,
651,北港,5低壓綜合需量非營業用　,37 ,"1,446 ","211,589 ",,
651,北港,6低壓綜合非營業用電小計,**,"1,446 ","211,589 ",,
651,北港,7低壓綜合裝置營業用　　,＊,0 ,0 ,,
651,北港,8低壓綜合需量營業用　　,115 ,"4,776 ","1,214,885 ",,
651,北港,9低壓綜合營業用電小計　,**,"4,776 ","1,214,885 ",,
651,北港,10低壓綜合用電小計　　　,**,"6,222 ","1,426,474 ",,
651,北港,11低壓裝置電力　　　　　,207 ,"2,566 ","369,206 ",,
