郵遞區號,行政區,用電種類,用戶數,契約容量,售電度數(當月),,
368,西湖,17電力小計　　　　　　　,**,"133,422 ","39,464,052 ",,
368,西湖,18綜合＆電力小計　　　　,**,"133,643 ","39,518,283 ",,
368,西湖,19電燈＆綜合＆電力小計　,**,"133,741 ","40,958,072 ",,
368,西湖,20臨時電燈　　　　　　　,＊,0 ,0 ,,
368,西湖,21臨時電力　　　　　　　,＊,0 ,0 ,,
368,西湖,22臨時用電小計　　　　　,**,0 ,0 ,,
368,西湖,23總計（含臨時用電）　　,**,"133,741 ","40,958,072 ",,
368,西湖,24表燈合計　　　　　　　,**,98 ,"1,439,789 ",,
368,西湖,25綜合＆電力合計　　　　,**,"133,643 ","39,518,283 ",,
369,卓蘭,1表燈非營業用　　　　,"12,408 ",35 ,"1,761,291 ",,
369,卓蘭,2表燈營業用　　　　　　,444 ,254 ,"187,605 ",,
369,卓蘭,3表燈小計　　　　　　　,**,289 ,"1,948,896 ",,
369,卓蘭,4低壓綜合裝置非營業用　,＊,0 ,0 ,,
369,卓蘭,5低壓綜合需量非營業用　,＊,0 ,0 ,,
369,卓蘭,6低壓綜合非營業用電小計,**,0 ,0 ,,
369,卓蘭,7低壓綜合裝置營業用　　,＊,0 ,0 ,,
369,卓蘭,8低壓綜合需量營業用　　,11 ,445 ,"113,349 ",,
369,卓蘭,9低壓綜合營業用電小計　,**,445 ,"113,349 ",,
369,卓蘭,10低壓綜合用電小計　　　,**,445 ,"113,349 ",,
369,卓蘭,11低壓裝置電力　　　　　,11 ,98 ,"23,370 ",,
369,卓蘭,12低壓需量電力　　　　　,27 ,"1,069 ","301,538 ",,
369,卓蘭,13低壓電力小計　　　　　,**,"1,167 ","324,908 ",,
369,卓蘭,14高壓電力　　　　　　　,＊,"2,005 ","352,540 ",,
369,卓蘭,15特高壓電力　　　　　　,＊,0 ,0 ,,
369,卓蘭,16高＆特高壓電力小計　　,**,"2,005 ","352,540 ",,
369,卓蘭,17電力小計　　　　　　　,**,"3,172 ","677,448 ",,
369,卓蘭,18綜合＆電力小計　　　　,**,"3,617 ","790,797 ",,
369,卓蘭,19電燈＆綜合＆電力小計　,**,"3,906 ","2,739,693 ",,
369,卓蘭,20臨時電燈　　　　　　　,7 ,0 ,"13,729 ",,
369,卓蘭,21臨時電力　　　　　　　,＊,0 ,0 ,,
369,卓蘭,22臨時用電小計　　　　　,**,0 ,"13,729 ",,
369,卓蘭,23總計（含臨時用電）　　,**,"3,906 ","2,753,422 ",,
369,卓蘭,24表燈合計　　　　　　　,**,289 ,"1,962,625 ",,
369,卓蘭,25綜合＆電力合計　　　　,**,"3,617 ","790,797 ",,
400,中區,1表燈非營業用　　　　,"15,239 ",80 ,"6,762,085 ",,
400,中區,2表燈營業用　　　　　　,"2,388 ","3,550 ","4,923,086 ",,
400,中區,3表燈小計　　　　　　　,**,"3,630 ","11,685,171 ",,
400,中區,4低壓綜合裝置非營業用　,＊,44 ,901 ,,
400,中區,5低壓綜合需量非營業用　,66 ,"1,953 ","308,572 ",,
400,中區,6低壓綜合非營業用電小計,**,"1,997 ","309,473 ",,
400,中區,7低壓綜合裝置營業用　　,12 ,657 ,"51,357 ",,
400,中區,8低壓綜合需量營業用　　,381 ,"14,670 ","3,399,008 ",,
400,中區,9低壓綜合營業用電小計　,**,"15,327 ","3,450,365 ",,
400,中區,10低壓綜合用電小計　　　,**,"17,324 ","3,759,838 ",,
400,中區,11低壓裝置電力　　　　　,106 ,857 ,"82,281 ",,
400,中區,12低壓需量電力　　　　　,17 ,786 ,"135,808 ",,
400,中區,13低壓電力小計　　　　　,**,"1,643 ","218,089 ",,
400,中區,14高壓電力　　　　　　　,68 ,"18,378 ","6,026,911 ",,
400,中區,15特高壓電力　　　　　　,＊,0 ,0 ,,
400,中區,16高＆特高壓電力小計　　,**,"18,378 ","6,026,911 ",,
400,中區,17電力小計　　　　　　　,**,"20,021 ","6,245,000 ",,
400,中區,18綜合＆電力小計　　　　,**,"37,345 ","10,004,838 ",,
400,中區,19電燈＆綜合＆電力小計　,**,"40,975 ","21,690,009 ",,
400,中區,20臨時電燈　　　　　　　,7 ,0 ,"6,056 ",,
400,中區,21臨時電力　　　　　　　,＊,420 ,"32,560 ",,
400,中區,22臨時用電小計　　　　　,**,420 ,"38,616 ",,
400,中區,23總計（含臨時用電）　　,**,"40,975 ","21,728,625 ",,
400,中區,24表燈合計　　　　　　　,**,"3,630 ","11,691,227 ",,
400,中區,25綜合＆電力合計　　　　,**,"37,345 ","10,037,398 ",,
401,東區,1表燈非營業用　　　　,"37,959 ",174 ,"6,515,827 ",,
401,東區,2表燈營業用　　　　　　,"4,263 ","4,515 ","3,324,138 ",,
401,東區,3表燈小計　　　　　　　,**,"4,689 ","9,839,965 ",,
401,東區,4低壓綜合裝置非營業用　,＊,65 ,"12,480 ",,
401,東區,5低壓綜合需量非營業用　,109 ,"4,535 ","869,845 ",,
401,東區,6低壓綜合非營業用電小計,**,"4,600 ","882,325 ",,
401,東區,7低壓綜合裝置營業用　　,＊,36 ,"8,970 ",,
401,東區,8低壓綜合需量營業用　　,201 ,"8,826 ","2,326,077 ",,
401,東區,9低壓綜合營業用電小計　,**,"8,862 ","2,335,047 ",,
401,東區,10低壓綜合用電小計　　　,**,"13,462 ","3,217,372 ",,
401,東區,11低壓裝置電力　　　　　,150 ,"1,736 ","239,868 ",,
401,東區,12低壓需量電力　　　　　,558 ,"11,000 ","1,552,182 ",,
401,東區,13低壓電力小計　　　　　,**,"12,736 ","1,792,050 ",,
401,東區,14高壓電力　　　　　　　,31 ,"14,778 ","5,224,296 ",,
401,東區,15特高壓電力　　　　　　,＊,"2,880 ","1,654,800 ",,
401,東區,16高＆特高壓電力小計　　,**,"17,658 ","6,879,096 ",,
401,東區,17電力小計　　　　　　　,**,"30,394 ","8,671,146 ",,
401,東區,18綜合＆電力小計　　　　,**,"43,856 ","11,888,518 ",,
401,東區,19電燈＆綜合＆電力小計　,**,"48,545 ","21,728,483 ",,
401,東區,20臨時電燈　　　　　　　,40 ,0 ,922 ,,
401,東區,21臨時電力　　　　　　　,24 ,"2,708 ","433,335 ",,
401,東區,22臨時用電小計　　　　　,**,"2,708 ","434,257 ",,
401,東區,23總計（含臨時用電）　　,**,"48,545 ","22,162,740 ",,
401,東區,24表燈合計　　　　　　　,**,"4,689 ","9,840,887 ",,
401,東區,25綜合＆電力合計　　　　,**,"43,856 ","12,321,853 ",,
402,南區,1表燈非營業用　　　　,"70,390 ",121 ,"48,189 ",,
402,南區,2表燈營業用　　　　　　,"5,393 ","5,305 ","1,691,870 ",,
402,南區,3表燈小計　　　　　　　,**,"5,426 ","1,740,059 ",,
402,南區,4低壓綜合裝置非營業用　,＊,0 ,0 ,,
402,南區,5低壓綜合需量非營業用　,406 ,"14,918 ","2,216,015 ",,
402,南區,6低壓綜合非營業用電小計,**,"14,918 ","2,216,015 ",,
402,南區,7低壓綜合裝置營業用　　,＊,0 ,0 ,,
402,南區,8低壓綜合需量營業用　　,203 ,"9,094 ","2,235,709 ",,
402,南區,9低壓綜合營業用電小計　,**,"9,094 ","2,235,709 ",,
402,南區,10低壓綜合用電小計　　　,**,"24,012 ","4,451,724 ",,
402,南區,11低壓裝置電力　　　　　,109 ,"1,521 ","137,754 ",,
402,南區,12低壓需量電力　　　　　,318 ,"8,613 ","1,248,133 ",,
402,南區,13低壓電力小計　　　　　,**,"10,134 ","1,385,887 ",,
402,南區,14高壓電力　　　　　　　,54 ,"42,461 ","16,261,702 ",,
402,南區,15特高壓電力　　　　　　,＊,999 ,"331,200 ",,
402,南區,16高＆特高壓電力小計　　,**,"43,460 ","16,592,902 ",,
402,南區,17電力小計　　　　　　　,**,"53,594 ","17,978,789 ",,
402,南區,18綜合＆電力小計　　　　,**,"77,606 ","22,430,513 ",,
402,南區,19電燈＆綜合＆電力小計　,**,"83,032 ","24,170,572 ",,
402,南區,20臨時電燈　　　　　　　,54 ,0 ,0 ,,
402,南區,21臨時電力　　　　　　　,19 ,"2,322 ","363,200 ",,
402,南區,22臨時用電小計　　　　　,**,"2,322 ","363,200 ",,
402,南區,23總計（含臨時用電）　　,**,"83,032 ","24,533,772 ",,
402,南區,24表燈合計　　　　　　　,**,"5,426 ","1,740,059 ",,
402,南區,25綜合＆電力合計　　　　,**,"77,606 ","22,793,713 ",,
403,西區,1表燈非營業用　　　　,"67,944 ",594 ,"6,790,014 ",,
403,西區,2表燈營業用　　　　　　,"8,606 ","10,118 ","5,274,807 ",,
403,西區,3表燈小計　　　　　　　,**,"10,712 ","12,064,821 ",,
403,西區,4低壓綜合裝置非營業用　,＊,24 ,760 ,,
403,西區,5低壓綜合需量非營業用　,446 ,"17,651 ","2,900,589 ",,
403,西區,6低壓綜合非營業用電小計,**,"17,675 ","2,901,349 ",,
403,西區,7低壓綜合裝置營業用　　,＊,0 ,0 ,,
403,西區,8低壓綜合需量營業用　　,468 ,"23,756 ","5,293,171 ",,
403,西區,9低壓綜合營業用電小計　,**,"23,756 ","5,293,171 ",,
403,西區,10低壓綜合用電小計　　　,**,"41,431 ","8,194,520 ",,
403,西區,11低壓裝置電力　　　　　,62 ,625 ,"33,428 ",,
403,西區,12低壓需量電力　　　　　,49 ,"1,221 ","187,959 ",,
403,西區,13低壓電力小計　　　　　,**,"1,846 ","221,387 ",,
403,西區,14高壓電力　　　　　　　,73 ,"52,730 ","18,715,989 ",,
403,西區,15特高壓電力　　　　　　,＊,0 ,0 ,,
403,西區,16高＆特高壓電力小計　　,**,"52,730 ","18,715,989 ",,
403,西區,17電力小計　　　　　　　,**,"54,576 ","18,937,376 ",,
403,西區,18綜合＆電力小計　　　　,**,"96,007 ","27,131,896 ",,
403,西區,19電燈＆綜合＆電力小計　,**,"106,719 ","39,196,717 ",,
403,西區,20臨時電燈　　　　　　　,50 ,0 ,"21,352 ",,
403,西區,21臨時電力　　　　　　　,10 ,844 ,"106,360 ",,
403,西區,22臨時用電小計　　　　　,**,844 ,"127,712 ",,
403,西區,23總計（含臨時用電）　　,**,"106,719 ","39,324,429 ",,
403,西區,24表燈合計　　　　　　　,**,"10,712 ","12,086,173 ",,
403,西區,25綜合＆電力合計　　　　,**,"96,007 ","27,238,256 ",,
404,北區,1表燈非營業用　　　　,"88,725 ",397 ,"37,777,744 ",,
404,北區,2表燈營業用　　　　　　,"9,114 ","10,659 ","15,544,838 ",,
404,北區,3表燈小計　　　　　　　,**,"11,056 ","53,322,582 ",,
404,北區,4低壓綜合裝置非營業用　,＊,36 ,"1,669 ",,
404,北區,5低壓綜合需量非營業用　,406 ,"15,286 ","2,557,972 ",,
404,北區,6低壓綜合非營業用電小計,**,"15,322 ","2,559,641 ",,
404,北區,7低壓綜合裝置營業用　　,＊,0 ,0 ,,
404,北區,8低壓綜合需量營業用　　,639 ,"31,563 ","7,663,345 ",,
404,北區,9低壓綜合營業用電小計　,**,"31,563 ","7,663,345 ",,
404,北區,10低壓綜合用電小計　　　,**,"46,885 ","10,222,986 ",,
404,北區,11低壓裝置電力　　　　　,88 ,871 ,"106,621 ",,
404,北區,12低壓需量電力　　　　　,97 ,"2,190 ","317,520 ",,
404,北區,13低壓電力小計　　　　　,**,"3,061 ","424,141 ",,
404,北區,14高壓電力　　　　　　　,75 ,"48,691 ","18,047,692 ",,
404,北區,15特高壓電力　　　　　　,＊,0 ,0 ,,
404,北區,16高＆特高壓電力小計　　,**,"48,691 ","18,047,692 ",,
404,北區,17電力小計　　　　　　　,**,"51,752 ","18,471,833 ",,
404,北區,18綜合＆電力小計　　　　,**,"98,637 ","28,694,819 ",,
404,北區,19電燈＆綜合＆電力小計　,**,"109,693 ","82,017,401 ",,
404,北區,20臨時電燈　　　　　　　,40 ,0 ,"27,944 ",,
404,北區,21臨時電力　　　　　　　,13 ,"1,837 ","266,600 ",,
404,北區,22臨時用電小計　　　　　,**,"1,837 ","294,544 ",,
404,北區,23總計（含臨時用電）　　,**,"109,693 ","82,311,945 ",,
404,北區,24表燈合計　　　　　　　,**,"11,056 ","53,350,526 ",,
404,北區,25綜合＆電力合計　　　　,**,"98,637 ","28,961,419 ",,
406,北屯區,1表燈非營業用　　　　,"130,185 ",517 ,"62,744,269 ",,
406,北屯區,2表燈營業用　　　　　　,"10,290 ","11,341 ","19,553,881 ",,
406,北屯區,3表燈小計　　　　　　　,**,"11,858 ","82,298,150 ",,
406,北屯區,4低壓綜合裝置非營業用　,＊,0 ,0 ,,
406,北屯區,5低壓綜合需量非營業用　,570 ,"20,426 ","3,151,916 ",,
406,北屯區,6低壓綜合非營業用電小計,**,"20,426 ","3,151,916 ",,
406,北屯區,7低壓綜合裝置營業用　　,＊,52 ,"7,020 ",,
406,北屯區,8低壓綜合需量營業用　　,508 ,"28,871 ","7,487,453 ",,
406,北屯區,9低壓綜合營業用電小計　,**,"28,923 ","7,494,473 ",,
406,北屯區,10低壓綜合用電小計　　　,**,"49,349 ","10,646,389 ",,
406,北屯區,11低壓裝置電力　　　　　,110 ,"1,382 ","192,349 ",,
406,北屯區,12低壓需量電力　　　　　,144 ,"4,146 ","736,646 ",,
406,北屯區,13低壓電力小計　　　　　,**,"5,528 ","928,995 ",,
406,北屯區,14高壓電力　　　　　　　,53 ,"25,834 ","7,127,734 ",,
406,北屯區,15特高壓電力　　　　　　,＊,0 ,0 ,,
406,北屯區,16高＆特高壓電力小計　　,**,"25,834 ","7,127,734 ",,
406,北屯區,17電力小計　　　　　　　,**,"31,362 ","8,056,729 ",,
406,北屯區,18綜合＆電力小計　　　　,**,"80,711 ","18,703,118 ",,
406,北屯區,19電燈＆綜合＆電力小計　,**,"92,569 ","101,001,268 ",,
406,北屯區,20臨時電燈　　　　　　　,234 ,0 ,"456,364 ",,
406,北屯區,21臨時電力　　　　　　　,68 ,"5,035 ","587,473 ",,
406,北屯區,22臨時用電小計　　　　　,**,"5,035 ","1,043,837 ",,
406,北屯區,23總計（含臨時用電）　　,**,"92,569 ","102,045,105 ",,
406,北屯區,24表燈合計　　　　　　　,**,"11,858 ","82,754,514 ",,
406,北屯區,25綜合＆電力合計　　　　,**,"80,711 ","19,290,591 ",,
407,西屯區,1表燈非營業用　　　　,"132,957 ",851 ,"39,925,144 ",,
407,西屯區,2表燈營業用　　　　　　,"15,158 ","21,356 ","24,184,434 ",,
407,西屯區,3表燈小計　　　　　　　,**,"22,207 ","64,109,578 ",,
407,西屯區,4低壓綜合裝置非營業用　,＊,0 ,0 ,,
407,西屯區,5低壓綜合需量非營業用　,890 ,"46,309 ","8,101,185 ",,
407,西屯區,6低壓綜合非營業用電小計,**,"46,309 ","8,101,185 ",,
407,西屯區,7低壓綜合裝置營業用　　,＊,43 ,"3,509 ",,
407,西屯區,8低壓綜合需量營業用　　,905 ,"58,405 ","14,037,235 ",,
407,西屯區,9低壓綜合營業用電小計　,**,"58,448 ","14,040,744 ",,
407,西屯區,10低壓綜合用電小計　　　,**,"104,757 ","22,141,929 ",,
407,西屯區,11低壓裝置電力　　　　　,117 ,"1,760 ","226,416 ",,
407,西屯區,12低壓需量電力　　　　　,516 ,"31,816 ","5,966,402 ",,
407,西屯區,13低壓電力小計　　　　　,**,"33,576 ","6,192,818 ",,
407,西屯區,14高壓電力　　　　　　　,368 ,"268,140 ","96,276,020 ",,
407,西屯區,15特高壓電力　　　　　　,＊,"357,900 ","240,112,800 ",,
407,西屯區,16高＆特高壓電力小計　　,**,"626,040 ","336,388,820 ",,
407,西屯區,17電力小計　　　　　　　,**,"659,616 ","342,581,638 ",,
407,西屯區,18綜合＆電力小計　　　　,**,"764,373 ","364,723,567 ",,
407,西屯區,19電燈＆綜合＆電力小計　,**,"786,580 ","428,833,145 ",,
407,西屯區,20臨時電燈　　　　　　　,175 ,0 ,"124,977 ",,
407,西屯區,21臨時電力　　　　　　　,110 ,"14,652 ","3,268,091 ",,
407,西屯區,22臨時用電小計　　　　　,**,"14,652 ","3,393,068 ",,
407,西屯區,23總計（含臨時用電）　　,**,"786,580 ","432,226,213 ",,
407,西屯區,24表燈合計　　　　　　　,**,"22,207 ","64,234,555 ",,
407,西屯區,25綜合＆電力合計　　　　,**,"764,373 ","367,991,658 ",,
408,南屯區,1表燈非營業用　　　　,"81,006 ",464 ,"22,457,335 ",,
408,南屯區,2表燈營業用　　　　　　,"8,813 ","12,152 ","12,462,885 ",,
408,南屯區,3表燈小計　　　　　　　,**,"12,616 ","34,920,220 ",,
408,南屯區,4低壓綜合裝置非營業用　,＊,0 ,0 ,,
408,南屯區,5低壓綜合需量非營業用　,566 ,"24,214 ","3,761,236 ",,
408,南屯區,6低壓綜合非營業用電小計,**,"24,214 ","3,761,236 ",,
408,南屯區,7低壓綜合裝置營業用　　,＊,0 ,0 ,,
408,南屯區,8低壓綜合需量營業用　　,524 ,"31,192 ","7,528,923 ",,
408,南屯區,9低壓綜合營業用電小計　,**,"31,192 ","7,528,923 ",,
408,南屯區,10低壓綜合用電小計　　　,**,"55,406 ","11,290,159 ",,
408,南屯區,11低壓裝置電力　　　　　,60 ,969 ,"256,771 ",,
408,南屯區,12低壓需量電力　　　　　,224 ,"15,193 ","2,783,325 ",,
408,南屯區,13低壓電力小計　　　　　,**,"16,162 ","3,040,096 ",,
408,南屯區,14高壓電力　　　　　　　,240 ,"146,395 ","55,680,271 ",,
408,南屯區,15特高壓電力　　　　　　,＊,0 ,0 ,,
408,南屯區,16高＆特高壓電力小計　　,**,"146,395 ","55,680,271 ",,
408,南屯區,17電力小計　　　　　　　,**,"162,557 ","58,720,367 ",,
408,南屯區,18綜合＆電力小計　　　　,**,"217,963 ","70,010,526 ",,
408,南屯區,19電燈＆綜合＆電力小計　,**,"230,579 ","104,930,746 ",,
408,南屯區,20臨時電燈　　　　　　　,144 ,0 ,"169,058 ",,
408,南屯區,21臨時電力　　　　　　　,64 ,"7,576 ","1,419,439 ",,
408,南屯區,22臨時用電小計　　　　　,**,"7,576 ","1,588,497 ",,
408,南屯區,23總計（含臨時用電）　　,**,"230,579 ","106,519,243 ",,
408,南屯區,24表燈合計　　　　　　　,**,"12,616 ","35,089,278 ",,
408,南屯區,25綜合＆電力合計　　　　,**,"217,963 ","71,429,965 ",,
411,太平,1表燈非營業用　　　　,"86,189 ",422 ,"28,238,485 ",,
411,太平,2表燈營業用　　　　　　,"8,834 ","11,093 ","9,052,434 ",,
411,太平,3表燈小計　　　　　　　,**,"11,515 ","37,290,919 ",,
411,太平,4低壓綜合裝置非營業用　,＊,0 ,0 ,,
411,太平,5低壓綜合需量非營業用　,154 ,"5,782 ","1,072,076 ",,
411,太平,6低壓綜合非營業用電小計,**,"5,782 ","1,072,076 ",,
411,太平,7低壓綜合裝置營業用　　,＊,0 ,0 ,,
411,太平,8低壓綜合需量營業用　　,342 ,"19,846 ","4,087,315 ",,
411,太平,9低壓綜合營業用電小計　,**,"19,846 ","4,087,315 ",,
411,太平,10低壓綜合用電小計　　　,**,"25,628 ","5,159,391 ",,
411,太平,11低壓裝置電力　　　　　,131 ,"1,584 ","203,552 ",,
411,太平,12低壓需量電力　　　　　,"1,155 ","49,716 ","8,852,435 ",,
411,太平,13低壓電力小計　　　　　,**,"51,300 ","9,055,987 ",,
411,太平,14高壓電力　　　　　　　,245 ,"122,593 ","32,390,809 ",,
411,太平,15特高壓電力　　　　　　,＊,0 ,0 ,,
411,太平,16高＆特高壓電力小計　　,**,"122,593 ","32,390,809 ",,
411,太平,17電力小計　　　　　　　,**,"173,893 ","41,446,796 ",,
411,太平,18綜合＆電力小計　　　　,**,"199,521 ","46,606,187 ",,
411,太平,19電燈＆綜合＆電力小計　,**,"211,036 ","83,897,106 ",,
411,太平,20臨時電燈　　　　　　　,72 ,0 ,"135,742 ",,
411,太平,21臨時電力　　　　　　　,19 ,"1,413 ","164,520 ",,
411,太平,22臨時用電小計　　　　　,**,"1,413 ","300,262 ",,
411,太平,23總計（含臨時用電）　　,**,"211,036 ","84,197,368 ",,
411,太平,24表燈合計　　　　　　　,**,"11,515 ","37,426,661 ",,
411,太平,25綜合＆電力合計　　　　,**,"199,521 ","46,770,707 ",,
412,大里,1表燈非營業用　　　　,"95,234 ",314 ,"15,415,885 ",,
412,大里,2表燈營業用　　　　　　,"10,248 ","14,545 ","10,650,407 ",,
412,大里,3表燈小計　　　　　　　,**,"14,859 ","26,066,292 ",,
412,大里,4低壓綜合裝置非營業用　,＊,0 ,0 ,,
412,大里,5低壓綜合需量非營業用　,154 ,"6,002 ","1,033,974 ",,
412,大里,6低壓綜合非營業用電小計,**,"6,002 ","1,033,974 ",,
412,大里,7低壓綜合裝置營業用　　,＊,0 ,0 ,,
412,大里,8低壓綜合需量營業用　　,500 ,"27,198 ","6,517,835 ",,
412,大里,9低壓綜合營業用電小計　,**,"27,198 ","6,517,835 ",,
412,大里,10低壓綜合用電小計　　　,**,"33,200 ","7,551,809 ",,
412,大里,11低壓裝置電力　　　　　,172 ,"1,430 ","205,571 ",,
412,大里,12低壓需量電力　　　　　,888 ,"41,848 ","8,451,630 ",,
412,大里,13低壓電力小計　　　　　,**,"43,278 ","8,657,201 ",,
412,大里,14高壓電力　　　　　　　,209 ,"91,228 ","25,473,265 ",,
412,大里,15特高壓電力　　　　　　,＊,0 ,0 ,,
412,大里,16高＆特高壓電力小計　　,**,"91,228 ","25,473,265 ",,
412,大里,17電力小計　　　　　　　,**,"134,506 ","34,130,466 ",,
412,大里,18綜合＆電力小計　　　　,**,"167,706 ","41,682,275 ",,
412,大里,19電燈＆綜合＆電力小計　,**,"182,565 ","67,748,567 ",,
412,大里,20臨時電燈　　　　　　　,90 ,0 ,"4,949 ",,
412,大里,21臨時電力　　　　　　　,27 ,"3,602 ","984,240 ",,
412,大里,22臨時用電小計　　　　　,**,"3,602 ","989,189 ",,
412,大里,23總計（含臨時用電）　　,**,"182,565 ","68,737,756 ",,
412,大里,24表燈合計　　　　　　　,**,"14,859 ","26,071,241 ",,
412,大里,25綜合＆電力合計　　　　,**,"167,706 ","42,666,515 ",,
413,霧峰,1表燈非營業用　　　　,"34,616 ",209 ,"20,570,961 ",,
413,霧峰,2表燈營業用　　　　　　,"3,319 ","4,050 ","9,382,294 ",,
413,霧峰,3表燈小計　　　　　　　,**,"4,259 ","29,953,255 ",,
413,霧峰,4低壓綜合裝置非營業用　,＊,0 ,0 ,,
413,霧峰,5低壓綜合需量非營業用　,63 ,"3,270 ","712,855 ",,
413,霧峰,6低壓綜合非營業用電小計,**,"3,270 ","712,855 ",,
413,霧峰,7低壓綜合裝置營業用　　,＊,0 ,0 ,,
413,霧峰,8低壓綜合需量營業用　　,172 ,"9,746 ","2,254,553 ",,
413,霧峰,9低壓綜合營業用電小計　,**,"9,746 ","2,254,553 ",,
413,霧峰,10低壓綜合用電小計　　　,**,"13,016 ","2,967,408 ",,
413,霧峰,11低壓裝置電力　　　　　,121 ,"1,641 ","260,680 ",,
413,霧峰,12低壓需量電力　　　　　,284 ,"14,033 ","2,762,128 ",,
413,霧峰,13低壓電力小計　　　　　,**,"15,674 ","3,022,808 ",,
413,霧峰,14高壓電力　　　　　　　,107 ,"65,671 ","20,748,418 ",,
413,霧峰,15特高壓電力　　　　　　,＊,0 ,0 ,,
413,霧峰,16高＆特高壓電力小計　　,**,"65,671 ","20,748,418 ",,
413,霧峰,17電力小計　　　　　　　,**,"81,345 ","23,771,226 ",,
413,霧峰,18綜合＆電力小計　　　　,**,"94,361 ","26,738,634 ",,
413,霧峰,19電燈＆綜合＆電力小計　,**,"98,620 ","56,691,889 ",,
413,霧峰,20臨時電燈　　　　　　　,43 ,0 ,"18,695 ",,
413,霧峰,21臨時電力　　　　　　　,＊,510 ,"77,520 ",,
413,霧峰,22臨時用電小計　　　　　,**,510 ,"96,215 ",,
413,霧峰,23總計（含臨時用電）　　,**,"98,620 ","56,788,104 ",,
413,霧峰,24表燈合計　　　　　　　,**,"4,259 ","29,971,950 ",,
413,霧峰,25綜合＆電力合計　　　　,**,"94,361 ","26,816,154 ",,
414,烏日,1表燈非營業用　　　　,"34,877 ",116 ,"8,735,763 ",,
414,烏日,2表燈營業用　　　　　　,"5,505 ","8,236 ","17,749,566 ",,
414,烏日,3表燈小計　　　　　　　,**,"8,352 ","26,485,329 ",,
414,烏日,4低壓綜合裝置非營業用　,＊,0 ,0 ,,
414,烏日,5低壓綜合需量非營業用　,58 ,"2,927 ","565,619 ",,
414,烏日,6低壓綜合非營業用電小計,**,"2,927 ","565,619 ",,
414,烏日,7低壓綜合裝置營業用　　,＊,0 ,0 ,,
414,烏日,8低壓綜合需量營業用　　,291 ,"20,845 ","4,715,536 ",,
414,烏日,9低壓綜合營業用電小計　,**,"20,845 ","4,715,536 ",,
414,烏日,10低壓綜合用電小計　　　,**,"23,772 ","5,281,155 ",,
414,烏日,11低壓裝置電力　　　　　,116 ,"1,764 ","243,945 ",,
414,烏日,12低壓需量電力　　　　　,345 ,"16,488 ","2,745,427 ",,
414,烏日,13低壓電力小計　　　　　,**,"18,252 ","2,989,372 ",,
414,烏日,14高壓電力　　　　　　　,103 ,"56,490 ","13,725,263 ",,
414,烏日,15特高壓電力　　　　　　,＊,"20,050 ","10,471,400 ",,
414,烏日,16高＆特高壓電力小計　　,**,"76,540 ","24,196,663 ",,
414,烏日,17電力小計　　　　　　　,**,"94,792 ","27,186,035 ",,
414,烏日,18綜合＆電力小計　　　　,**,"118,564 ","32,467,190 ",,
414,烏日,19電燈＆綜合＆電力小計　,**,"126,916 ","58,952,519 ",,
414,烏日,20臨時電燈　　　　　　　,45 ,0 ,"57,196 ",,
414,烏日,21臨時電力　　　　　　　,23 ,"3,246 ","637,480 ",,
414,烏日,22臨時用電小計　　　　　,**,"3,246 ","694,676 ",,
414,烏日,23總計（含臨時用電）　　,**,"126,916 ","59,647,195 ",,
414,烏日,24表燈合計　　　　　　　,**,"8,352 ","26,542,525 ",,
414,烏日,25綜合＆電力合計　　　　,**,"118,564 ","33,104,670 ",,
420,豐原,1表燈非營業用　　　　,"74,460 ",741 ,"22,747,210 ",,
420,豐原,2表燈營業用　　　　　　,"9,218 ","9,902 ","13,914,808 ",,
420,豐原,3表燈小計　　　　　　　,**,"10,643 ","36,662,018 ",,
420,豐原,4低壓綜合裝置非營業用　,＊,0 ,0 ,,
420,豐原,5低壓綜合需量非營業用　,117 ,"5,492 ","919,029 ",,
420,豐原,6低壓綜合非營業用電小計,**,"5,492 ","919,029 ",,
420,豐原,7低壓綜合裝置營業用　　,＊,67 ,"13,670 ",,
420,豐原,8低壓綜合需量營業用　　,482 ,"23,834 ","5,240,125 ",,
420,豐原,9低壓綜合營業用電小計　,**,"23,901 ","5,253,795 ",,
420,豐原,10低壓綜合用電小計　　　,**,"29,393 ","6,172,824 ",,
420,豐原,11低壓裝置電力　　　　　,194 ,"1,777 ","139,405 ",,
420,豐原,12低壓需量電力　　　　　,777 ,"27,885 ","4,492,291 ",,
420,豐原,13低壓電力小計　　　　　,**,"29,662 ","4,631,696 ",,
420,豐原,14高壓電力　　　　　　　,124 ,"48,593 ","13,229,211 ",,
420,豐原,15特高壓電力　　　　　　,＊,"10,416 ","3,358,200 ",,
420,豐原,16高＆特高壓電力小計　　,**,"59,009 ","16,587,411 ",,
420,豐原,17電力小計　　　　　　　,**,"88,671 ","21,219,107 ",,
420,豐原,18綜合＆電力小計　　　　,**,"118,064 ","27,391,931 ",,
420,豐原,19電燈＆綜合＆電力小計　,**,"128,707 ","64,053,949 ",,
420,豐原,20臨時電燈　　　　　　　,175 ,0 ,"116,059 ",,
420,豐原,21臨時電力　　　　　　　,6 ,410 ,"79,884 ",,
420,豐原,22臨時用電小計　　　　　,**,410 ,"195,943 ",,
420,豐原,23總計（含臨時用電）　　,**,"128,707 ","64,249,892 ",,
420,豐原,24表燈合計　　　　　　　,**,"10,643 ","36,778,077 ",,
