郵遞區號,行政區,用電種類,用戶數,契約容量,售電度數(當月),,,
104,中山區,5低壓綜合需量非營業用,"1,202","46,552","6,241,579",,,
104,中山區,6低壓綜合非營業用電小計,**,"46,682","6,247,620",,,
104,中山區,7低壓綜合裝置營業用,43,"1,788","141,188",,,
104,中山區,8低壓綜合需量營業用,"1,572","71,651","12,571,245",,,
104,中山區,9低壓綜合營業用電小計,**,"73,439","12,712,433",,,
104,中山區,10低壓綜合用電小計,**,"120,121","18,960,053",,,
104,中山區,11低壓裝置電力,229,"2,630","117,732",,,
104,中山區,12低壓需量電力,9,724,"85,448",,,
104,中山區,13低壓電力小計,**,"3,354","203,180",,,
104,中山區,14高壓電力,321,"209,112","58,825,102",,,
104,中山區,15特高壓電力,＊,"27,200","7,833,600",,,
104,中山區,16高＆特高壓電力小計,**,"236,312","66,658,702",,,
104,中山區,17電力小計,**,"239,666","66,861,882",,,
104,中山區,18綜合＆電力小計,**,"359,787","85,821,935",,,
104,中山區,19電燈＆綜合＆電力小計,**,"399,284","147,001,499",,,
104,中山區,20臨時電燈,34,0,"39,984",,,
104,中山區,21臨時電力,32,"1,934","188,540",,,
104,中山區,22臨時用電小計,**,"1,934","228,524",,,
104,中山區,23總計（含臨時用電）,**,"399,284","147,230,023",,,
104,中山區,24表燈合計,**,"39,497","61,219,548",,,
104,中山區,25綜合＆電力合計,**,"359,787","86,010,475",,,
105,松山區,1表燈非營業用,"72,490",999,"30,166,624",,,
105,松山區,2表燈營業用,"11,613","18,570","19,314,836",,,
105,松山區,3表燈小計,**,"19,569","49,481,460",,,
105,松山區,4低壓綜合裝置非營業用,＊,137,"5,385",,,
105,松山區,5低壓綜合需量非營業用,549,"21,680","3,352,502",,,
105,松山區,6低壓綜合非營業用電小計,**,"21,817","3,357,887",,,
105,松山區,7低壓綜合裝置營業用,＊,154,"15,264",,,
105,松山區,8低壓綜合需量營業用,829,"40,433","7,497,485",,,
105,松山區,9低壓綜合營業用電小計,**,"40,587","7,512,749",,,
105,松山區,10低壓綜合用電小計,**,"62,404","10,870,636",,,
105,松山區,11低壓裝置電力,63,569,"27,188",,,
105,松山區,12低壓需量電力,15,713,"115,641",,,
105,松山區,13低壓電力小計,**,"1,282","142,829",,,
105,松山區,14高壓電力,160,"133,092","37,039,144",,,
105,松山區,15特高壓電力,＊,"8,600","4,600,000",,,
105,松山區,16高＆特高壓電力小計,**,"141,692","41,639,144",,,
105,松山區,17電力小計,**,"142,974","41,781,973",,,
105,松山區,18綜合＆電力小計,**,"205,378","52,652,609",,,
105,松山區,19電燈＆綜合＆電力小計,**,"224,947","102,134,069",,,
105,松山區,20臨時電燈,11,0,"9,701",,,
105,松山區,21臨時電力,17,883,"109,040",,,
105,松山區,22臨時用電小計,**,883,"118,741",,,
105,松山區,23總計（含臨時用電）,**,"224,947","102,252,810",,,
105,松山區,24表燈合計,**,"19,569","49,491,161",,,
105,松山區,25綜合＆電力合計,**,"205,378","52,761,649",,,
106,大安區,1表燈非營業用,"110,657","1,600","33,029,406",,,
106,大安區,2表燈營業用,"17,364","39,037","20,982,717",,,
106,大安區,3表燈小計,**,"40,637","54,012,123",,,
106,大安區,4低壓綜合裝置非營業用,6,235,"14,412",,,
106,大安區,5低壓綜合需量非營業用,"1,069","40,456","5,982,595",,,
106,大安區,6低壓綜合非營業用電小計,**,"40,691","5,997,007",,,
106,大安區,7低壓綜合裝置營業用,11,398,"77,328",,,
106,大安區,8低壓綜合需量營業用,"1,441","64,408","12,097,892",,,
106,大安區,9低壓綜合營業用電小計,**,"64,806","12,175,220",,,
106,大安區,10低壓綜合用電小計,**,"105,497","18,172,227",,,
106,大安區,11低壓裝置電力,131,"1,513","126,825",,,
106,大安區,12低壓需量電力,＊,296,"51,725",,,
106,大安區,13低壓電力小計,**,"1,809","178,550",,,
106,大安區,14高壓電力,280,"207,152","60,114,408",,,
106,大安區,15特高壓電力,＊,"22,099","8,961,143",,,
106,大安區,16高＆特高壓電力小計,**,"229,251","69,075,551",,,
106,大安區,17電力小計,**,"231,060","69,254,101",,,
106,大安區,18綜合＆電力小計,**,"336,557","87,426,328",,,
106,大安區,19電燈＆綜合＆電力小計,**,"377,194","141,438,451",,,
106,大安區,20臨時電燈,15,0,"51,192",,,
106,大安區,21臨時電力,23,"2,384","410,735",,,
106,大安區,22臨時用電小計,**,"2,384","461,927",,,
106,大安區,23總計（含臨時用電）,**,"377,194","141,900,378",,,
106,大安區,24表燈合計,**,"40,637","54,063,315",,,
106,大安區,25綜合＆電力合計,**,"336,557","87,837,063",,,
108,萬華區,1表燈非營業用,"76,832",933,"22,156,135",,,
108,萬華區,2表燈營業用,"9,211","14,307","8,434,923",,,
108,萬華區,3表燈小計,**,"15,240","30,591,058",,,
108,萬華區,4低壓綜合裝置非營業用,＊,0,0,,,
108,萬華區,5低壓綜合需量非營業用,334,"11,180","1,377,897",,,
108,萬華區,6低壓綜合非營業用電小計,**,"11,180","1,377,897",,,
108,萬華區,7低壓綜合裝置營業用,36,"1,646","175,827",,,
108,萬華區,8低壓綜合需量營業用,707,"23,875","4,298,457",,,
108,萬華區,9低壓綜合營業用電小計,**,"25,521","4,474,284",,,
108,萬華區,10低壓綜合用電小計,**,"36,701","5,852,181",,,
108,萬華區,11低壓裝置電力,304,"3,186","166,995",,,
108,萬華區,12低壓需量電力,40,"1,325","155,179",,,
108,萬華區,13低壓電力小計,**,"4,511","322,174",,,
108,萬華區,14高壓電力,109,"45,914","12,769,802",,,
108,萬華區,15特高壓電力,＊,0,0,,,
108,萬華區,16高＆特高壓電力小計,**,"45,914","12,769,802",,,
108,萬華區,17電力小計,**,"50,425","13,091,976",,,
108,萬華區,18綜合＆電力小計,**,"87,126","18,944,157",,,
108,萬華區,19電燈＆綜合＆電力小計,**,"102,366","49,535,215",,,
108,萬華區,20臨時電燈,17,0,"17,553",,,
108,萬華區,21臨時電力,15,955,"152,120",,,
108,萬華區,22臨時用電小計,**,955,"169,673",,,
108,萬華區,23總計（含臨時用電）,**,"102,366","49,704,888",,,
108,萬華區,24表燈合計,**,"15,240","30,608,611",,,
108,萬華區,25綜合＆電力合計,**,"87,126","19,096,277",,,
110,信義區,1表燈非營業用,"84,173",753,"18,755,727",,,
110,信義區,2表燈營業用,"10,260","12,385","8,216,181",,,
110,信義區,3表燈小計,**,"13,138","26,971,908",,,
110,信義區,4低壓綜合裝置非營業用,＊,138,"4,360",,,
110,信義區,5低壓綜合需量非營業用,552,"25,778","3,879,761",,,
110,信義區,6低壓綜合非營業用電小計,**,"25,916","3,884,121",,,
110,信義區,7低壓綜合裝置營業用,＊,28,"7,765",,,
110,信義區,8低壓綜合需量營業用,548,"24,603","4,948,982",,,
110,信義區,9低壓綜合營業用電小計,**,"24,631","4,956,747",,,
110,信義區,10低壓綜合用電小計,**,"50,547","8,840,868",,,
110,信義區,11低壓裝置電力,24,241,"27,687",,,
110,信義區,12低壓需量電力,6,705,"128,600",,,
110,信義區,13低壓電力小計,**,946,"156,287",,,
110,信義區,14高壓電力,143,"204,608","61,388,489",,,
110,信義區,15特高壓電力,＊,"6,900","2,617,600",,,
110,信義區,16高＆特高壓電力小計,**,"211,508","64,006,089",,,
110,信義區,17電力小計,**,"212,454","64,162,376",,,
110,信義區,18綜合＆電力小計,**,"263,001","73,003,244",,,
110,信義區,19電燈＆綜合＆電力小計,**,"276,139","99,975,152",,,
110,信義區,20臨時電燈,9,0,"13,069",,,
110,信義區,21臨時電力,24,"3,073","390,737",,,
110,信義區,22臨時用電小計,**,"3,073","403,806",,,
110,信義區,23總計（含臨時用電）,**,"276,139","100,378,958",,,
110,信義區,24表燈合計,**,"13,138","26,984,977",,,
110,信義區,25綜合＆電力合計,**,"263,001","73,393,981",,,
111,士林區,1表燈非營業用,"106,720","1,914","36,402,848",,,
111,士林區,2表燈營業用,"9,644","17,081","9,400,966",,,
111,士林區,3表燈小計,**,"18,995","45,803,814",,,
111,士林區,4低壓綜合裝置非營業用,＊,0,0,,,
111,士林區,5低壓綜合需量非營業用,640,"23,739","3,143,946",,,
111,士林區,6低壓綜合非營業用電小計,**,"23,739","3,143,946",,,
111,士林區,7低壓綜合裝置營業用,＊,47,"5,200",,,
111,士林區,8低壓綜合需量營業用,830,"30,834","5,329,387",,,
111,士林區,9低壓綜合營業用電小計,**,"30,881","5,334,587",,,
111,士林區,10低壓綜合用電小計,**,"54,620","8,478,533",,,
111,士林區,11低壓裝置電力,114,"1,489","110,875",,,
111,士林區,12低壓需量電力,120,"5,620","781,803",,,
111,士林區,13低壓電力小計,**,"7,109","892,678",,,
111,士林區,14高壓電力,138,"96,397","26,726,281",,,
111,士林區,15特高壓電力,＊,0,0,,,
111,士林區,16高＆特高壓電力小計,**,"96,397","26,726,281",,,
111,士林區,17電力小計,**,"103,506","27,618,959",,,
111,士林區,18綜合＆電力小計,**,"158,126","36,097,492",,,
111,士林區,19電燈＆綜合＆電力小計,**,"177,121","81,901,306",,,
111,士林區,20臨時電燈,63,0,"123,558",,,
111,士林區,21臨時電力,21,"1,405","252,980",,,
111,士林區,22臨時用電小計,**,"1,405","376,538",,,
111,士林區,23總計（含臨時用電）,**,"177,121","82,277,844",,,
111,士林區,24表燈合計,**,"18,995","45,927,372",,,
111,士林區,25綜合＆電力合計,**,"158,126","36,350,472",,,
112,北投區,1表燈非營業用,"93,397",908,"40,073,222",,,
112,北投區,2表燈營業用,"5,929","8,896","11,189,567",,,
112,北投區,3表燈小計,**,"9,804","51,262,789",,,
112,北投區,4低壓綜合裝置非營業用,＊,0,0,,,
112,北投區,5低壓綜合需量非營業用,614,"19,959","2,678,369",,,
112,北投區,6低壓綜合非營業用電小計,**,"19,959","2,678,369",,,
112,北投區,7低壓綜合裝置營業用,＊,70,"1,980",,,
112,北投區,8低壓綜合需量營業用,430,"21,325","4,175,105",,,
112,北投區,9低壓綜合營業用電小計,**,"21,395","4,177,085",,,
112,北投區,10低壓綜合用電小計,**,"41,354","6,855,454",,,
112,北投區,11低壓裝置電力,66,801,"99,916",,,
112,北投區,12低壓需量電力,95,"5,097","709,582",,,
112,北投區,13低壓電力小計,**,"5,898","809,498",,,
112,北投區,14高壓電力,122,"95,828","33,001,740",,,
112,北投區,15特高壓電力,＊,"10,537","4,551,782",,,
112,北投區,16高＆特高壓電力小計,**,"106,365","37,553,522",,,
112,北投區,17電力小計,**,"112,263","38,363,020",,,
112,北投區,18綜合＆電力小計,**,"153,617","45,218,474",,,
112,北投區,19電燈＆綜合＆電力小計,**,"163,421","96,481,263",,,
112,北投區,20臨時電燈,45,0,"37,430",,,
112,北投區,21臨時電力,51,"2,624","324,805",,,
112,北投區,22臨時用電小計,**,"2,624","362,235",,,
112,北投區,23總計（含臨時用電）,**,"163,421","96,843,498",,,
112,北投區,24表燈合計,**,"9,804","51,300,219",,,
112,北投區,25綜合＆電力合計,**,"153,617","45,543,279",,,
114,內湖區,1表燈非營業用,"103,075",514,"33,822,482",,,
114,內湖區,2表燈營業用,"12,959","18,570","9,415,772",,,
114,內湖區,3表燈小計,**,"19,084","43,238,254",,,
114,內湖區,4低壓綜合裝置非營業用,＊,0,0,,,
114,內湖區,5低壓綜合需量非營業用,"1,139","50,266","7,475,878",,,
114,內湖區,6低壓綜合非營業用電小計,**,"50,266","7,475,878",,,
114,內湖區,7低壓綜合裝置營業用,＊,0,0,,,
114,內湖區,8低壓綜合需量營業用,"1,739","109,407","21,335,252",,,
114,內湖區,9低壓綜合營業用電小計,**,"109,407","21,335,252",,,
114,內湖區,10低壓綜合用電小計,**,"159,673","28,811,130",,,
114,內湖區,11低壓裝置電力,23,202,"6,634",,,
114,內湖區,12低壓需量電力,347,"12,971","2,142,095",,,
114,內湖區,13低壓電力小計,**,"13,173","2,148,729",,,
114,內湖區,14高壓電力,162,"136,465","50,369,436",,,
114,內湖區,15特高壓電力,＊,"11,404","4,168,400",,,
114,內湖區,16高＆特高壓電力小計,**,"147,869","54,537,836",,,
114,內湖區,17電力小計,**,"161,042","56,686,565",,,
114,內湖區,18綜合＆電力小計,**,"320,715","85,497,695",,,
114,內湖區,19電燈＆綜合＆電力小計,**,"339,799","128,735,949",,,
114,內湖區,20臨時電燈,24,0,"7,501",,,
114,內湖區,21臨時電力,58,"4,790","554,071",,,
114,內湖區,22臨時用電小計,**,"4,790","561,572",,,
114,內湖區,23總計（含臨時用電）,**,"339,799","129,297,521",,,
114,內湖區,24表燈合計,**,"19,084","43,245,755",,,
114,內湖區,25綜合＆電力合計,**,"320,715","86,051,766",,,
115,南港區,1表燈非營業用,"43,876",65,"7,909,653",,,
115,南港區,2表燈營業用,"4,356","5,635","2,718,166",,,
115,南港區,3表燈小計,**,"5,700","10,627,819",,,
115,南港區,4低壓綜合裝置非營業用,＊,0,0,,,
115,南港區,5低壓綜合需量非營業用,355,"13,417","1,760,540",,,
115,南港區,6低壓綜合非營業用電小計,**,"13,417","1,760,540",,,
115,南港區,7低壓綜合裝置營業用,＊,0,0,,,
115,南港區,8低壓綜合需量營業用,247,"12,565","2,307,846",,,
115,南港區,9低壓綜合營業用電小計,**,"12,565","2,307,846",,,
115,南港區,10低壓綜合用電小計,**,"25,982","4,068,386",,,
115,南港區,11低壓裝置電力,31,543,"42,334",,,
115,南港區,12低壓需量電力,153,"4,817","478,549",,,
115,南港區,13低壓電力小計,**,"5,360","520,883",,,
115,南港區,14高壓電力,87,"102,544","29,556,565",,,
115,南港區,15特高壓電力,＊,"39,885","15,459,229",,,
115,南港區,16高＆特高壓電力小計,**,"142,429","45,015,794",,,
115,南港區,17電力小計,**,"147,789","45,536,677",,,
115,南港區,18綜合＆電力小計,**,"173,771","49,605,063",,,
115,南港區,19電燈＆綜合＆電力小計,**,"179,471","60,232,882",,,
115,南港區,20臨時電燈,13,0,"3,150",,,
115,南港區,21臨時電力,14,"1,639","263,646",,,
115,南港區,22臨時用電小計,**,"1,639","266,796",,,
115,南港區,23總計（含臨時用電）,**,"179,471","60,499,678",,,
115,南港區,24表燈合計,**,"5,700","10,630,969",,,
115,南港區,25綜合＆電力合計,**,"173,771","49,868,709",,,
116,文山區,1表燈非營業用,"99,476",288,"27,318,943",,,
116,文山區,2表燈營業用,"4,996","8,646","5,963,884",,,
116,文山區,3表燈小計,**,"8,934","33,282,827",,,
116,文山區,4低壓綜合裝置非營業用,＊,0,0,,,
116,文山區,5低壓綜合需量非營業用,789,"25,009","3,089,791",,,
116,文山區,6低壓綜合非營業用電小計,**,"25,009","3,089,791",,,
116,文山區,7低壓綜合裝置營業用,＊,74,"5,866",,,
116,文山區,8低壓綜合需量營業用,309,"10,486","2,173,748",,,
116,文山區,9低壓綜合營業用電小計,**,"10,560","2,179,614",,,
116,文山區,10低壓綜合用電小計,**,"35,569","5,269,405",,,
116,文山區,11低壓裝置電力,29,300,"55,089",,,
116,文山區,12低壓需量電力,26,"1,043","155,262",,,
116,文山區,13低壓電力小計,**,"1,343","210,351",,,
116,文山區,14高壓電力,97,"45,025","11,002,312",,,
116,文山區,15特高壓電力,＊,"23,950","9,577,948",,,
116,文山區,16高＆特高壓電力小計,**,"68,975","20,580,260",,,
116,文山區,17電力小計,**,"70,318","20,790,611",,,
116,文山區,18綜合＆電力小計,**,"105,887","26,060,016",,,
116,文山區,19電燈＆綜合＆電力小計,**,"114,821","59,342,843",,,
116,文山區,20臨時電燈,15,0,"2,624",,,
116,文山區,21臨時電力,23,"1,681","285,373",,,
116,文山區,22臨時用電小計,**,"1,681","287,997",,,
116,文山區,23總計（含臨時用電）,**,"114,821","59,630,840",,,
116,文山區,24表燈合計,**,"8,934","33,285,451",,,
116,文山區,25綜合＆電力合計,**,"105,887","26,345,389",,,
200,仁愛區,1表燈非營業用,"22,670",421,"6,489,965",,,
200,仁愛區,2表燈營業用,"3,220","5,190","3,115,030",,,
200,仁愛區,3表燈小計,**,"5,611","9,604,995",,,
200,仁愛區,4低壓綜合裝置非營業用,＊,0,0,,,
200,仁愛區,5低壓綜合需量非營業用,137,"3,767","404,616",,,
200,仁愛區,6低壓綜合非營業用電小計,**,"3,767","404,616",,,
200,仁愛區,7低壓綜合裝置營業用,＊,106,"7,714",,,
200,仁愛區,8低壓綜合需量營業用,324,"9,969","1,826,676",,,
200,仁愛區,9低壓綜合營業用電小計,**,"10,075","1,834,390",,,
200,仁愛區,10低壓綜合用電小計,**,"13,842","2,239,006",,,
200,仁愛區,11低壓裝置電力,60,533,"41,176",,,
200,仁愛區,12低壓需量電力,14,468,"123,946",,,
200,仁愛區,13低壓電力小計,**,"1,001","165,122",,,
200,仁愛區,14高壓電力,24,"7,421","1,706,417",,,
200,仁愛區,15特高壓電力,＊,0,0,,,
200,仁愛區,16高＆特高壓電力小計,**,"7,421","1,706,417",,,
200,仁愛區,17電力小計,**,"8,422","1,871,539",,,
200,仁愛區,18綜合＆電力小計,**,"22,264","4,110,545",,,
200,仁愛區,19電燈＆綜合＆電力小計,**,"27,875","13,715,540",,,
200,仁愛區,20臨時電燈,6,0,"12,478",,,
200,仁愛區,21臨時電力,＊,0,0,,,
200,仁愛區,22臨時用電小計,**,0,"12,478",,,
200,仁愛區,23總計（含臨時用電）,**,"27,875","13,728,018",,,
200,仁愛區,24表燈合計,**,"5,611","9,617,473",,,
200,仁愛區,25綜合＆電力合計,**,"22,264","4,110,545",,,
201,信義區,1表燈非營業用,"24,971",255,"740,319",,,
201,信義區,2表燈營業用,"1,151","1,728","581,849",,,
201,信義區,3表燈小計,**,"1,983","1,322,168",,,
201,信義區,4低壓綜合裝置非營業用,＊,0,0,,,
201,信義區,5低壓綜合需量非營業用,124,"4,699","578,517",,,
201,信義區,6低壓綜合非營業用電小計,**,"4,699","578,517",,,
201,信義區,7低壓綜合裝置營業用,＊,68,"12,440",,,
201,信義區,8低壓綜合需量營業用,48,"3,079","566,055",,,
201,信義區,9低壓綜合營業用電小計,**,"3,147","578,495",,,
201,信義區,10低壓綜合用電小計,**,"7,846","1,157,012",,,
201,信義區,11低壓裝置電力,＊,103,"41,903",,,
201,信義區,12低壓需量電力,21,906,"136,978",,,
201,信義區,13低壓電力小計,**,"1,009","178,881",,,
201,信義區,14高壓電力,33,"12,430","3,264,714",,,
201,信義區,15特高壓電力,＊,0,"68,600",,,
201,信義區,16高＆特高壓電力小計,**,"12,430","3,333,314",,,
201,信義區,17電力小計,**,"13,439","3,512,195",,,
201,信義區,18綜合＆電力小計,**,"21,285","4,669,207",,,
201,信義區,19電燈＆綜合＆電力小計,**,"23,268","5,991,375",,,
201,信義區,20臨時電燈,10,0,0,,,
201,信義區,21臨時電力,＊,356,"94,323",,,
201,信義區,22臨時用電小計,**,356,"94,323",,,
201,信義區,23總計（含臨時用電）,**,"23,268","6,085,698",,,
201,信義區,24表燈合計,**,"1,983","1,322,168",,,
201,信義區,25綜合＆電力合計,**,"21,285","4,763,530",,,
202,中正區,1表燈非營業用,"30,998",234,"82,782",,,
202,中正區,2表燈營業用,"2,071","3,067","768,786",,,
202,中正區,3表燈小計,**,"3,301","851,568",,,
202,中正區,4低壓綜合裝置非營業用,＊,43,"7,000",,,
202,中正區,5低壓綜合需量非營業用,207,"8,835","1,040,983",,,
202,中正區,6低壓綜合非營業用電小計,**,"8,878","1,047,983",,,
202,中正區,7低壓綜合裝置營業用,＊,0,0,,,
202,中正區,8低壓綜合需量營業用,122,"4,286","770,850",,,
202,中正區,9低壓綜合營業用電小計,**,"4,286","770,850",,,
202,中正區,10低壓綜合用電小計,**,"13,164","1,818,833",,,
202,中正區,11低壓裝置電力,40,436,"45,279",,,
202,中正區,12低壓需量電力,35,"1,358","279,515",,,
202,中正區,13低壓電力小計,**,"1,794","324,794",,,
202,中正區,14高壓電力,40,"21,864","5,866,375",,,
202,中正區,15特高壓電力,＊,"7,000","1,624,800",,,
202,中正區,16高＆特高壓電力小計,**,"28,864","7,491,175",,,
202,中正區,17電力小計,**,"30,658","7,815,969",,,
202,中正區,18綜合＆電力小計,**,"43,822","9,634,802",,,
202,中正區,19電燈＆綜合＆電力小計,**,"47,123","10,486,370",,,
202,中正區,20臨時電燈,9,0,0,,,
202,中正區,21臨時電力,7,404,"40,880",,,
202,中正區,22臨時用電小計,**,404,"40,880",,,
202,中正區,23總計（含臨時用電）,**,"47,123","10,527,250",,,
202,中正區,24表燈合計,**,"3,301","851,568",,,
202,中正區,25綜合＆電力合計,**,"43,822","9,675,682",,,
203,中山區,1表燈非營業用,"21,845",68,"10,900,462",,,
203,中山區,2表燈營業用,"1,064","1,217","1,527,440",,,
203,中山區,3表燈小計,**,"1,285","12,427,902",,,
203,中山區,4低壓綜合裝置非營業用,＊,0,0,,,
203,中山區,5低壓綜合需量非營業用,70,"2,229","255,875",,,
203,中山區,6低壓綜合非營業用電小計,**,"2,229","255,875",,,
203,中山區,7低壓綜合裝置營業用,＊,0,0,,,
203,中山區,8低壓綜合需量營業用,40,"1,315","286,939",,,
203,中山區,9低壓綜合營業用電小計,**,"1,315","286,939",,,
203,中山區,10低壓綜合用電小計,**,"3,544","542,814",,,
203,中山區,11低壓裝置電力,17,226,"59,789",,,
203,中山區,12低壓需量電力,14,402,"84,376",,,
203,中山區,13低壓電力小計,**,628,"144,165",,,
203,中山區,14高壓電力,31,"16,188","2,898,728",,,
203,中山區,15特高壓電力,＊,0,0,,,
203,中山區,16高＆特高壓電力小計,**,"16,188","2,898,728",,,
203,中山區,17電力小計,**,"16,816","3,042,893",,,
203,中山區,18綜合＆電力小計,**,"20,360","3,585,707",,,
203,中山區,19電燈＆綜合＆電力小計,**,"21,645","16,013,609",,,
203,中山區,20臨時電燈,7,0,"37,295",,,
203,中山區,21臨時電力,＊,136,"5,480",,,
203,中山區,22臨時用電小計,**,136,"42,775",,,
203,中山區,23總計（含臨時用電）,**,"21,645","16,056,384",,,
203,中山區,24表燈合計,**,"1,285","12,465,197",,,
203,中山區,25綜合＆電力合計,**,"20,360","3,591,187",,,
204,安樂區,1表燈非營業用,"38,004",131,"21,678,623",,,
204,安樂區,2表燈營業用,"1,343","2,592","2,504,309",,,
204,安樂區,3表燈小計,**,"2,723","24,182,932",,,
204,安樂區,4低壓綜合裝置非營業用,＊,0,0,,,
204,安樂區,5低壓綜合需量非營業用,271,"9,228","1,005,765",,,
204,安樂區,6低壓綜合非營業用電小計,**,"9,228","1,005,765",,,
204,安樂區,7低壓綜合裝置營業用,＊,0,0,,,
204,安樂區,8低壓綜合需量營業用,81,"3,951","867,622",,,
204,安樂區,9低壓綜合營業用電小計,**,"3,951","867,622",,,
204,安樂區,10低壓綜合用電小計,**,"13,179","1,873,387",,,
204,安樂區,11低壓裝置電力,8,60,"14,407",,,
204,安樂區,12低壓需量電力,57,"3,200","463,261",,,
204,安樂區,13低壓電力小計,**,"3,260","477,668",,,
204,安樂區,14高壓電力,52,"25,647","8,453,534",,,
204,安樂區,15特高壓電力,＊,0,0,,,
204,安樂區,16高＆特高壓電力小計,**,"25,647","8,453,534",,,
204,安樂區,17電力小計,**,"28,907","8,931,202",,,
204,安樂區,18綜合＆電力小計,**,"42,086","10,804,589",,,
204,安樂區,19電燈＆綜合＆電力小計,**,"44,809","34,987,521",,,
204,安樂區,20臨時電燈,16,0,"22,288",,,
204,安樂區,21臨時電力,＊,94,"25,700",,,
204,安樂區,22臨時用電小計,**,94,"47,988",,,
204,安樂區,23總計（含臨時用電）,**,"44,809","35,035,509",,,
204,安樂區,24表燈合計,**,"2,723","24,205,220",,,
204,安樂區,25綜合＆電力合計,**,"42,086","10,830,289",,,
205,暖暖區,1表燈非營業用,"18,755",49,"5,012,076",,,
205,暖暖區,2表燈營業用,740,"1,301","742,304",,,
205,暖暖區,3表燈小計,**,"1,350","5,754,380",,,
205,暖暖區,4低壓綜合裝置非營業用,＊,0,0,,,
205,暖暖區,5低壓綜合需量非營業用,139,"3,557","453,027",,,
205,暖暖區,6低壓綜合非營業用電小計,**,"3,557","453,027",,,
205,暖暖區,7低壓綜合裝置營業用,＊,0,0,,,
205,暖暖區,8低壓綜合需量營業用,28,808,"223,552",,,
205,暖暖區,9低壓綜合營業用電小計,**,808,"223,552",,,
205,暖暖區,10低壓綜合用電小計,**,"4,365","676,579",,,
205,暖暖區,11低壓裝置電力,＊,54,"6,851",,,
205,暖暖區,12低壓需量電力,12,770,"188,463",,,
