郵遞區號,行政區,用電種類,用戶數,契約容量,售電度數(當月),,,
106,大安區,7低壓綜合裝置營業用,11,398,"70,143",,,
106,大安區,8低壓綜合需量營業用,"1,445","64,514","10,182,134",,,
106,大安區,9低壓綜合營業用電小計,**,"64,912","10,252,277",,,
106,大安區,10低壓綜合用電小計,**,"105,329","15,774,788",,,
106,大安區,11低壓裝置電力,131,"1,513","104,440",,,
106,大安區,12低壓需量電力,＊,296,"48,962",,,
106,大安區,13低壓電力小計,**,"1,809","153,402",,,
106,大安區,14高壓電力,280,"207,146","54,766,843",,,
106,大安區,15特高壓電力,＊,"22,099","8,653,184",,,
106,大安區,16高＆特高壓電力小計,**,"229,245","63,420,027",,,
106,大安區,17電力小計,**,"231,054","63,573,429",,,
106,大安區,18綜合＆電力小計,**,"336,383","79,348,217",,,
106,大安區,19電燈＆綜合＆電力小計,**,"376,673","152,762,616",,,
106,大安區,20臨時電燈,15,0,"92,836",,,
106,大安區,21臨時電力,23,"2,242","329,735",,,
106,大安區,22臨時用電小計,**,"2,242","422,571",,,
106,大安區,23總計（含臨時用電）,**,"376,673","153,185,187",,,
106,大安區,24表燈合計,**,"40,290","73,507,235",,,
106,大安區,25綜合＆電力合計,**,"336,383","79,677,952",,,
108,萬華區,1表燈非營業用,"76,726",932,"20,494,424",,,
108,萬華區,2表燈營業用,"9,219","14,218","9,296,950",,,
108,萬華區,3表燈小計,**,"15,150","29,791,374",,,
108,萬華區,4低壓綜合裝置非營業用,＊,0,0,,,
108,萬華區,5低壓綜合需量非營業用,333,"11,030","1,520,667",,,
108,萬華區,6低壓綜合非營業用電小計,**,"11,030","1,520,667",,,
108,萬華區,7低壓綜合裝置營業用,36,"1,646","191,093",,,
108,萬華區,8低壓綜合需量營業用,706,"23,877","4,782,388",,,
108,萬華區,9低壓綜合營業用電小計,**,"25,523","4,973,481",,,
108,萬華區,10低壓綜合用電小計,**,"36,553","6,494,148",,,
108,萬華區,11低壓裝置電力,304,"3,186","176,821",,,
108,萬華區,12低壓需量電力,40,"1,325","158,481",,,
108,萬華區,13低壓電力小計,**,"4,511","335,302",,,
108,萬華區,14高壓電力,109,"45,914","11,575,230",,,
108,萬華區,15特高壓電力,＊,0,0,,,
108,萬華區,16高＆特高壓電力小計,**,"45,914","11,575,230",,,
108,萬華區,17電力小計,**,"50,425","11,910,532",,,
108,萬華區,18綜合＆電力小計,**,"86,978","18,404,680",,,
108,萬華區,19電燈＆綜合＆電力小計,**,"102,128","48,196,054",,,
108,萬華區,20臨時電燈,19,0,"30,916",,,
108,萬華區,21臨時電力,15,"1,025","149,840",,,
108,萬華區,22臨時用電小計,**,"1,025","180,756",,,
108,萬華區,23總計（含臨時用電）,**,"102,128","48,376,810",,,
108,萬華區,24表燈合計,**,"15,150","29,822,290",,,
108,萬華區,25綜合＆電力合計,**,"86,978","18,554,520",,,
110,信義區,1表燈非營業用,"84,170",757,"35,867,527",,,
110,信義區,2表燈營業用,"10,271","12,412","13,504,582",,,
110,信義區,3表燈小計,**,"13,169","49,372,109",,,
110,信義區,4低壓綜合裝置非營業用,＊,138,"3,840",,,
110,信義區,5低壓綜合需量非營業用,554,"25,975","3,504,039",,,
110,信義區,6低壓綜合非營業用電小計,**,"26,113","3,507,879",,,
110,信義區,7低壓綜合裝置營業用,＊,28,"4,995",,,
110,信義區,8低壓綜合需量營業用,545,"24,402","4,423,965",,,
110,信義區,9低壓綜合營業用電小計,**,"24,430","4,428,960",,,
110,信義區,10低壓綜合用電小計,**,"50,543","7,936,839",,,
110,信義區,11低壓裝置電力,24,241,"25,201",,,
110,信義區,12低壓需量電力,＊,630,"112,600",,,
110,信義區,13低壓電力小計,**,871,"137,801",,,
110,信義區,14高壓電力,144,"205,508","56,305,123",,,
110,信義區,15特高壓電力,＊,"6,900","2,563,200",,,
110,信義區,16高＆特高壓電力小計,**,"212,408","58,868,323",,,
110,信義區,17電力小計,**,"213,279","59,006,124",,,
110,信義區,18綜合＆電力小計,**,"263,822","66,942,963",,,
110,信義區,19電燈＆綜合＆電力小計,**,"276,991","116,315,072",,,
110,信義區,20臨時電燈,9,0,141,,,
110,信義區,21臨時電力,22,"2,409","316,638",,,
110,信義區,22臨時用電小計,**,"2,409","316,779",,,
110,信義區,23總計（含臨時用電）,**,"276,991","116,631,851",,,
110,信義區,24表燈合計,**,"13,169","49,372,250",,,
110,信義區,25綜合＆電力合計,**,"263,822","67,259,601",,,
111,士林區,1表燈非營業用,"106,683","1,914","38,333,721",,,
111,士林區,2表燈營業用,"9,676","16,897","14,129,780",,,
111,士林區,3表燈小計,**,"18,811","52,463,501",,,
111,士林區,4低壓綜合裝置非營業用,＊,0,0,,,
111,士林區,5低壓綜合需量非營業用,640,"23,816","3,283,272",,,
111,士林區,6低壓綜合非營業用電小計,**,"23,816","3,283,272",,,
111,士林區,7低壓綜合裝置營業用,＊,47,"5,448",,,
111,士林區,8低壓綜合需量營業用,828,"30,843","5,484,909",,,
111,士林區,9低壓綜合營業用電小計,**,"30,890","5,490,357",,,
111,士林區,10低壓綜合用電小計,**,"54,706","8,773,629",,,
111,士林區,11低壓裝置電力,114,"1,489","112,787",,,
111,士林區,12低壓需量電力,119,"5,528","662,816",,,
111,士林區,13低壓電力小計,**,"7,017","775,603",,,
111,士林區,14高壓電力,138,"96,407","23,986,860",,,
111,士林區,15特高壓電力,＊,0,0,,,
111,士林區,16高＆特高壓電力小計,**,"96,407","23,986,860",,,
111,士林區,17電力小計,**,"103,424","24,762,463",,,
111,士林區,18綜合＆電力小計,**,"158,130","33,536,092",,,
111,士林區,19電燈＆綜合＆電力小計,**,"176,941","85,999,593",,,
111,士林區,20臨時電燈,60,0,"29,764",,,
111,士林區,21臨時電力,20,"1,322","244,518",,,
111,士林區,22臨時用電小計,**,"1,322","274,282",,,
111,士林區,23總計（含臨時用電）,**,"176,941","86,273,875",,,
111,士林區,24表燈合計,**,"18,811","52,493,265",,,
111,士林區,25綜合＆電力合計,**,"158,130","33,780,610",,,
112,北投區,1表燈非營業用,"93,319",908,"14,798,639",,,
112,北投區,2表燈營業用,"5,937","8,833","4,248,704",,,
112,北投區,3表燈小計,**,"9,741","19,047,343",,,
112,北投區,4低壓綜合裝置非營業用,＊,0,0,,,
112,北投區,5低壓綜合需量非營業用,613,"19,871","2,718,697",,,
112,北投區,6低壓綜合非營業用電小計,**,"19,871","2,718,697",,,
112,北投區,7低壓綜合裝置營業用,＊,70,"1,800",,,
112,北投區,8低壓綜合需量營業用,431,"21,341","4,013,977",,,
112,北投區,9低壓綜合營業用電小計,**,"21,411","4,015,777",,,
112,北投區,10低壓綜合用電小計,**,"41,282","6,734,474",,,
112,北投區,11低壓裝置電力,66,801,"102,063",,,
112,北投區,12低壓需量電力,95,"5,097","639,494",,,
112,北投區,13低壓電力小計,**,"5,898","741,557",,,
112,北投區,14高壓電力,122,"95,828","29,461,978",,,
112,北投區,15特高壓電力,＊,"10,537","4,383,677",,,
112,北投區,16高＆特高壓電力小計,**,"106,365","33,845,655",,,
112,北投區,17電力小計,**,"112,263","34,587,212",,,
112,北投區,18綜合＆電力小計,**,"153,545","41,321,686",,,
112,北投區,19電燈＆綜合＆電力小計,**,"163,286","60,369,029",,,
112,北投區,20臨時電燈,45,0,"49,540",,,
112,北投區,21臨時電力,52,"2,797","290,559",,,
112,北投區,22臨時用電小計,**,"2,797","340,099",,,
112,北投區,23總計（含臨時用電）,**,"163,286","60,709,128",,,
112,北投區,24表燈合計,**,"9,741","19,096,883",,,
112,北投區,25綜合＆電力合計,**,"153,545","41,612,245",,,
114,內湖區,1表燈非營業用,"102,953",506,"32,949,405",,,
114,內湖區,2表燈營業用,"12,959","18,403","32,156,839",,,
114,內湖區,3表燈小計,**,"18,909","65,106,244",,,
114,內湖區,4低壓綜合裝置非營業用,＊,0,0,,,
114,內湖區,5低壓綜合需量非營業用,"1,136","50,298","7,307,493",,,
114,內湖區,6低壓綜合非營業用電小計,**,"50,298","7,307,493",,,
114,內湖區,7低壓綜合裝置營業用,＊,0,0,,,
114,內湖區,8低壓綜合需量營業用,"1,753","110,052","19,973,423",,,
114,內湖區,9低壓綜合營業用電小計,**,"110,052","19,973,423",,,
114,內湖區,10低壓綜合用電小計,**,"160,350","27,280,916",,,
114,內湖區,11低壓裝置電力,23,202,"7,557",,,
114,內湖區,12低壓需量電力,346,"12,710","1,884,538",,,
114,內湖區,13低壓電力小計,**,"12,912","1,892,095",,,
114,內湖區,14高壓電力,162,"136,615","48,267,598",,,
114,內湖區,15特高壓電力,＊,"11,404","4,148,400",,,
114,內湖區,16高＆特高壓電力小計,**,"148,019","52,415,998",,,
114,內湖區,17電力小計,**,"160,931","54,308,093",,,
114,內湖區,18綜合＆電力小計,**,"321,281","81,589,009",,,
114,內湖區,19電燈＆綜合＆電力小計,**,"340,190","146,695,253",,,
114,內湖區,20臨時電燈,25,0,"29,405",,,
114,內湖區,21臨時電力,59,"4,841","466,129",,,
114,內湖區,22臨時用電小計,**,"4,841","495,534",,,
114,內湖區,23總計（含臨時用電）,**,"340,190","147,190,787",,,
114,內湖區,24表燈合計,**,"18,909","65,135,649",,,
114,內湖區,25綜合＆電力合計,**,"321,281","82,055,138",,,
115,南港區,1表燈非營業用,"43,873",65,"19,035,199",,,
115,南港區,2表燈營業用,"4,347","5,568","7,761,972",,,
115,南港區,3表燈小計,**,"5,633","26,797,171",,,
115,南港區,4低壓綜合裝置非營業用,＊,0,0,,,
115,南港區,5低壓綜合需量非營業用,355,"13,417","1,911,173",,,
115,南港區,6低壓綜合非營業用電小計,**,"13,417","1,911,173",,,
115,南港區,7低壓綜合裝置營業用,＊,0,0,,,
115,南港區,8低壓綜合需量營業用,248,"12,582","2,380,761",,,
115,南港區,9低壓綜合營業用電小計,**,"12,582","2,380,761",,,
115,南港區,10低壓綜合用電小計,**,"25,999","4,291,934",,,
115,南港區,11低壓裝置電力,31,543,"37,597",,,
115,南港區,12低壓需量電力,153,"4,817","451,930",,,
115,南港區,13低壓電力小計,**,"5,360","489,527",,,
115,南港區,14高壓電力,87,"101,264","27,164,016",,,
115,南港區,15特高壓電力,＊,"39,885","14,709,622",,,
115,南港區,16高＆特高壓電力小計,**,"141,149","41,873,638",,,
115,南港區,17電力小計,**,"146,509","42,363,165",,,
115,南港區,18綜合＆電力小計,**,"172,508","46,655,099",,,
115,南港區,19電燈＆綜合＆電力小計,**,"178,141","73,452,270",,,
115,南港區,20臨時電燈,12,0,"20,965",,,
115,南港區,21臨時電力,14,"1,639","253,404",,,
115,南港區,22臨時用電小計,**,"1,639","274,369",,,
115,南港區,23總計（含臨時用電）,**,"178,141","73,726,639",,,
115,南港區,24表燈合計,**,"5,633","26,818,136",,,
115,南港區,25綜合＆電力合計,**,"172,508","46,908,503",,,
116,文山區,1表燈非營業用,"99,467",288,"34,062,934",,,
116,文山區,2表燈營業用,"5,003","8,579","5,577,312",,,
116,文山區,3表燈小計,**,"8,867","39,640,246",,,
116,文山區,4低壓綜合裝置非營業用,＊,0,0,,,
116,文山區,5低壓綜合需量非營業用,789,"25,137","3,228,845",,,
116,文山區,6低壓綜合非營業用電小計,**,"25,137","3,228,845",,,
116,文山區,7低壓綜合裝置營業用,＊,74,"5,982",,,
116,文山區,8低壓綜合需量營業用,310,"10,507","2,258,099",,,
116,文山區,9低壓綜合營業用電小計,**,"10,581","2,264,081",,,
116,文山區,10低壓綜合用電小計,**,"35,718","5,492,926",,,
116,文山區,11低壓裝置電力,29,300,"53,838",,,
116,文山區,12低壓需量電力,26,"1,043","137,099",,,
116,文山區,13低壓電力小計,**,"1,343","190,937",,,
116,文山區,14高壓電力,98,"45,160","10,034,647",,,
116,文山區,15特高壓電力,＊,"23,950","8,667,668",,,
116,文山區,16高＆特高壓電力小計,**,"69,110","18,702,315",,,
116,文山區,17電力小計,**,"70,453","18,893,252",,,
116,文山區,18綜合＆電力小計,**,"106,171","24,386,178",,,
116,文山區,19電燈＆綜合＆電力小計,**,"115,038","64,026,424",,,
116,文山區,20臨時電燈,17,0,"25,506",,,
116,文山區,21臨時電力,23,"1,881","251,483",,,
116,文山區,22臨時用電小計,**,"1,881","276,989",,,
116,文山區,23總計（含臨時用電）,**,"115,038","64,303,413",,,
116,文山區,24表燈合計,**,"8,867","39,665,752",,,
116,文山區,25綜合＆電力合計,**,"106,171","24,637,661",,,
200,仁愛區,1表燈非營業用,"22,665",421,"4,924,064",,,
200,仁愛區,2表燈營業用,"3,221","5,202","2,983,358",,,
200,仁愛區,3表燈小計,**,"5,623","7,907,422",,,
200,仁愛區,4低壓綜合裝置非營業用,＊,0,0,,,
200,仁愛區,5低壓綜合需量非營業用,137,"3,768","384,411",,,
200,仁愛區,6低壓綜合非營業用電小計,**,"3,768","384,411",,,
200,仁愛區,7低壓綜合裝置營業用,＊,106,"6,346",,,
200,仁愛區,8低壓綜合需量營業用,324,"9,969","1,573,215",,,
200,仁愛區,9低壓綜合營業用電小計,**,"10,075","1,579,561",,,
200,仁愛區,10低壓綜合用電小計,**,"13,843","1,963,972",,,
200,仁愛區,11低壓裝置電力,60,533,"33,554",,,
200,仁愛區,12低壓需量電力,14,468,"123,825",,,
200,仁愛區,13低壓電力小計,**,"1,001","157,379",,,
200,仁愛區,14高壓電力,24,"7,431","1,513,388",,,
200,仁愛區,15特高壓電力,＊,0,0,,,
200,仁愛區,16高＆特高壓電力小計,**,"7,431","1,513,388",,,
200,仁愛區,17電力小計,**,"8,432","1,670,767",,,
200,仁愛區,18綜合＆電力小計,**,"22,275","3,634,739",,,
200,仁愛區,19電燈＆綜合＆電力小計,**,"27,898","11,542,161",,,
200,仁愛區,20臨時電燈,6,0,563,,,
200,仁愛區,21臨時電力,＊,0,0,,,
200,仁愛區,22臨時用電小計,**,0,563,,,
200,仁愛區,23總計（含臨時用電）,**,"27,898","11,542,724",,,
200,仁愛區,24表燈合計,**,"5,623","7,907,985",,,
200,仁愛區,25綜合＆電力合計,**,"22,275","3,634,739",,,
201,信義區,1表燈非營業用,"24,954",255,"13,239,706",,,
201,信義區,2表燈營業用,"1,149","1,728","1,890,686",,,
201,信義區,3表燈小計,**,"1,983","15,130,392",,,
201,信義區,4低壓綜合裝置非營業用,＊,0,0,,,
201,信義區,5低壓綜合需量非營業用,124,"4,751","579,274",,,
201,信義區,6低壓綜合非營業用電小計,**,"4,751","579,274",,,
201,信義區,7低壓綜合裝置營業用,＊,68,"13,600",,,
201,信義區,8低壓綜合需量營業用,47,"2,634","537,541",,,
201,信義區,9低壓綜合營業用電小計,**,"2,702","551,141",,,
201,信義區,10低壓綜合用電小計,**,"7,453","1,130,415",,,
201,信義區,11低壓裝置電力,＊,103,"48,579",,,
201,信義區,12低壓需量電力,22,930,"129,226",,,
201,信義區,13低壓電力小計,**,"1,033","177,805",,,
201,信義區,14高壓電力,33,"12,430","3,063,546",,,
201,信義區,15特高壓電力,＊,0,0,,,
201,信義區,16高＆特高壓電力小計,**,"12,430","3,063,546",,,
201,信義區,17電力小計,**,"13,463","3,241,351",,,
201,信義區,18綜合＆電力小計,**,"20,916","4,371,766",,,
201,信義區,19電燈＆綜合＆電力小計,**,"22,899","19,502,158",,,
201,信義區,20臨時電燈,10,0,"3,600",,,
201,信義區,21臨時電力,＊,356,"79,142",,,
201,信義區,22臨時用電小計,**,356,"82,742",,,
201,信義區,23總計（含臨時用電）,**,"22,899","19,584,900",,,
201,信義區,24表燈合計,**,"1,983","15,133,992",,,
201,信義區,25綜合＆電力合計,**,"20,916","4,450,908",,,
202,中正區,1表燈非營業用,"30,977",254,"14,863,332",,,
202,中正區,2表燈營業用,"2,082","3,048","3,127,329",,,
202,中正區,3表燈小計,**,"3,302","17,990,661",,,
202,中正區,4低壓綜合裝置非營業用,＊,43,"7,680",,,
202,中正區,5低壓綜合需量非營業用,207,"8,840","1,150,222",,,
202,中正區,6低壓綜合非營業用電小計,**,"8,883","1,157,902",,,
202,中正區,7低壓綜合裝置營業用,＊,0,0,,,
202,中正區,8低壓綜合需量營業用,122,"4,312","854,843",,,
202,中正區,9低壓綜合營業用電小計,**,"4,312","854,843",,,
202,中正區,10低壓綜合用電小計,**,"13,195","2,012,745",,,
202,中正區,11低壓裝置電力,40,436,"52,189",,,
202,中正區,12低壓需量電力,35,"1,358","332,727",,,
202,中正區,13低壓電力小計,**,"1,794","384,916",,,
202,中正區,14高壓電力,40,"21,864","5,543,536",,,
202,中正區,15特高壓電力,＊,"7,000","1,742,400",,,
202,中正區,16高＆特高壓電力小計,**,"28,864","7,285,936",,,
202,中正區,17電力小計,**,"30,658","7,670,852",,,
202,中正區,18綜合＆電力小計,**,"43,853","9,683,597",,,
202,中正區,19電燈＆綜合＆電力小計,**,"47,155","27,674,258",,,
202,中正區,20臨時電燈,10,0,"25,085",,,
202,中正區,21臨時電力,7,404,"43,560",,,
202,中正區,22臨時用電小計,**,404,"68,645",,,
202,中正區,23總計（含臨時用電）,**,"47,155","27,742,903",,,
202,中正區,24表燈合計,**,"3,302","18,015,746",,,
202,中正區,25綜合＆電力合計,**,"43,853","9,727,157",,,
203,中山區,1表燈非營業用,"21,852",68,"14,780",,,
203,中山區,2表燈營業用,"1,064","1,215","322,263",,,
203,中山區,3表燈小計,**,"1,283","337,043",,,
203,中山區,4低壓綜合裝置非營業用,＊,0,0,,,
203,中山區,5低壓綜合需量非營業用,70,"2,249","241,154",,,
203,中山區,6低壓綜合非營業用電小計,**,"2,249","241,154",,,
203,中山區,7低壓綜合裝置營業用,＊,0,0,,,
203,中山區,8低壓綜合需量營業用,40,"1,315","246,849",,,
203,中山區,9低壓綜合營業用電小計,**,"1,315","246,849",,,
203,中山區,10低壓綜合用電小計,**,"3,564","488,003",,,
203,中山區,11低壓裝置電力,17,226,"54,273",,,
203,中山區,12低壓需量電力,13,382,"80,540",,,
203,中山區,13低壓電力小計,**,608,"134,813",,,
203,中山區,14高壓電力,31,"16,348","3,008,420",,,
203,中山區,15特高壓電力,＊,0,0,,,
203,中山區,16高＆特高壓電力小計,**,"16,348","3,008,420",,,
203,中山區,17電力小計,**,"16,956","3,143,233",,,
203,中山區,18綜合＆電力小計,**,"20,520","3,631,236",,,
203,中山區,19電燈＆綜合＆電力小計,**,"21,803","3,968,279",,,
203,中山區,20臨時電燈,7,0,0,,,
203,中山區,21臨時電力,＊,136,"5,480",,,
203,中山區,22臨時用電小計,**,136,"5,480",,,
203,中山區,23總計（含臨時用電）,**,"21,803","3,973,759",,,
203,中山區,24表燈合計,**,"1,283","337,043",,,
203,中山區,25綜合＆電力合計,**,"20,520","3,636,716",,,
204,安樂區,1表燈非營業用,"38,009",131,"55,636",,,
204,安樂區,2表燈營業用,"1,344","2,581","738,093",,,
204,安樂區,3表燈小計,**,"2,712","793,729",,,
204,安樂區,4低壓綜合裝置非營業用,＊,0,0,,,
204,安樂區,5低壓綜合需量非營業用,233,"6,490","928,299",,,
204,安樂區,6低壓綜合非營業用電小計,**,"6,490","928,299",,,
204,安樂區,7低壓綜合裝置營業用,＊,0,0,,,
204,安樂區,8低壓綜合需量營業用,74,"3,444","967,650",,,
204,安樂區,9低壓綜合營業用電小計,**,"3,444","967,650",,,
204,安樂區,10低壓綜合用電小計,**,"9,934","1,895,949",,,
204,安樂區,11低壓裝置電力,8,60,"18,019",,,
204,安樂區,12低壓需量電力,57,"3,200","462,359",,,
204,安樂區,13低壓電力小計,**,"3,260","480,378",,,
204,安樂區,14高壓電力,52,"25,647","8,154,077",,,
204,安樂區,15特高壓電力,＊,0,0,,,
204,安樂區,16高＆特高壓電力小計,**,"25,647","8,154,077",,,
204,安樂區,17電力小計,**,"28,907","8,634,455",,,
204,安樂區,18綜合＆電力小計,**,"38,841","10,530,404",,,
204,安樂區,19電燈＆綜合＆電力小計,**,"41,553","11,324,133",,,
204,安樂區,20臨時電燈,15,0,0,,,
204,安樂區,21臨時電力,＊,394,"93,351",,,
204,安樂區,22臨時用電小計,**,394,"93,351",,,
204,安樂區,23總計（含臨時用電）,**,"41,553","11,417,484",,,
204,安樂區,24表燈合計,**,"2,712","793,729",,,
204,安樂區,25綜合＆電力合計,**,"38,841","10,623,755",,,
205,暖暖區,1表燈非營業用,"18,762",49,"5,076,075",,,
205,暖暖區,2表燈營業用,736,"1,282","862,612",,,
205,暖暖區,3表燈小計,**,"1,331","5,938,687",,,
205,暖暖區,4低壓綜合裝置非營業用,＊,0,0,,,
205,暖暖區,5低壓綜合需量非營業用,139,"3,557","531,962",,,
205,暖暖區,6低壓綜合非營業用電小計,**,"3,557","531,962",,,
205,暖暖區,7低壓綜合裝置營業用,＊,0,0,,,
205,暖暖區,8低壓綜合需量營業用,28,808,"245,848",,,
205,暖暖區,9低壓綜合營業用電小計,**,808,"245,848",,,
205,暖暖區,10低壓綜合用電小計,**,"4,365","777,810",,,
205,暖暖區,11低壓裝置電力,＊,54,"5,629",,,
205,暖暖區,12低壓需量電力,11,700,"170,995",,,
205,暖暖區,13低壓電力小計,**,754,"176,624",,,
