郵遞區號,行政區,用電種類,用戶數,契約容量,售電度數(當月),
108,萬華區,1表燈非營業用,"77,884","1,087","39,588,009",
108,萬華區,2表燈營業用,"9,196","16,839","14,282,901",
108,萬華區,3表燈小計,**,"17,926","53,870,910",
108,萬華區,4低壓綜合裝置非營業用,*,0,0,
108,萬華區,5低壓綜合需量非營業用,350,"11,901","2,182,684",
108,萬華區,6低壓綜合非營業用電小計,**,"11,901","2,182,684",
108,萬華區,7低壓綜合裝置營業用,35,"1,584","289,181",
108,萬華區,8低壓綜合需量營業用,708,"23,737","6,922,889",
108,萬華區,9低壓綜合營業用電小計,**,"25,321","7,212,070",
108,萬華區,10低壓綜合用電小計,**,"37,222","9,394,754",
108,萬華區,11低壓裝置電力,290,"3,065","446,875",
108,萬華區,12低壓需量電力,39,"1,308","242,667",
108,萬華區,13低壓電力小計,**,"4,373","689,542",
108,萬華區,14高壓電力,109,"46,734","14,886,222",
108,萬華區,15特高壓電力,*,0,0,
108,萬華區,16高＆特高壓電力小計,**,"46,734","14,886,222",
108,萬華區,17電力小計,**,"51,107","15,575,764",
108,萬華區,18綜合＆電力小計,**,"88,329","24,970,518",
108,萬華區,19電燈＆綜合＆電力小計,**,"106,255","78,841,428",
108,萬華區,20臨時電燈,13,0,"27,412",
108,萬華區,21臨時電力,15,993,"176,680",
108,萬華區,22臨時用電小計,**,993,"204,092",
108,萬華區,23總計（含臨時用電）,**,"106,255","79,045,520",
108,萬華區,24表燈合計,**,"17,926","53,898,322",
108,萬華區,25綜合＆電力合計,**,"88,329","25,147,198",
110,信義區,1表燈非營業用,"84,513",897,"33,890,990",
110,信義區,2表燈營業用,"10,291","14,816","14,917,830",
110,信義區,3表燈小計,**,"15,713","48,808,820",
110,信義區,4低壓綜合裝置非營業用,*,138,"4,080",
110,信義區,5低壓綜合需量非營業用,556,"25,372","5,796,014",
110,信義區,6低壓綜合非營業用電小計,**,"25,510","5,800,094",
110,信義區,7低壓綜合裝置營業用,*,28,"13,624",
110,信義區,8低壓綜合需量營業用,554,"24,309","7,020,901",
110,信義區,9低壓綜合營業用電小計,**,"24,337","7,034,525",
110,信義區,10低壓綜合用電小計,**,"49,847","12,834,619",
110,信義區,11低壓裝置電力,22,234,"45,371",
110,信義區,12低壓需量電力,6,705,"180,971",
110,信義區,13低壓電力小計,**,939,"226,342",
110,信義區,14高壓電力,142,"196,747","67,811,568",
110,信義區,15特高壓電力,*,"6,434","3,353,600",
110,信義區,16高＆特高壓電力小計,**,"203,181","71,165,168",
110,信義區,17電力小計,**,"204,120","71,391,510",
110,信義區,18綜合＆電力小計,**,"253,967","84,226,129",
110,信義區,19電燈＆綜合＆電力小計,**,"269,680","133,034,949",
110,信義區,20臨時電燈,9,0,"11,726",
110,信義區,21臨時電力,30,"3,686","901,670",
110,信義區,22臨時用電小計,**,"3,686","913,396",
110,信義區,23總計（含臨時用電）,**,"269,680","133,948,345",
110,信義區,24表燈合計,**,"15,713","48,820,546",
110,信義區,25綜合＆電力合計,**,"253,967","85,127,799",
111,士林區,1表燈非營業用,"107,434","2,050","59,831,908",
111,士林區,2表燈營業用,"9,763","19,868","15,723,765",
111,士林區,3表燈小計,**,"21,918","75,555,673",
111,士林區,4低壓綜合裝置非營業用,*,0,0,
111,士林區,5低壓綜合需量非營業用,652,"23,430","4,422,887",
111,士林區,6低壓綜合非營業用電小計,**,"23,430","4,422,887",
111,士林區,7低壓綜合裝置營業用,*,47,"8,863",
111,士林區,8低壓綜合需量營業用,807,"29,489","7,695,065",
111,士林區,9低壓綜合營業用電小計,**,"29,536","7,703,928",
111,士林區,10低壓綜合用電小計,**,"52,966","12,126,815",
111,士林區,11低壓裝置電力,110,"1,403","223,619",
111,士林區,12低壓需量電力,118,"6,071","1,081,551",
111,士林區,13低壓電力小計,**,"7,474","1,305,170",
111,士林區,14高壓電力,140,"97,718","30,144,401",
111,士林區,15特高壓電力,*,0,0,
111,士林區,16高＆特高壓電力小計,**,"97,718","30,144,401",
111,士林區,17電力小計,**,"105,192","31,449,571",
111,士林區,18綜合＆電力小計,**,"158,158","43,576,386",
111,士林區,19電燈＆綜合＆電力小計,**,"180,076","119,132,059",
111,士林區,20臨時電燈,56,0,"84,553",
111,士林區,21臨時電力,22,"1,538","186,779",
111,士林區,22臨時用電小計,**,"1,538","271,332",
111,士林區,23總計（含臨時用電）,**,"180,076","119,403,391",
111,士林區,24表燈合計,**,"21,918","75,640,226",
111,士林區,25綜合＆電力合計,**,"158,158","43,763,165",
112,北投區,1表燈非營業用,"94,341","1,067","71,951,873",
112,北投區,2表燈營業用,"5,908","10,124","18,036,719",
112,北投區,3表燈小計,**,"11,191","89,988,592",
112,北投區,4低壓綜合裝置非營業用,*,0,0,
112,北投區,5低壓綜合需量非營業用,644,"20,886","3,778,010",
112,北投區,6低壓綜合非營業用電小計,**,"20,886","3,778,010",
112,北投區,7低壓綜合裝置營業用,*,70,"7,980",
112,北投區,8低壓綜合需量營業用,429,"21,060","6,288,328",
112,北投區,9低壓綜合營業用電小計,**,"21,130","6,296,308",
112,北投區,10低壓綜合用電小計,**,"42,016","10,074,318",
112,北投區,11低壓裝置電力,62,750,"116,638",
112,北投區,12低壓需量電力,95,"5,368","900,669",
112,北投區,13低壓電力小計,**,"6,118","1,017,307",
112,北投區,14高壓電力,123,"102,871","37,502,450",
112,北投區,15特高壓電力,*,"9,536","5,850,727",
112,北投區,16高＆特高壓電力小計,**,"112,407","43,353,177",
112,北投區,17電力小計,**,"118,525","44,370,484",
112,北投區,18綜合＆電力小計,**,"160,541","54,444,802",
112,北投區,19電燈＆綜合＆電力小計,**,"171,732","144,433,394",
112,北投區,20臨時電燈,43,0,"29,236",
112,北投區,21臨時電力,37,"1,778","365,713",
112,北投區,22臨時用電小計,**,"1,778","394,949",
112,北投區,23總計（含臨時用電）,**,"171,732","144,828,343",
112,北投區,24表燈合計,**,"11,191","90,017,828",
112,北投區,25綜合＆電力合計,**,"160,541","54,810,515",
114,內湖區,1表燈非營業用,"103,842",697,"56,122,600",
114,內湖區,2表燈營業用,"13,230","22,134","16,343,719",
114,內湖區,3表燈小計,**,"22,831","72,466,319",
114,內湖區,4低壓綜合裝置非營業用,*,0,0,
114,內湖區,5低壓綜合需量非營業用,"1,158","49,743","10,451,066",
114,內湖區,6低壓綜合非營業用電小計,**,"49,743","10,451,066",
114,內湖區,7低壓綜合裝置營業用,*,0,0,
114,內湖區,8低壓綜合需量營業用,"1,801","111,601","30,657,524",
114,內湖區,9低壓綜合營業用電小計,**,"111,601","30,657,524",
114,內湖區,10低壓綜合用電小計,**,"161,344","41,108,590",
114,內湖區,11低壓裝置電力,21,175,"9,541",
114,內湖區,12低壓需量電力,353,"13,187","3,188,933",
114,內湖區,13低壓電力小計,**,"13,362","3,198,474",
114,內湖區,14高壓電力,163,"136,457","54,976,508",
114,內湖區,15特高壓電力,*,"10,900","5,301,600",
114,內湖區,16高＆特高壓電力小計,**,"147,357","60,278,108",
114,內湖區,17電力小計,**,"160,719","63,476,582",
114,內湖區,18綜合＆電力小計,**,"322,063","104,585,172",
114,內湖區,19電燈＆綜合＆電力小計,**,"344,894","177,051,491",
114,內湖區,20臨時電燈,24,0,"18,526",
114,內湖區,21臨時電力,45,"2,976","484,696",
114,內湖區,22臨時用電小計,**,"2,976","503,222",
114,內湖區,23總計（含臨時用電）,**,"344,894","177,554,713",
114,內湖區,24表燈合計,**,"22,831","72,484,845",
114,內湖區,25綜合＆電力合計,**,"322,063","105,069,868",
115,南港區,1表燈非營業用,"44,228",94,"12,627,174",
115,南港區,2表燈營業用,"4,353","6,746","4,409,461",
115,南港區,3表燈小計,**,"6,840","17,036,635",
115,南港區,4低壓綜合裝置非營業用,*,0,0,
115,南港區,5低壓綜合需量非營業用,364,"13,414","2,587,868",
115,南港區,6低壓綜合非營業用電小計,**,"13,414","2,587,868",
115,南港區,7低壓綜合裝置營業用,*,0,0,
115,南港區,8低壓綜合需量營業用,252,"13,185","3,569,025",
115,南港區,9低壓綜合營業用電小計,**,"13,185","3,569,025",
115,南港區,10低壓綜合用電小計,**,"26,599","6,156,893",
115,南港區,11低壓裝置電力,30,541,"63,742",
115,南港區,12低壓需量電力,147,"4,708","689,623",
115,南港區,13低壓電力小計,**,"5,249","753,365",
115,南港區,14高壓電力,88,"104,653","34,696,684",
115,南港區,15特高壓電力,*,"37,989","17,241,866",
115,南港區,16高＆特高壓電力小計,**,"142,642","51,938,550",
115,南港區,17電力小計,**,"147,891","52,691,915",
115,南港區,18綜合＆電力小計,**,"174,490","58,848,808",
115,南港區,19電燈＆綜合＆電力小計,**,"181,330","75,885,443",
115,南港區,20臨時電燈,6,0,"1,956",
115,南港區,21臨時電力,16,"1,774","448,080",
115,南港區,22臨時用電小計,**,"1,774","450,036",
115,南港區,23總計（含臨時用電）,**,"181,330","76,335,479",
115,南港區,24表燈合計,**,"6,840","17,038,591",
115,南港區,25綜合＆電力合計,**,"174,490","59,296,888",
116,文山區,1表燈非營業用,"101,005",434,"45,726,204",
116,文山區,2表燈營業用,"5,098","9,946","10,043,522",
116,文山區,3表燈小計,**,"10,380","55,769,726",
116,文山區,4低壓綜合裝置非營業用,*,0,0,
116,文山區,5低壓綜合需量非營業用,818,"25,847","4,385,247",
116,文山區,6低壓綜合非營業用電小計,**,"25,847","4,385,247",
116,文山區,7低壓綜合裝置營業用,*,74,"9,558",
116,文山區,8低壓綜合需量營業用,319,"11,003","3,424,765",
116,文山區,9低壓綜合營業用電小計,**,"11,077","3,434,323",
116,文山區,10低壓綜合用電小計,**,"36,924","7,819,570",
116,文山區,11低壓裝置電力,27,283,"91,095",
116,文山區,12低壓需量電力,27,"1,078","200,562",
116,文山區,13低壓電力小計,**,"1,361","291,657",
116,文山區,14高壓電力,99,"46,113","12,416,082",
116,文山區,15特高壓電力,*,"23,363","10,280,756",
116,文山區,16高＆特高壓電力小計,**,"69,476","22,696,838",
116,文山區,17電力小計,**,"70,837","22,988,495",
116,文山區,18綜合＆電力小計,**,"107,761","30,808,065",
116,文山區,19電燈＆綜合＆電力小計,**,"118,141","86,577,791",
116,文山區,20臨時電燈,15,0,"18,653",
116,文山區,21臨時電力,25,"1,753","301,880",
116,文山區,22臨時用電小計,**,"1,753","320,533",
116,文山區,23總計（含臨時用電）,**,"118,141","86,898,324",
116,文山區,24表燈合計,**,"10,380","55,788,379",
116,文山區,25綜合＆電力合計,**,"107,761","31,109,945",
200,仁愛區,1表燈非營業用,"22,699",444,"10,924,552",
200,仁愛區,2表燈營業用,"3,281","5,520","5,441,884",
200,仁愛區,3表燈小計,**,"5,964","16,366,436",
200,仁愛區,4低壓綜合裝置非營業用,*,0,0,
200,仁愛區,5低壓綜合需量非營業用,135,"3,688","527,643",
200,仁愛區,6低壓綜合非營業用電小計,**,"3,688","527,643",
200,仁愛區,7低壓綜合裝置營業用,*,106,"12,973",
200,仁愛區,8低壓綜合需量營業用,317,"9,602","2,898,277",
200,仁愛區,9低壓綜合營業用電小計,**,"9,708","2,911,250",
200,仁愛區,10低壓綜合用電小計,**,"13,396","3,438,893",
200,仁愛區,11低壓裝置電力,60,533,"97,120",
200,仁愛區,12低壓需量電力,14,455,"155,578",
200,仁愛區,13低壓電力小計,**,988,"252,698",
200,仁愛區,14高壓電力,25,"7,706","1,971,464",
200,仁愛區,15特高壓電力,*,0,0,
200,仁愛區,16高＆特高壓電力小計,**,"7,706","1,971,464",
200,仁愛區,17電力小計,**,"8,694","2,224,162",
200,仁愛區,18綜合＆電力小計,**,"22,090","5,663,055",
200,仁愛區,19電燈＆綜合＆電力小計,**,"28,054","22,029,491",
200,仁愛區,20臨時電燈,*,0,"1,029",
200,仁愛區,21臨時電力,*,0,0,
200,仁愛區,22臨時用電小計,**,0,"1,029",
200,仁愛區,23總計（含臨時用電）,**,"28,054","22,030,520",
200,仁愛區,24表燈合計,**,"5,964","16,367,465",
200,仁愛區,25綜合＆電力合計,**,"22,090","5,663,055",
201,信義區,1表燈非營業用,"25,005",244,"1,137,383",
201,信義區,2表燈營業用,"1,203","1,844","893,900",
201,信義區,3表燈小計,**,"2,088","2,031,283",
201,信義區,4低壓綜合裝置非營業用,*,0,0,
201,信義區,5低壓綜合需量非營業用,122,"4,483","849,968",
201,信義區,6低壓綜合非營業用電小計,**,"4,483","849,968",
201,信義區,7低壓綜合裝置營業用,*,68,"18,800",
201,信義區,8低壓綜合需量營業用,48,"2,989","803,435",
201,信義區,9低壓綜合營業用電小計,**,"3,057","822,235",
201,信義區,10低壓綜合用電小計,**,"7,540","1,672,203",
201,信義區,11低壓裝置電力,*,103,"46,728",
201,信義區,12低壓需量電力,22,921,"218,905",
201,信義區,13低壓電力小計,**,"1,024","265,633",
201,信義區,14高壓電力,32,"12,310","3,695,893",
201,信義區,15特高壓電力,*,0,0,
201,信義區,16高＆特高壓電力小計,**,"12,310","3,695,893",
201,信義區,17電力小計,**,"13,334","3,961,526",
201,信義區,18綜合＆電力小計,**,"20,874","5,633,729",
201,信義區,19電燈＆綜合＆電力小計,**,"22,962","7,665,012",
201,信義區,20臨時電燈,11,0,0,
201,信義區,21臨時電力,7,552,"201,560",
201,信義區,22臨時用電小計,**,552,"201,560",
201,信義區,23總計（含臨時用電）,**,"22,962","7,866,572",
201,信義區,24表燈合計,**,"2,088","2,031,283",
201,信義區,25綜合＆電力合計,**,"20,874","5,835,289",
202,中正區,1表燈非營業用,"31,159",254,"274,500",
202,中正區,2表燈營業用,"2,107","3,178","1,316,652",
202,中正區,3表燈小計,**,"3,432","1,591,152",
202,中正區,4低壓綜合裝置非營業用,*,43,"7,800",
202,中正區,5低壓綜合需量非營業用,208,"8,526","1,504,190",
202,中正區,6低壓綜合非營業用電小計,**,"8,569","1,511,990",
202,中正區,7低壓綜合裝置營業用,*,0,0,
202,中正區,8低壓綜合需量營業用,117,"3,869","1,091,037",
202,中正區,9低壓綜合營業用電小計,**,"3,869","1,091,037",
202,中正區,10低壓綜合用電小計,**,"12,438","2,603,027",
202,中正區,11低壓裝置電力,36,381,"45,647",
202,中正區,12低壓需量電力,38,"1,241","307,504",
202,中正區,13低壓電力小計,**,"1,622","353,151",
202,中正區,14高壓電力,40,"21,946","6,926,940",
202,中正區,15特高壓電力,*,"7,000","1,720,800",
202,中正區,16高＆特高壓電力小計,**,"28,946","8,647,740",
202,中正區,17電力小計,**,"30,568","9,000,891",
202,中正區,18綜合＆電力小計,**,"43,006","11,603,918",
202,中正區,19電燈＆綜合＆電力小計,**,"46,438","13,195,070",
202,中正區,20臨時電燈,6,0,0,
202,中正區,21臨時電力,8,548,"86,120",
202,中正區,22臨時用電小計,**,548,"86,120",
202,中正區,23總計（含臨時用電）,**,"46,438","13,281,190",
202,中正區,24表燈合計,**,"3,432","1,591,152",
202,中正區,25綜合＆電力合計,**,"43,006","11,690,038",
203,中山區,1表燈非營業用,"21,884",101,"17,478,307",
203,中山區,2表燈營業用,"1,077","1,282","2,438,619",
203,中山區,3表燈小計,**,"1,383","19,916,926",
203,中山區,4低壓綜合裝置非營業用,*,0,0,
203,中山區,5低壓綜合需量非營業用,71,"2,068","350,099",
203,中山區,6低壓綜合非營業用電小計,**,"2,068","350,099",
203,中山區,7低壓綜合裝置營業用,*,0,0,
203,中山區,8低壓綜合需量營業用,38,"1,272","437,803",
203,中山區,9低壓綜合營業用電小計,**,"1,272","437,803",
203,中山區,10低壓綜合用電小計,**,"3,340","787,902",
203,中山區,11低壓裝置電力,15,208,"62,487",
203,中山區,12低壓需量電力,14,403,"102,886",
203,中山區,13低壓電力小計,**,611,"165,373",
203,中山區,14高壓電力,30,"14,727","3,263,380",
203,中山區,15特高壓電力,*,0,0,
203,中山區,16高＆特高壓電力小計,**,"14,727","3,263,380",
203,中山區,17電力小計,**,"15,338","3,428,753",
203,中山區,18綜合＆電力小計,**,"18,678","4,216,655",
203,中山區,19電燈＆綜合＆電力小計,**,"20,061","24,133,581",
203,中山區,20臨時電燈,7,0,"20,171",
203,中山區,21臨時電力,*,55,"6,560",
203,中山區,22臨時用電小計,**,55,"26,731",
203,中山區,23總計（含臨時用電）,**,"20,061","24,160,312",
203,中山區,24表燈合計,**,"1,383","19,937,097",
203,中山區,25綜合＆電力合計,**,"18,678","4,223,215",
204,安樂區,1表燈非營業用,"40,169",206,"31,908,252",
204,安樂區,2表燈營業用,"1,363","2,717","3,748,545",
204,安樂區,3表燈小計,**,"2,923","35,656,797",
204,安樂區,4低壓綜合裝置非營業用,*,0,0,
204,安樂區,5低壓綜合需量非營業用,275,"8,337","1,228,464",
204,安樂區,6低壓綜合非營業用電小計,**,"8,337","1,228,464",
204,安樂區,7低壓綜合裝置營業用,*,0,0,
204,安樂區,8低壓綜合需量營業用,83,"4,008","1,275,009",
204,安樂區,9低壓綜合營業用電小計,**,"4,008","1,275,009",
204,安樂區,10低壓綜合用電小計,**,"12,345","2,503,473",
204,安樂區,11低壓裝置電力,8,60,"14,643",
204,安樂區,12低壓需量電力,57,"3,211","620,633",
204,安樂區,13低壓電力小計,**,"3,271","635,276",
204,安樂區,14高壓電力,52,"25,526","9,509,349",
204,安樂區,15特高壓電力,*,0,0,
204,安樂區,16高＆特高壓電力小計,**,"25,526","9,509,349",
204,安樂區,17電力小計,**,"28,797","10,144,625",
204,安樂區,18綜合＆電力小計,**,"41,142","12,648,098",
204,安樂區,19電燈＆綜合＆電力小計,**,"44,065","48,304,895",
204,安樂區,20臨時電燈,16,0,"20,851",
204,安樂區,21臨時電力,*,193,"14,990",
204,安樂區,22臨時用電小計,**,193,"35,841",
204,安樂區,23總計（含臨時用電）,**,"44,065","48,340,736",
204,安樂區,24表燈合計,**,"2,923","35,677,648",
204,安樂區,25綜合＆電力合計,**,"41,142","12,663,088",
205,暖暖區,1表燈非營業用,"18,819",78,"7,381,272",
205,暖暖區,2表燈營業用,741,"1,476","1,197,767",
205,暖暖區,3表燈小計,**,"1,554","8,579,039",
205,暖暖區,4低壓綜合裝置非營業用,*,0,0,
205,暖暖區,5低壓綜合需量非營業用,139,"3,400","540,610",
205,暖暖區,6低壓綜合非營業用電小計,**,"3,400","540,610",
205,暖暖區,7低壓綜合裝置營業用,*,0,0,
205,暖暖區,8低壓綜合需量營業用,28,858,"358,423",
205,暖暖區,9低壓綜合營業用電小計,**,858,"358,423",
205,暖暖區,10低壓綜合用電小計,**,"4,258","899,033",
205,暖暖區,11低壓裝置電力,*,54,"12,797",
205,暖暖區,12低壓需量電力,12,770,"233,724",
205,暖暖區,13低壓電力小計,**,824,"246,521",
205,暖暖區,14高壓電力,13,"3,770","1,122,000",
205,暖暖區,15特高壓電力,*,0,0,
205,暖暖區,16高＆特高壓電力小計,**,"3,770","1,122,000",
205,暖暖區,17電力小計,**,"4,594","1,368,521",
205,暖暖區,18綜合＆電力小計,**,"8,852","2,267,554",
205,暖暖區,19電燈＆綜合＆電力小計,**,"10,406","10,846,593",
205,暖暖區,20臨時電燈,7,0,"1,010",
205,暖暖區,21臨時電力,*,55,"7,320",
205,暖暖區,22臨時用電小計,**,55,"8,330",
205,暖暖區,23總計（含臨時用電）,**,"10,406","10,854,923",
205,暖暖區,24表燈合計,**,"1,554","8,580,049",
205,暖暖區,25綜合＆電力合計,**,"8,852","2,274,874",
206,七堵區,1表燈非營業用,"25,413",145,"11,824,109",
206,七堵區,2表燈營業用,"1,771","2,280","3,343,861",
206,七堵區,3表燈小計,**,"2,425","15,167,970",
206,七堵區,4低壓綜合裝置非營業用,*,0,0,
206,七堵區,5低壓綜合需量非營業用,138,"5,019","939,322",
206,七堵區,6低壓綜合非營業用電小計,**,"5,019","939,322",
206,七堵區,7低壓綜合裝置營業用,*,0,0,
206,七堵區,8低壓綜合需量營業用,61,"2,683","797,432",
206,七堵區,9低壓綜合營業用電小計,**,"2,683","797,432",
206,七堵區,10低壓綜合用電小計,**,"7,702","1,736,754",
206,七堵區,11低壓裝置電力,6,46,"7,757",
206,七堵區,12低壓需量電力,75,"5,876","1,400,515",
206,七堵區,13低壓電力小計,**,"5,922","1,408,272",
206,七堵區,14高壓電力,54,"27,560","9,427,564",
206,七堵區,15特高壓電力,*,"1,130","318,000",
206,七堵區,16高＆特高壓電力小計,**,"28,690","9,745,564",
206,七堵區,17電力小計,**,"34,612","11,153,836",
206,七堵區,18綜合＆電力小計,**,"42,314","12,890,590",
