郵遞區號,行政區,用電種類,用戶數,契約容量,售電度數(當月),
106,大安區,7低壓綜合裝置營業用,11,398,"81,760",
106,大安區,8低壓綜合需量營業用,"1,456","62,627","11,009,515",
106,大安區,9低壓綜合營業用電小計,**,"63,025","11,091,275",
106,大安區,10低壓綜合用電小計,**,"104,622","16,990,665",
106,大安區,11低壓裝置電力,125,"1,462","96,352",
106,大安區,12低壓需量電力,*,308,"49,831",
106,大安區,13低壓電力小計,**,"1,770","146,183",
106,大安區,14高壓電力,277,"207,838","58,275,624",
106,大安區,15特高壓電力,*,"20,146","8,618,710",
106,大安區,16高＆特高壓電力小計,**,"227,984","66,894,334",
106,大安區,17電力小計,**,"229,754","67,040,517",
106,大安區,18綜合＆電力小計,**,"334,376","84,031,182",
106,大安區,19電燈＆綜合＆電力小計,**,"380,594","159,385,489",
106,大安區,20臨時電燈,23,0,"189,786",
106,大安區,21臨時電力,31,"2,358","398,890",
106,大安區,22臨時用電小計,**,"2,358","588,676",
106,大安區,23總計（含臨時用電）,**,"380,594","159,974,165",
106,大安區,24表燈合計,**,"46,218","75,544,093",
106,大安區,25綜合＆電力合計,**,"334,376","84,430,072",
108,萬華區,1表燈非營業用,"77,965","1,111","21,292,819",
108,萬華區,2表燈營業用,"9,165","16,978","9,906,710",
108,萬華區,3表燈小計,**,"18,089","31,199,529",
108,萬華區,4低壓綜合裝置非營業用,*,0,0,
108,萬華區,5低壓綜合需量非營業用,355,"12,126","1,693,681",
108,萬華區,6低壓綜合非營業用電小計,**,"12,126","1,693,681",
108,萬華區,7低壓綜合裝置營業用,35,"1,584","161,773",
108,萬華區,8低壓綜合需量營業用,704,"23,877","4,729,741",
108,萬華區,9低壓綜合營業用電小計,**,"25,461","4,891,514",
108,萬華區,10低壓綜合用電小計,**,"37,587","6,585,195",
108,萬華區,11低壓裝置電力,287,"3,041","183,847",
108,萬華區,12低壓需量電力,39,"1,277","176,935",
108,萬華區,13低壓電力小計,**,"4,318","360,782",
108,萬華區,14高壓電力,110,"46,984","13,102,344",
108,萬華區,15特高壓電力,*,0,0,
108,萬華區,16高＆特高壓電力小計,**,"46,984","13,102,344",
108,萬華區,17電力小計,**,"51,302","13,463,126",
108,萬華區,18綜合＆電力小計,**,"88,889","20,048,321",
108,萬華區,19電燈＆綜合＆電力小計,**,"106,978","51,247,850",
108,萬華區,20臨時電燈,14,0,"16,078",
108,萬華區,21臨時電力,19,"1,414","174,803",
108,萬華區,22臨時用電小計,**,"1,414","190,881",
108,萬華區,23總計（含臨時用電）,**,"106,978","51,438,731",
108,萬華區,24表燈合計,**,"18,089","31,215,607",
108,萬華區,25綜合＆電力合計,**,"88,889","20,223,124",
110,信義區,1表燈非營業用,"84,654",900,"37,038,002",
110,信義區,2表燈營業用,"10,326","15,125","14,364,917",
110,信義區,3表燈小計,**,"16,025","51,402,919",
110,信義區,4低壓綜合裝置非營業用,*,0,0,
110,信義區,5低壓綜合需量非營業用,566,"25,579","3,891,701",
110,信義區,6低壓綜合非營業用電小計,**,"25,579","3,891,701",
110,信義區,7低壓綜合裝置營業用,*,28,"6,364",
110,信義區,8低壓綜合需量營業用,550,"24,161","4,683,966",
110,信義區,9低壓綜合營業用電小計,**,"24,189","4,690,330",
110,信義區,10低壓綜合用電小計,**,"49,768","8,582,031",
110,信義區,11低壓裝置電力,22,234,"24,229",
110,信義區,12低壓需量電力,6,705,"115,933",
110,信義區,13低壓電力小計,**,939,"140,162",
110,信義區,14高壓電力,142,"195,042","58,451,276",
110,信義區,15特高壓電力,*,"6,434","3,155,200",
110,信義區,16高＆特高壓電力小計,**,"201,476","61,606,476",
110,信義區,17電力小計,**,"202,415","61,746,638",
110,信義區,18綜合＆電力小計,**,"252,183","70,328,669",
110,信義區,19電燈＆綜合＆電力小計,**,"268,208","121,731,588",
110,信義區,20臨時電燈,6,0,"3,534",
110,信義區,21臨時電力,25,"3,247","583,103",
110,信義區,22臨時用電小計,**,"3,247","586,637",
110,信義區,23總計（含臨時用電）,**,"268,208","122,318,225",
110,信義區,24表燈合計,**,"16,025","51,406,453",
110,信義區,25綜合＆電力合計,**,"252,183","70,911,772",
111,士林區,1表燈非營業用,"107,552","2,158","39,347,285",
111,士林區,2表燈營業用,"9,734","20,201","14,662,574",
111,士林區,3表燈小計,**,"22,359","54,009,859",
111,士林區,4低壓綜合裝置非營業用,*,0,0,
111,士林區,5低壓綜合需量非營業用,653,"22,858","3,386,841",
111,士林區,6低壓綜合非營業用電小計,**,"22,858","3,386,841",
111,士林區,7低壓綜合裝置營業用,*,47,"5,990",
111,士林區,8低壓綜合需量營業用,800,"28,959","5,021,993",
111,士林區,9低壓綜合營業用電小計,**,"29,006","5,027,983",
111,士林區,10低壓綜合用電小計,**,"51,864","8,414,824",
111,士林區,11低壓裝置電力,106,"1,358","112,952",
111,士林區,12低壓需量電力,119,"6,211","754,146",
111,士林區,13低壓電力小計,**,"7,569","867,098",
111,士林區,14高壓電力,137,"96,688","24,957,717",
111,士林區,15特高壓電力,*,0,0,
111,士林區,16高＆特高壓電力小計,**,"96,688","24,957,717",
111,士林區,17電力小計,**,"104,257","25,824,815",
111,士林區,18綜合＆電力小計,**,"156,121","34,239,639",
111,士林區,19電燈＆綜合＆電力小計,**,"178,480","88,249,498",
111,士林區,20臨時電燈,54,0,"46,245",
111,士林區,21臨時電力,21,"1,368","165,245",
111,士林區,22臨時用電小計,**,"1,368","211,490",
111,士林區,23總計（含臨時用電）,**,"178,480","88,460,988",
111,士林區,24表燈合計,**,"22,359","54,056,104",
111,士林區,25綜合＆電力合計,**,"156,121","34,404,884",
112,北投區,1表燈非營業用,"94,825","1,098","15,358,657",
112,北投區,2表燈營業用,"5,923","10,333","4,561,034",
112,北投區,3表燈小計,**,"11,431","19,919,691",
112,北投區,4低壓綜合裝置非營業用,*,0,0,
112,北投區,5低壓綜合需量非營業用,658,"21,449","2,970,089",
112,北投區,6低壓綜合非營業用電小計,**,"21,449","2,970,089",
112,北投區,7低壓綜合裝置營業用,*,70,"6,900",
112,北投區,8低壓綜合需量營業用,423,"19,951","4,056,382",
112,北投區,9低壓綜合營業用電小計,**,"20,021","4,063,282",
112,北投區,10低壓綜合用電小計,**,"41,470","7,033,371",
112,北投區,11低壓裝置電力,62,750,"88,768",
112,北投區,12低壓需量電力,95,"5,285","584,267",
112,北投區,13低壓電力小計,**,"6,035","673,035",
112,北投區,14高壓電力,126,"104,164","31,709,271",
112,北投區,15特高壓電力,*,"9,536","4,302,858",
112,北投區,16高＆特高壓電力小計,**,"113,700","36,012,129",
112,北投區,17電力小計,**,"119,735","36,685,164",
112,北投區,18綜合＆電力小計,**,"161,205","43,718,535",
112,北投區,19電燈＆綜合＆電力小計,**,"172,636","63,638,226",
112,北投區,20臨時電燈,40,0,"31,269",
112,北投區,21臨時電力,30,"1,556","233,880",
112,北投區,22臨時用電小計,**,"1,556","265,149",
112,北投區,23總計（含臨時用電）,**,"172,636","63,903,375",
112,北投區,24表燈合計,**,"11,431","19,950,960",
112,北投區,25綜合＆電力合計,**,"161,205","43,952,415",
114,內湖區,1表燈非營業用,"104,103",776,"34,482,016",
114,內湖區,2表燈營業用,"13,093","22,515","34,242,404",
114,內湖區,3表燈小計,**,"23,291","68,724,420",
114,內湖區,4低壓綜合裝置非營業用,*,0,0,
114,內湖區,5低壓綜合需量非營業用,"1,160","48,839","7,452,935",
114,內湖區,6低壓綜合非營業用電小計,**,"48,839","7,452,935",
114,內湖區,7低壓綜合裝置營業用,*,0,0,
114,內湖區,8低壓綜合需量營業用,"1,814","111,713","21,063,984",
114,內湖區,9低壓綜合營業用電小計,**,"111,713","21,063,984",
114,內湖區,10低壓綜合用電小計,**,"160,552","28,516,919",
114,內湖區,11低壓裝置電力,21,175,"5,934",
114,內湖區,12低壓需量電力,348,"13,323","2,003,055",
114,內湖區,13低壓電力小計,**,"13,498","2,008,989",
114,內湖區,14高壓電力,164,"137,423","50,115,671",
114,內湖區,15特高壓電力,*,"10,900","4,452,800",
114,內湖區,16高＆特高壓電力小計,**,"148,323","54,568,471",
114,內湖區,17電力小計,**,"161,821","56,577,460",
114,內湖區,18綜合＆電力小計,**,"322,373","85,094,379",
114,內湖區,19電燈＆綜合＆電力小計,**,"345,664","153,818,799",
114,內湖區,20臨時電燈,24,0,"11,988",
114,內湖區,21臨時電力,48,"3,320","341,819",
114,內湖區,22臨時用電小計,**,"3,320","353,807",
114,內湖區,23總計（含臨時用電）,**,"345,664","154,172,606",
114,內湖區,24表燈合計,**,"23,291","68,736,408",
114,內湖區,25綜合＆電力合計,**,"322,373","85,436,198",
115,南港區,1表燈非營業用,"44,278",94,"19,984,852",
115,南港區,2表燈營業用,"4,338","7,006","7,906,115",
115,南港區,3表燈小計,**,"7,100","27,890,967",
115,南港區,4低壓綜合裝置非營業用,*,0,0,
115,南港區,5低壓綜合需量非營業用,366,"13,371","2,014,775",
115,南港區,6低壓綜合非營業用電小計,**,"13,371","2,014,775",
115,南港區,7低壓綜合裝置營業用,*,0,0,
115,南港區,8低壓綜合需量營業用,256,"13,046","2,297,091",
115,南港區,9低壓綜合營業用電小計,**,"13,046","2,297,091",
115,南港區,10低壓綜合用電小計,**,"26,417","4,311,866",
115,南港區,11低壓裝置電力,30,541,"29,117",
115,南港區,12低壓需量電力,147,"4,749","421,008",
115,南港區,13低壓電力小計,**,"5,290","450,125",
115,南港區,14高壓電力,91,"111,437","30,340,048",
115,南港區,15特高壓電力,*,"37,989","15,682,708",
115,南港區,16高＆特高壓電力小計,**,"149,426","46,022,756",
115,南港區,17電力小計,**,"154,716","46,472,881",
115,南港區,18綜合＆電力小計,**,"181,133","50,784,747",
115,南港區,19電燈＆綜合＆電力小計,**,"188,233","78,675,714",
115,南港區,20臨時電燈,9,0,"18,556",
115,南港區,21臨時電力,19,"3,726","578,320",
115,南港區,22臨時用電小計,**,"3,726","596,876",
115,南港區,23總計（含臨時用電）,**,"188,233","79,272,590",
115,南港區,24表燈合計,**,"7,100","27,909,523",
115,南港區,25綜合＆電力合計,**,"181,133","51,363,067",
116,文山區,1表燈非營業用,"101,148",451,"35,049,733",
116,文山區,2表燈營業用,"5,076","10,088","5,986,124",
116,文山區,3表燈小計,**,"10,539","41,035,857",
116,文山區,4低壓綜合裝置非營業用,*,0,0,
116,文山區,5低壓綜合需量非營業用,828,"25,821","3,383,438",
116,文山區,6低壓綜合非營業用電小計,**,"25,821","3,383,438",
116,文山區,7低壓綜合裝置營業用,*,74,"5,818",
116,文山區,8低壓綜合需量營業用,315,"10,675","2,349,971",
116,文山區,9低壓綜合營業用電小計,**,"10,749","2,355,789",
116,文山區,10低壓綜合用電小計,**,"36,570","5,739,227",
116,文山區,11低壓裝置電力,26,281,"46,821",
116,文山區,12低壓需量電力,27,"1,063","147,012",
116,文山區,13低壓電力小計,**,"1,344","193,833",
116,文山區,14高壓電力,99,"45,786","10,124,738",
116,文山區,15特高壓電力,*,"23,363","8,925,078",
116,文山區,16高＆特高壓電力小計,**,"69,149","19,049,816",
116,文山區,17電力小計,**,"70,493","19,243,649",
116,文山區,18綜合＆電力小計,**,"107,063","24,982,876",
116,文山區,19電燈＆綜合＆電力小計,**,"117,602","66,018,733",
116,文山區,20臨時電燈,14,0,"13,910",
116,文山區,21臨時電力,24,"2,040","194,800",
116,文山區,22臨時用電小計,**,"2,040","208,710",
116,文山區,23總計（含臨時用電）,**,"117,602","66,227,443",
116,文山區,24表燈合計,**,"10,539","41,049,767",
116,文山區,25綜合＆電力合計,**,"107,063","25,177,676",
200,仁愛區,1表燈非營業用,"22,689",442,"4,962,426",
200,仁愛區,2表燈營業用,"3,276","5,451","3,118,871",
200,仁愛區,3表燈小計,**,"5,893","8,081,297",
200,仁愛區,4低壓綜合裝置非營業用,*,0,0,
200,仁愛區,5低壓綜合需量非營業用,133,"3,638","383,807",
200,仁愛區,6低壓綜合非營業用電小計,**,"3,638","383,807",
200,仁愛區,7低壓綜合裝置營業用,*,106,"6,685",
200,仁愛區,8低壓綜合需量營業用,316,"9,431","1,675,904",
200,仁愛區,9低壓綜合營業用電小計,**,"9,537","1,682,589",
200,仁愛區,10低壓綜合用電小計,**,"13,175","2,066,396",
200,仁愛區,11低壓裝置電力,60,533,"37,977",
200,仁愛區,12低壓需量電力,13,416,"124,633",
200,仁愛區,13低壓電力小計,**,949,"162,610",
200,仁愛區,14高壓電力,25,"8,406","1,817,457",
200,仁愛區,15特高壓電力,*,0,0,
200,仁愛區,16高＆特高壓電力小計,**,"8,406","1,817,457",
200,仁愛區,17電力小計,**,"9,355","1,980,067",
200,仁愛區,18綜合＆電力小計,**,"22,530","4,046,463",
200,仁愛區,19電燈＆綜合＆電力小計,**,"28,423","12,127,760",
200,仁愛區,20臨時電燈,*,0,1209,
200,仁愛區,21臨時電力,*,0,0,
200,仁愛區,22臨時用電小計,**,0,1209,
200,仁愛區,23總計（含臨時用電）,**,"28,423","12,128,969",
200,仁愛區,24表燈合計,**,"5,893","8,082,506",
200,仁愛區,25綜合＆電力合計,**,"22,530","4,046,463",
201,信義區,1表燈非營業用,"26,714",235,"14,111,043",
201,信義區,2表燈營業用,"1,206","1,907","2,111,259",
201,信義區,3表燈小計,**,"2,142","16,222,302",
201,信義區,4低壓綜合裝置非營業用,*,0,0,
201,信義區,5低壓綜合需量非營業用,133,"5,234","729,276",
201,信義區,6低壓綜合非營業用電小計,**,"5,234","729,276",
201,信義區,7低壓綜合裝置營業用,*,68,"14,040",
201,信義區,8低壓綜合需量營業用,47,"2,963","536,523",
201,信義區,9低壓綜合營業用電小計,**,"3,031","550,563",
201,信義區,10低壓綜合用電小計,**,"8,265","1,279,839",
201,信義區,11低壓裝置電力,*,103,"47,350",
201,信義區,12低壓需量電力,22,921,"152,531",
201,信義區,13低壓電力小計,**,"1,024","199,881",
201,信義區,14高壓電力,33,"12,611","2,982,351",
201,信義區,15特高壓電力,*,0,0,
201,信義區,16高＆特高壓電力小計,**,"12,611","2,982,351",
201,信義區,17電力小計,**,"13,635","3,182,232",
201,信義區,18綜合＆電力小計,**,"21,900","4,462,071",
201,信義區,19電燈＆綜合＆電力小計,**,"24,042","20,684,373",
201,信義區,20臨時電燈,9,0,"12,813",
201,信義區,21臨時電力,*,208,"8,920",
201,信義區,22臨時用電小計,**,208,"21,733",
201,信義區,23總計（含臨時用電）,**,"24,042","20,706,106",
201,信義區,24表燈合計,**,"2,142","16,235,115",
201,信義區,25綜合＆電力合計,**,"21,900","4,470,991",
202,中正區,1表燈非營業用,"31,125",244,"15,807,572",
202,中正區,2表燈營業用,"2,123","3,108","3,285,082",
202,中正區,3表燈小計,**,"3,352","19,092,654",
202,中正區,4低壓綜合裝置非營業用,*,43,"7,560",
202,中正區,5低壓綜合需量非營業用,214,"8,903","1,077,633",
202,中正區,6低壓綜合非營業用電小計,**,"8,946","1,085,193",
202,中正區,7低壓綜合裝置營業用,*,0,0,
202,中正區,8低壓綜合需量營業用,115,"3,784","782,489",
202,中正區,9低壓綜合營業用電小計,**,"3,784","782,489",
202,中正區,10低壓綜合用電小計,**,"12,730","1,867,682",
202,中正區,11低壓裝置電力,35,377,"37,795",
202,中正區,12低壓需量電力,36,"1,191","305,852",
202,中正區,13低壓電力小計,**,"1,568","343,647",
202,中正區,14高壓電力,40,"21,746","5,697,942",
202,中正區,15特高壓電力,*,"7,000","754,196",
202,中正區,16高＆特高壓電力小計,**,"28,746","6,452,138",
202,中正區,17電力小計,**,"30,314","6,795,785",
202,中正區,18綜合＆電力小計,**,"43,044","8,663,467",
202,中正區,19電燈＆綜合＆電力小計,**,"46,396","27,756,121",
202,中正區,20臨時電燈,8,0,"7,253",
202,中正區,21臨時電力,6,438,"34,920",
202,中正區,22臨時用電小計,**,438,"42,173",
202,中正區,23總計（含臨時用電）,**,"46,396","27,798,294",
202,中正區,24表燈合計,**,"3,352","19,099,907",
202,中正區,25綜合＆電力合計,**,"43,044","8,698,387",
203,中山區,1表燈非營業用,"21,881",106,"123,443",
203,中山區,2表燈營業用,"1,168","1,279","453,359",
203,中山區,3表燈小計,**,"1,385","576,802",
203,中山區,4低壓綜合裝置非營業用,*,0,0,
203,中山區,5低壓綜合需量非營業用,75,"2,263","274,810",
203,中山區,6低壓綜合非營業用電小計,**,"2,263","274,810",
203,中山區,7低壓綜合裝置營業用,*,0,0,
203,中山區,8低壓綜合需量營業用,40,"1,392","268,819",
203,中山區,9低壓綜合營業用電小計,**,"1,392","268,819",
203,中山區,10低壓綜合用電小計,**,"3,655","543,629",
203,中山區,11低壓裝置電力,15,208,"51,119",
203,中山區,12低壓需量電力,14,403,"86,218",
203,中山區,13低壓電力小計,**,611,"137,337",
203,中山區,14高壓電力,30,"14,727","2,784,840",
203,中山區,15特高壓電力,*,0,0,
203,中山區,16高＆特高壓電力小計,**,"14,727","2,784,840",
203,中山區,17電力小計,**,"15,338","2,922,177",
203,中山區,18綜合＆電力小計,**,"18,993","3,465,806",
203,中山區,19電燈＆綜合＆電力小計,**,"20,378","4,042,608",
203,中山區,20臨時電燈,7,0,0,
203,中山區,21臨時電力,*,55,"2,960",
203,中山區,22臨時用電小計,**,55,"2,960",
203,中山區,23總計（含臨時用電）,**,"20,378","4,045,568",
203,中山區,24表燈合計,**,"1,385","576,802",
203,中山區,25綜合＆電力合計,**,"18,993","3,468,766",
204,安樂區,1表燈非營業用,"40,206",206,"285,661",
204,安樂區,2表燈營業用,"1,383","2,720","782,230",
204,安樂區,3表燈小計,**,"2,926","1,067,891",
204,安樂區,4低壓綜合裝置非營業用,*,0,0,
204,安樂區,5低壓綜合需量非營業用,275,"8,228","1,043,127",
204,安樂區,6低壓綜合非營業用電小計,**,"8,228","1,043,127",
204,安樂區,7低壓綜合裝置營業用,*,0,0,
204,安樂區,8低壓綜合需量營業用,82,"3,970","897,593",
204,安樂區,9低壓綜合營業用電小計,**,"3,970","897,593",
204,安樂區,10低壓綜合用電小計,**,"12,198","1,940,720",
204,安樂區,11低壓裝置電力,8,60,"15,244",
204,安樂區,12低壓需量電力,56,"3,087","402,269",
204,安樂區,13低壓電力小計,**,"3,147","417,513",
204,安樂區,14高壓電力,52,"25,526","8,644,220",
204,安樂區,15特高壓電力,*,0,0,
204,安樂區,16高＆特高壓電力小計,**,"25,526","8,644,220",
204,安樂區,17電力小計,**,"28,673","9,061,733",
204,安樂區,18綜合＆電力小計,**,"40,871","11,002,453",
204,安樂區,19電燈＆綜合＆電力小計,**,"43,797","12,070,344",
204,安樂區,20臨時電燈,16,0,0,
204,安樂區,21臨時電力,*,184,"17,188",
204,安樂區,22臨時用電小計,**,184,"17,188",
204,安樂區,23總計（含臨時用電）,**,"43,797","12,087,532",
204,安樂區,24表燈合計,**,"2,926","1,067,891",
204,安樂區,25綜合＆電力合計,**,"40,871","11,019,641",
205,暖暖區,1表燈非營業用,"18,891",79,"5,387,207",
205,暖暖區,2表燈營業用,751,"1,569","930,519",
205,暖暖區,3表燈小計,**,"1,648","6,317,726",
205,暖暖區,4低壓綜合裝置非營業用,*,0,0,
205,暖暖區,5低壓綜合需量非營業用,141,"3,395","507,016",
205,暖暖區,6低壓綜合非營業用電小計,**,"3,395","507,016",
205,暖暖區,7低壓綜合裝置營業用,*,0,0,
205,暖暖區,8低壓綜合需量營業用,28,858,"252,399",
205,暖暖區,9低壓綜合營業用電小計,**,858,"252,399",
205,暖暖區,10低壓綜合用電小計,**,"4,253","759,415",
205,暖暖區,11低壓裝置電力,*,54,"7,412",
205,暖暖區,12低壓需量電力,12,770,"170,373",
205,暖暖區,13低壓電力小計,**,824,"177,785",
205,暖暖區,14高壓電力,14,"3,983","1,020,920",
205,暖暖區,15特高壓電力,*,0,0,
205,暖暖區,16高＆特高壓電力小計,**,"3,983","1,020,920",
205,暖暖區,17電力小計,**,"4,807","1,198,705",
205,暖暖區,18綜合＆電力小計,**,"9,060","1,958,120",
205,暖暖區,19電燈＆綜合＆電力小計,**,"10,708","8,275,846",
205,暖暖區,20臨時電燈,6,0,"4,125",
205,暖暖區,21臨時電力,*,131,"14,589",
205,暖暖區,22臨時用電小計,**,131,"18,714",
205,暖暖區,23總計（含臨時用電）,**,"10,708","8,294,560",
205,暖暖區,24表燈合計,**,"1,648","6,321,851",
205,暖暖區,25綜合＆電力合計,**,"9,060","1,972,709",
206,七堵區,1表燈非營業用,"25,410",155,"6,677,422",
206,七堵區,2表燈營業用,"1,764","2,240","1,780,033",
206,七堵區,3表燈小計,**,"2,395","8,457,455",
206,七堵區,4低壓綜合裝置非營業用,*,0,0,
206,七堵區,5低壓綜合需量非營業用,138,"4,994","735,877",
206,七堵區,6低壓綜合非營業用電小計,**,"4,994","735,877",
206,七堵區,7低壓綜合裝置營業用,*,0,0,
206,七堵區,8低壓綜合需量營業用,61,"2,642","554,527",
206,七堵區,9低壓綜合營業用電小計,**,"2,642","554,527",
206,七堵區,10低壓綜合用電小計,**,"7,636","1,290,404",
206,七堵區,11低壓裝置電力,6,46,"4,735",
206,七堵區,12低壓需量電力,76,"5,990","1,312,326",
206,七堵區,13低壓電力小計,**,"6,036","1,317,061",
206,七堵區,14高壓電力,54,"27,445","8,692,560",
206,七堵區,15特高壓電力,*,"1,130","195,000",
206,七堵區,16高＆特高壓電力小計,**,"28,575","8,887,560",
206,七堵區,17電力小計,**,"34,611","10,204,621",
206,七堵區,18綜合＆電力小計,**,"42,247","11,495,025",
