郵遞區號,行政區,用電種類,用戶數,契約容量,售電度數(當月)
506,福興,19電燈＆綜合＆電力小計　,**,"86,497 ","32,534,378 "
506,福興,20臨時電燈　　　　　　　,25 ,0 ,"1,582 "
506,福興,21臨時電力　　　　　　　,*,50 ,"22,760 "
506,福興,22臨時用電小計　　　　　,**,50 ,"24,342 "
506,福興,23總計（含臨時用電）　　,**,"86,497 ","32,558,720 "
506,福興,24表燈合計　　　　　　　,**,"1,880 ","10,337,591 "
506,福興,25綜合＆電力合計　　　　,**,"84,617 ","22,221,129 "
507,線西,1表燈非營業用　　　　,"9,243 ",0 ,"50,053 "
507,線西,2表燈營業用　　　　　　,794 ,470 ,"265,353 "
507,線西,3表燈小計　　　　　　　,**,470 ,"315,406 "
507,線西,4低壓綜合裝置非營業用　,*,0 ,0
507,線西,5低壓綜合需量非營業用　,*,215 ,"10,080 "
507,線西,6低壓綜合非營業用電小計,**,215 ,"10,080 "
507,線西,7低壓綜合裝置營業用　　,*,0 ,0
507,線西,8低壓綜合需量營業用　　,75 ,"2,476 ","490,318 "
507,線西,9低壓綜合營業用電小計　,**,"2,476 ","490,318 "
507,線西,10低壓綜合用電小計　　　,**,"2,691 ","500,398 "
507,線西,11低壓裝置電力　　　　　,490 ,"4,123 ","1,086,486 "
507,線西,12低壓需量電力　　　　　,236 ,"13,094 ","2,346,860 "
507,線西,13低壓電力小計　　　　　,**,"17,217 ","3,433,346 "
507,線西,14高壓電力　　　　　　　,95 ,"51,789 ","17,791,207 "
507,線西,15特高壓電力　　　　　　,*,"27,400 ","11,709,600 "
507,線西,16高＆特高壓電力小計　　,**,"79,189 ","29,500,807 "
507,線西,17電力小計　　　　　　　,**,"96,406 ","32,934,153 "
507,線西,18綜合＆電力小計　　　　,**,"99,097 ","33,434,551 "
507,線西,19電燈＆綜合＆電力小計　,**,"99,567 ","33,749,957 "
507,線西,20臨時電燈　　　　　　　,*,0 ,0
507,線西,21臨時電力　　　　　　　,*,"1,100 ","144,000 "
507,線西,22臨時用電小計　　　　　,**,"1,100 ","144,000 "
507,線西,23總計（含臨時用電）　　,**,"99,567 ","33,893,957 "
507,線西,24表燈合計　　　　　　　,**,470 ,"315,406 "
507,線西,25綜合＆電力合計　　　　,**,"99,097 ","33,578,551 "
508,和美,1表燈非營業用　　　　,"48,675 ",260 ,"13,314,835 "
508,和美,2表燈營業用　　　　　　,"5,167 ","3,281 ","5,756,401 "
508,和美,3表燈小計　　　　　　　,**,"3,541 ","19,071,236 "
508,和美,4低壓綜合裝置非營業用　,*,0 ,0
508,和美,5低壓綜合需量非營業用　,29 ,"1,329 ","218,162 "
508,和美,6低壓綜合非營業用電小計,**,"1,329 ","218,162 "
508,和美,7低壓綜合裝置營業用　　,*,0 ,0
508,和美,8低壓綜合需量營業用　　,352 ,"14,441 ","2,871,955 "
508,和美,9低壓綜合營業用電小計　,**,"14,441 ","2,871,955 "
508,和美,10低壓綜合用電小計　　　,**,"15,770 ","3,090,117 "
508,和美,11低壓裝置電力　　　　　,"2,234 ","17,057 ","4,839,689 "
508,和美,12低壓需量電力　　　　　,850 ,"29,967 ","6,290,865 "
508,和美,13低壓電力小計　　　　　,**,"47,024 ","11,130,554 "
508,和美,14高壓電力　　　　　　　,138 ,"80,283 ","32,994,967 "
508,和美,15特高壓電力　　　　　　,*,"28,400 ","18,574,800 "
508,和美,16高＆特高壓電力小計　　,**,"108,683 ","51,569,767 "
508,和美,17電力小計　　　　　　　,**,"155,707 ","62,700,321 "
508,和美,18綜合＆電力小計　　　　,**,"171,477 ","65,790,438 "
508,和美,19電燈＆綜合＆電力小計　,**,"175,018 ","84,861,674 "
508,和美,20臨時電燈　　　　　　　,64 ,0 ,"23,863 "
508,和美,21臨時電力　　　　　　　,*,0 ,0
508,和美,22臨時用電小計　　　　　,**,0 ,"23,863 "
508,和美,23總計（含臨時用電）　　,**,"175,018 ","84,885,537 "
508,和美,24表燈合計　　　　　　　,**,"3,541 ","19,095,099 "
508,和美,25綜合＆電力合計　　　　,**,"171,477 ","65,790,438 "
509,伸港,1表燈非營業用　　　　,"18,679 ",44 ,"11,613 "
509,伸港,2表燈營業用　　　　　　,"1,546 ",747 ,"183,703 "
509,伸港,3表燈小計　　　　　　　,**,791 ,"195,316 "
509,伸港,4低壓綜合裝置非營業用　,*,0 ,0
509,伸港,5低壓綜合需量非營業用　,13 ,713 ,"130,964 "
509,伸港,6低壓綜合非營業用電小計,**,713 ,"130,964 "
509,伸港,7低壓綜合裝置營業用　　,*,0 ,0
509,伸港,8低壓綜合需量營業用　　,132 ,"5,133 ","1,110,999 "
509,伸港,9低壓綜合營業用電小計　,**,"5,133 ","1,110,999 "
509,伸港,10低壓綜合用電小計　　　,**,"5,846 ","1,241,963 "
509,伸港,11低壓裝置電力　　　　　,605 ,"4,496 ","1,332,981 "
509,伸港,12低壓需量電力　　　　　,328 ,"13,593 ","2,967,609 "
509,伸港,13低壓電力小計　　　　　,**,"18,089 ","4,300,590 "
509,伸港,14高壓電力　　　　　　　,128 ,"77,971 ","25,451,860 "
509,伸港,15特高壓電力　　　　　　,*,"93,000 ","29,388,800 "
509,伸港,16高＆特高壓電力小計　　,**,"170,971 ","54,840,660 "
509,伸港,17電力小計　　　　　　　,**,"189,060 ","59,141,250 "
509,伸港,18綜合＆電力小計　　　　,**,"194,906 ","60,383,213 "
509,伸港,19電燈＆綜合＆電力小計　,**,"195,697 ","60,578,529 "
509,伸港,20臨時電燈　　　　　　　,15 ,0 ,0
509,伸港,21臨時電力　　　　　　　,*,100 ,"11,400 "
509,伸港,22臨時用電小計　　　　　,**,100 ,"11,400 "
509,伸港,23總計（含臨時用電）　　,**,"195,697 ","60,589,929 "
509,伸港,24表燈合計　　　　　　　,**,791 ,"195,316 "
509,伸港,25綜合＆電力合計　　　　,**,"194,906 ","60,394,613 "
510,員林,1表燈非營業用　　　　,"68,073 ",314 ,"13,868,466 "
510,員林,2表燈營業用　　　　　　,"5,992 ","5,000 ","5,299,934 "
510,員林,3表燈小計　　　　　　　,**,"5,314 ","19,168,400 "
510,員林,4低壓綜合裝置非營業用　,*,0 ,0
510,員林,5低壓綜合需量非營業用　,87 ,"2,851 ","349,654 "
510,員林,6低壓綜合非營業用電小計,**,"2,851 ","349,654 "
510,員林,7低壓綜合裝置營業用　　,*,0 ,0
510,員林,8低壓綜合需量營業用　　,432 ,"16,136 ","2,953,143 "
510,員林,9低壓綜合營業用電小計　,**,"16,136 ","2,953,143 "
510,員林,10低壓綜合用電小計　　　,**,"18,987 ","3,302,797 "
510,員林,11低壓裝置電力　　　　　,890 ,"6,379 ","1,617,190 "
510,員林,12低壓需量電力　　　　　,284 ,"8,761 ","1,674,975 "
510,員林,13低壓電力小計　　　　　,**,"15,140 ","3,292,165 "
510,員林,14高壓電力　　　　　　　,93 ,"44,893 ","12,093,441 "
510,員林,15特高壓電力　　　　　　,*,"4,000 ","496,200 "
510,員林,16高＆特高壓電力小計　　,**,"48,893 ","12,589,641 "
510,員林,17電力小計　　　　　　　,**,"64,033 ","15,881,806 "
510,員林,18綜合＆電力小計　　　　,**,"83,020 ","19,184,603 "
510,員林,19電燈＆綜合＆電力小計　,**,"88,334 ","38,353,003 "
510,員林,20臨時電燈　　　　　　　,87 ,0 ,"16,102 "
510,員林,21臨時電力　　　　　　　,*,720 ,"94,720 "
510,員林,22臨時用電小計　　　　　,**,720 ,"110,822 "
510,員林,23總計（含臨時用電）　　,**,"88,334 ","38,463,825 "
510,員林,24表燈合計　　　　　　　,**,"5,314 ","19,184,502 "
510,員林,25綜合＆電力合計　　　　,**,"83,020 ","19,279,323 "
511,社頭,1表燈非營業用　　　　,"23,018 ",8 ,"4,240,056 "
511,社頭,2表燈營業用　　　　　　,"1,629 ","1,195 ","1,214,977 "
511,社頭,3表燈小計　　　　　　　,**,"1,203 ","5,455,033 "
511,社頭,4低壓綜合裝置非營業用　,*,0 ,0
511,社頭,5低壓綜合需量非營業用　,6 ,361 ,"31,309 "
511,社頭,6低壓綜合非營業用電小計,**,361 ,"31,309 "
511,社頭,7低壓綜合裝置營業用　　,*,0 ,0
511,社頭,8低壓綜合需量營業用　　,157 ,"4,271 ","1,046,360 "
511,社頭,9低壓綜合營業用電小計　,**,"4,271 ","1,046,360 "
511,社頭,10低壓綜合用電小計　　　,**,"4,632 ","1,077,669 "
511,社頭,11低壓裝置電力　　　　　,551 ,"3,759 ","942,275 "
511,社頭,12低壓需量電力　　　　　,510 ,"14,486 ","3,586,303 "
511,社頭,13低壓電力小計　　　　　,**,"18,245 ","4,528,578 "
511,社頭,14高壓電力　　　　　　　,25 ,"10,607 ","3,667,727 "
511,社頭,15特高壓電力　　　　　　,*,0 ,0
511,社頭,16高＆特高壓電力小計　　,**,"10,607 ","3,667,727 "
511,社頭,17電力小計　　　　　　　,**,"28,852 ","8,196,305 "
511,社頭,18綜合＆電力小計　　　　,**,"33,484 ","9,273,974 "
511,社頭,19電燈＆綜合＆電力小計　,**,"34,687 ","14,729,007 "
511,社頭,20臨時電燈　　　　　　　,25 ,0 ,"1,357 "
511,社頭,21臨時電力　　　　　　　,*,0 ,0
511,社頭,22臨時用電小計　　　　　,**,0 ,"1,357 "
511,社頭,23總計（含臨時用電）　　,**,"34,687 ","14,730,364 "
511,社頭,24表燈合計　　　　　　　,**,"1,203 ","5,456,390 "
511,社頭,25綜合＆電力合計　　　　,**,"33,484 ","9,273,974 "
512,永靖,1表燈非營業用　　　　,"23,931 ",13 ,"5,414,632 "
512,永靖,2表燈營業用　　　　　　,"1,257 ",555 ,"1,307,352 "
512,永靖,3表燈小計　　　　　　　,**,568 ,"6,721,984 "
512,永靖,4低壓綜合裝置非營業用　,*,0 ,0
512,永靖,5低壓綜合需量非營業用　,6 ,259 ,"61,786 "
512,永靖,6低壓綜合非營業用電小計,**,259 ,"61,786 "
512,永靖,7低壓綜合裝置營業用　　,*,0 ,0
512,永靖,8低壓綜合需量營業用　　,63 ,"2,392 ","545,924 "
512,永靖,9低壓綜合營業用電小計　,**,"2,392 ","545,924 "
512,永靖,10低壓綜合用電小計　　　,**,"2,651 ","607,710 "
512,永靖,11低壓裝置電力　　　　　,253 ,"1,974 ","525,019 "
512,永靖,12低壓需量電力　　　　　,175 ,"4,711 ","978,052 "
512,永靖,13低壓電力小計　　　　　,**,"6,685 ","1,503,071 "
512,永靖,14高壓電力　　　　　　　,14 ,"6,651 ","2,345,269 "
512,永靖,15特高壓電力　　　　　　,*,0 ,0
512,永靖,16高＆特高壓電力小計　　,**,"6,651 ","2,345,269 "
512,永靖,17電力小計　　　　　　　,**,"13,336 ","3,848,340 "
512,永靖,18綜合＆電力小計　　　　,**,"15,987 ","4,456,050 "
512,永靖,19電燈＆綜合＆電力小計　,**,"16,555 ","11,178,034 "
512,永靖,20臨時電燈　　　　　　　,10 ,0 ,705
512,永靖,21臨時電力　　　　　　　,*,0 ,0
512,永靖,22臨時用電小計　　　　　,**,0 ,705
512,永靖,23總計（含臨時用電）　　,**,"16,555 ","11,178,739 "
512,永靖,24表燈合計　　　　　　　,**,568 ,"6,722,689 "
512,永靖,25綜合＆電力合計　　　　,**,"15,987 ","4,456,050 "
513,埔心,1表燈非營業用　　　　,"21,415 ",27 ,"7,888,916 "
513,埔心,2表燈營業用　　　　　　,"1,621 ",830 ,"2,455,319 "
513,埔心,3表燈小計　　　　　　　,**,857 ,"10,344,235 "
513,埔心,4低壓綜合裝置非營業用　,*,0 ,0
513,埔心,5低壓綜合需量非營業用　,8 ,288 ,"46,664 "
513,埔心,6低壓綜合非營業用電小計,**,288 ,"46,664 "
513,埔心,7低壓綜合裝置營業用　　,*,0 ,0
513,埔心,8低壓綜合需量營業用　　,78 ,"3,688 ","643,785 "
513,埔心,9低壓綜合營業用電小計　,**,"3,688 ","643,785 "
513,埔心,10低壓綜合用電小計　　　,**,"3,976 ","690,449 "
513,埔心,11低壓裝置電力　　　　　,569 ,"3,071 ","785,932 "
513,埔心,12低壓需量電力　　　　　,206 ,"9,297 ","1,730,822 "
513,埔心,13低壓電力小計　　　　　,**,"12,368 ","2,516,754 "
513,埔心,14高壓電力　　　　　　　,42 ,"25,527 ","8,848,177 "
513,埔心,15特高壓電力　　　　　　,*,0 ,0
513,埔心,16高＆特高壓電力小計　　,**,"25,527 ","8,848,177 "
513,埔心,17電力小計　　　　　　　,**,"37,895 ","11,364,931 "
513,埔心,18綜合＆電力小計　　　　,**,"41,871 ","12,055,380 "
513,埔心,19電燈＆綜合＆電力小計　,**,"42,728 ","22,399,615 "
513,埔心,20臨時電燈　　　　　　　,17 ,0 ,"2,765 "
513,埔心,21臨時電力　　　　　　　,*,0 ,0
513,埔心,22臨時用電小計　　　　　,**,0 ,"2,765 "
513,埔心,23總計（含臨時用電）　　,**,"42,728 ","22,402,380 "
513,埔心,24表燈合計　　　　　　　,**,857 ,"10,347,000 "
513,埔心,25綜合＆電力合計　　　　,**,"41,871 ","12,055,380 "
514,溪湖,1表燈非營業用　　　　,"35,267 ",130 ,"10,866,986 "
514,溪湖,2表燈營業用　　　　　　,"2,444 ","1,412 ","2,728,943 "
514,溪湖,3表燈小計　　　　　　　,**,"1,542 ","13,595,929 "
514,溪湖,4低壓綜合裝置非營業用　,*,0 ,0
514,溪湖,5低壓綜合需量非營業用　,18 ,883 ,"149,523 "
514,溪湖,6低壓綜合非營業用電小計,**,883 ,"149,523 "
514,溪湖,7低壓綜合裝置營業用　　,*,0 ,0
514,溪湖,8低壓綜合需量營業用　　,126 ,"5,122 ","1,091,350 "
514,溪湖,9低壓綜合營業用電小計　,**,"5,122 ","1,091,350 "
514,溪湖,10低壓綜合用電小計　　　,**,"6,005 ","1,240,873 "
514,溪湖,11低壓裝置電力　　　　　,793 ,"4,115 ","1,208,354 "
514,溪湖,12低壓需量電力　　　　　,178 ,"7,977 ","1,563,637 "
514,溪湖,13低壓電力小計　　　　　,**,"12,092 ","2,771,991 "
514,溪湖,14高壓電力　　　　　　　,36 ,"11,616 ","2,993,584 "
514,溪湖,15特高壓電力　　　　　　,*,0 ,0
514,溪湖,16高＆特高壓電力小計　　,**,"11,616 ","2,993,584 "
514,溪湖,17電力小計　　　　　　　,**,"23,708 ","5,765,575 "
514,溪湖,18綜合＆電力小計　　　　,**,"29,713 ","7,006,448 "
514,溪湖,19電燈＆綜合＆電力小計　,**,"31,255 ","20,602,377 "
514,溪湖,20臨時電燈　　　　　　　,36 ,0 ,"2,786 "
514,溪湖,21臨時電力　　　　　　　,*,0 ,0
514,溪湖,22臨時用電小計　　　　　,**,0 ,"2,786 "
514,溪湖,23總計（含臨時用電）　　,**,"31,255 ","20,605,163 "
514,溪湖,24表燈合計　　　　　　　,**,"1,542 ","13,598,715 "
514,溪湖,25綜合＆電力合計　　　　,**,"29,713 ","7,006,448 "
515,大村,1表燈非營業用　　　　,"22,643 ",103 ,"10,081,435 "
515,大村,2表燈營業用　　　　　　,"1,351 ",522 ,"2,298,109 "
515,大村,3表燈小計　　　　　　　,**,625 ,"12,379,544 "
515,大村,4低壓綜合裝置非營業用　,*,0 ,0
515,大村,5低壓綜合需量非營業用　,8 ,285 ,"34,755 "
515,大村,6低壓綜合非營業用電小計,**,285 ,"34,755 "
515,大村,7低壓綜合裝置營業用　　,*,0 ,0
515,大村,8低壓綜合需量營業用　　,67 ,"3,296 ","588,434 "
515,大村,9低壓綜合營業用電小計　,**,"3,296 ","588,434 "
515,大村,10低壓綜合用電小計　　　,**,"3,581 ","623,189 "
515,大村,11低壓裝置電力　　　　　,538 ,"3,004 ","945,917 "
515,大村,12低壓需量電力　　　　　,185 ,"8,328 ","1,416,492 "
515,大村,13低壓電力小計　　　　　,**,"11,332 ","2,362,409 "
515,大村,14高壓電力　　　　　　　,51 ,"43,444 ","13,654,332 "
515,大村,15特高壓電力　　　　　　,*,"16,500 ","7,622,400 "
515,大村,16高＆特高壓電力小計　　,**,"59,944 ","21,276,732 "
515,大村,17電力小計　　　　　　　,**,"71,276 ","23,639,141 "
515,大村,18綜合＆電力小計　　　　,**,"74,857 ","24,262,330 "
515,大村,19電燈＆綜合＆電力小計　,**,"75,482 ","36,641,874 "
515,大村,20臨時電燈　　　　　　　,23 ,0 ,"8,950 "
515,大村,21臨時電力　　　　　　　,*,120 ,"24,160 "
515,大村,22臨時用電小計　　　　　,**,120 ,"33,110 "
515,大村,23總計（含臨時用電）　　,**,"75,482 ","36,674,984 "
515,大村,24表燈合計　　　　　　　,**,625 ,"12,388,494 "
515,大村,25綜合＆電力合計　　　　,**,"74,857 ","24,286,490 "
516,埔鹽,1表燈非營業用　　　　,"22,406 ",30 ,"609,421 "
516,埔鹽,2表燈營業用　　　　　　,"1,277 ",683 ,"335,449 "
516,埔鹽,3表燈小計　　　　　　　,**,713 ,"944,870 "
516,埔鹽,4低壓綜合裝置非營業用　,*,0 ,0
516,埔鹽,5低壓綜合需量非營業用　,*,35 ,"3,018 "
516,埔鹽,6低壓綜合非營業用電小計,**,35 ,"3,018 "
516,埔鹽,7低壓綜合裝置營業用　　,*,0 ,0
516,埔鹽,8低壓綜合需量營業用　　,77 ,"4,838 ","733,375 "
516,埔鹽,9低壓綜合營業用電小計　,**,"4,838 ","733,375 "
516,埔鹽,10低壓綜合用電小計　　　,**,"4,873 ","736,393 "
516,埔鹽,11低壓裝置電力　　　　　,"1,362 ","6,989 ","2,565,086 "
516,埔鹽,12低壓需量電力　　　　　,191 ,"9,933 ","1,566,466 "
516,埔鹽,13低壓電力小計　　　　　,**,"16,922 ","4,131,552 "
516,埔鹽,14高壓電力　　　　　　　,30 ,"15,939 ","6,405,249 "
516,埔鹽,15特高壓電力　　　　　　,*,0 ,0
516,埔鹽,16高＆特高壓電力小計　　,**,"15,939 ","6,405,249 "
516,埔鹽,17電力小計　　　　　　　,**,"32,861 ","10,536,801 "
516,埔鹽,18綜合＆電力小計　　　　,**,"37,734 ","11,273,194 "
516,埔鹽,19電燈＆綜合＆電力小計　,**,"38,447 ","12,218,064 "
516,埔鹽,20臨時電燈　　　　　　　,7 ,0 ,0
516,埔鹽,21臨時電力　　　　　　　,*,0 ,0
516,埔鹽,22臨時用電小計　　　　　,**,0 ,0
516,埔鹽,23總計（含臨時用電）　　,**,"38,447 ","12,218,064 "
516,埔鹽,24表燈合計　　　　　　　,**,713 ,"944,870 "
516,埔鹽,25綜合＆電力合計　　　　,**,"37,734 ","11,273,194 "
520,田中,1表燈非營業用　　　　,"23,072 ",60 ,"4,408,702 "
520,田中,2表燈營業用　　　　　　,"1,403 ",771 ,"1,202,316 "
520,田中,3表燈小計　　　　　　　,**,831 ,"5,611,018 "
520,田中,4低壓綜合裝置非營業用　,*,0 ,0
520,田中,5低壓綜合需量非營業用　,18 ,762 ,"111,358 "
520,田中,6低壓綜合非營業用電小計,**,762 ,"111,358 "
520,田中,7低壓綜合裝置營業用　　,*,0 ,0
520,田中,8低壓綜合需量營業用　　,99 ,"3,495 ","649,677 "
520,田中,9低壓綜合營業用電小計　,**,"3,495 ","649,677 "
520,田中,10低壓綜合用電小計　　　,**,"4,257 ","761,035 "
520,田中,11低壓裝置電力　　　　　,321 ,"2,801 ","525,160 "
520,田中,12低壓需量電力　　　　　,154 ,"5,389 ","957,450 "
520,田中,13低壓電力小計　　　　　,**,"8,190 ","1,482,610 "
520,田中,14高壓電力　　　　　　　,61 ,"25,000 ","7,173,776 "
520,田中,15特高壓電力　　　　　　,*,0 ,0
520,田中,16高＆特高壓電力小計　　,**,"25,000 ","7,173,776 "
520,田中,17電力小計　　　　　　　,**,"33,190 ","8,656,386 "
520,田中,18綜合＆電力小計　　　　,**,"37,447 ","9,417,421 "
520,田中,19電燈＆綜合＆電力小計　,**,"38,278 ","15,028,439 "
520,田中,20臨時電燈　　　　　　　,30 ,0 ,257
520,田中,21臨時電力　　　　　　　,*,461 ,"40,760 "
520,田中,22臨時用電小計　　　　　,**,461 ,"41,017 "
520,田中,23總計（含臨時用電）　　,**,"38,278 ","15,069,456 "
520,田中,24表燈合計　　　　　　　,**,831 ,"5,611,275 "
520,田中,25綜合＆電力合計　　　　,**,"37,447 ","9,458,181 "
521,北斗,1表燈非營業用　　　　,"21,639 ",124 ,"8,250,445 "
521,北斗,2表燈營業用　　　　　　,"1,505 ","1,170 ","2,049,052 "
521,北斗,3表燈小計　　　　　　　,**,"1,294 ","10,299,497 "
521,北斗,4低壓綜合裝置非營業用　,*,0 ,0
521,北斗,5低壓綜合需量非營業用　,9 ,343 ,"45,536 "
521,北斗,6低壓綜合非營業用電小計,**,343 ,"45,536 "
521,北斗,7低壓綜合裝置營業用　　,*,0 ,0
521,北斗,8低壓綜合需量營業用　　,89 ,"4,722 ","906,125 "
521,北斗,9低壓綜合營業用電小計　,**,"4,722 ","906,125 "
521,北斗,10低壓綜合用電小計　　　,**,"5,065 ","951,661 "
521,北斗,11低壓裝置電力　　　　　,266 ,"2,192 ","379,582 "
521,北斗,12低壓需量電力　　　　　,167 ,"7,477 ","1,103,426 "
521,北斗,13低壓電力小計　　　　　,**,"9,669 ","1,483,008 "
521,北斗,14高壓電力　　　　　　　,63 ,"29,447 ","10,137,332 "
521,北斗,15特高壓電力　　　　　　,*,0 ,0
521,北斗,16高＆特高壓電力小計　　,**,"29,447 ","10,137,332 "
521,北斗,17電力小計　　　　　　　,**,"39,116 ","11,620,340 "
521,北斗,18綜合＆電力小計　　　　,**,"44,181 ","12,572,001 "
521,北斗,19電燈＆綜合＆電力小計　,**,"45,475 ","22,871,498 "
521,北斗,20臨時電燈　　　　　　　,30 ,0 ,"2,876 "
521,北斗,21臨時電力　　　　　　　,*,0 ,0
521,北斗,22臨時用電小計　　　　　,**,0 ,"2,876 "
521,北斗,23總計（含臨時用電）　　,**,"45,475 ","22,874,374 "
521,北斗,24表燈合計　　　　　　　,**,"1,294 ","10,302,373 "
521,北斗,25綜合＆電力合計　　　　,**,"44,181 ","12,572,001 "
522,田尾,1表燈非營業用　　　　,"19,444 ",10 ,"1,242,793 "
522,田尾,2表燈營業用　　　　　　,641 ,384 ,"320,343 "
522,田尾,3表燈小計　　　　　　　,**,394 ,"1,563,136 "
522,田尾,4低壓綜合裝置非營業用　,*,0 ,0
522,田尾,5低壓綜合需量非營業用　,*,406 ,"40,319 "
522,田尾,6低壓綜合非營業用電小計,**,406 ,"40,319 "
522,田尾,7低壓綜合裝置營業用　　,*,0 ,0
522,田尾,8低壓綜合需量營業用　　,40 ,"1,689 ","299,274 "
522,田尾,9低壓綜合營業用電小計　,**,"1,689 ","299,274 "
522,田尾,10低壓綜合用電小計　　　,**,"2,095 ","339,593 "
522,田尾,11低壓裝置電力　　　　　,157 ,"1,584 ","346,897 "
522,田尾,12低壓需量電力　　　　　,170 ,"3,256 ","447,708 "
522,田尾,13低壓電力小計　　　　　,**,"4,840 ","794,605 "
522,田尾,14高壓電力　　　　　　　,14 ,"3,985 ","938,460 "
522,田尾,15特高壓電力　　　　　　,*,0 ,0
522,田尾,16高＆特高壓電力小計　　,**,"3,985 ","938,460 "
522,田尾,17電力小計　　　　　　　,**,"8,825 ","1,733,065 "
522,田尾,18綜合＆電力小計　　　　,**,"10,920 ","2,072,658 "
522,田尾,19電燈＆綜合＆電力小計　,**,"11,314 ","3,635,794 "
522,田尾,20臨時電燈　　　　　　　,7 ,0 ,14
522,田尾,21臨時電力　　　　　　　,*,0 ,0
522,田尾,22臨時用電小計　　　　　,**,0 ,14
522,田尾,23總計（含臨時用電）　　,**,"11,314 ","3,635,808 "
522,田尾,24表燈合計　　　　　　　,**,394 ,"1,563,150 "
522,田尾,25綜合＆電力合計　　　　,**,"10,920 ","2,072,658 "
523,埤頭,1表燈非營業用　　　　,"24,049 ",0 ,"5,592,805 "
523,埤頭,2表燈營業用　　　　　　,957 ,321 ,"813,885 "
523,埤頭,3表燈小計　　　　　　　,**,321 ,"6,406,690 "
523,埤頭,4低壓綜合裝置非營業用　,*,0 ,0
523,埤頭,5低壓綜合需量非營業用　,*,152 ,"19,240 "
523,埤頭,6低壓綜合非營業用電小計,**,152 ,"19,240 "
523,埤頭,7低壓綜合裝置營業用　　,*,0 ,0
523,埤頭,8低壓綜合需量營業用　　,55 ,"2,751 ","544,898 "
523,埤頭,9低壓綜合營業用電小計　,**,"2,751 ","544,898 "
523,埤頭,10低壓綜合用電小計　　　,**,"2,903 ","564,138 "
523,埤頭,11低壓裝置電力　　　　　,392 ,"2,584 ","712,973 "
523,埤頭,12低壓需量電力　　　　　,130 ,"5,563 ","1,112,296 "
523,埤頭,13低壓電力小計　　　　　,**,"8,147 ","1,825,269 "
523,埤頭,14高壓電力　　　　　　　,64 ,"32,667 ","9,457,655 "
523,埤頭,15特高壓電力　　　　　　,*,0 ,0
523,埤頭,16高＆特高壓電力小計　　,**,"32,667 ","9,457,655 "
523,埤頭,17電力小計　　　　　　　,**,"40,814 ","11,282,924 "
523,埤頭,18綜合＆電力小計　　　　,**,"43,717 ","11,847,062 "
523,埤頭,19電燈＆綜合＆電力小計　,**,"44,038 ","18,253,752 "
523,埤頭,20臨時電燈　　　　　　　,16 ,0 ,"2,205 "
523,埤頭,21臨時電力　　　　　　　,*,49 ,"8,160 "
523,埤頭,22臨時用電小計　　　　　,**,49 ,"10,365 "
523,埤頭,23總計（含臨時用電）　　,**,"44,038 ","18,264,117 "
523,埤頭,24表燈合計　　　　　　　,**,321 ,"6,408,895 "
523,埤頭,25綜合＆電力合計　　　　,**,"43,717 ","11,855,222 "
524,溪州,1表燈非營業用　　　　,"21,786 ",9 ,"2,918,566 "
524,溪州,2表燈營業用　　　　　　,703 ,325 ,"367,527 "
524,溪州,3表燈小計　　　　　　　,**,334 ,"3,286,093 "
524,溪州,4低壓綜合裝置非營業用　,*,0 ,0
524,溪州,5低壓綜合需量非營業用　,*,536 ,"144,443 "
524,溪州,6低壓綜合非營業用電小計,**,536 ,"144,443 "
524,溪州,7低壓綜合裝置營業用　　,*,0 ,0
524,溪州,8低壓綜合需量營業用　　,27 ,802 ,"232,606 "
524,溪州,9低壓綜合營業用電小計　,**,802 ,"232,606 "
524,溪州,10低壓綜合用電小計　　　,**,"1,338 ","377,049 "
524,溪州,11低壓裝置電力　　　　　,307 ,"2,124 ","375,065 "
524,溪州,12低壓需量電力　　　　　,94 ,"5,086 ","746,329 "
524,溪州,13低壓電力小計　　　　　,**,"7,210 ","1,121,394 "
524,溪州,14高壓電力　　　　　　　,25 ,"14,394 ","3,075,120 "
524,溪州,15特高壓電力　　　　　　,*,"14,400 ","7,300,800 "
524,溪州,16高＆特高壓電力小計　　,**,"28,794 ","10,375,920 "
524,溪州,17電力小計　　　　　　　,**,"36,004 ","11,497,314 "
524,溪州,18綜合＆電力小計　　　　,**,"37,342 ","11,874,363 "
524,溪州,19電燈＆綜合＆電力小計　,**,"37,676 ","15,160,456 "
524,溪州,20臨時電燈　　　　　　　,*,0 ,0
524,溪州,21臨時電力　　　　　　　,*,0 ,0
524,溪州,22臨時用電小計　　　　　,**,0 ,0
524,溪州,23總計（含臨時用電）　　,**,"37,676 ","15,160,456 "
524,溪州,24表燈合計　　　　　　　,**,334 ,"3,286,093 "
524,溪州,25綜合＆電力合計　　　　,**,"37,342 ","11,874,363 "
525,竹塘,1表燈非營業用　　　　,"12,305 ",4 ,"3,791,450 "
525,竹塘,2表燈營業用　　　　　　,327 ,77 ,"404,856 "
525,竹塘,3表燈小計　　　　　　　,**,81 ,"4,196,306 "
525,竹塘,4低壓綜合裝置非營業用　,*,0 ,0
525,竹塘,5低壓綜合需量非營業用　,*,59 ,"4,385 "
525,竹塘,6低壓綜合非營業用電小計,**,59 ,"4,385 "
525,竹塘,7低壓綜合裝置營業用　　,*,0 ,0
525,竹塘,8低壓綜合需量營業用　　,18 ,748 ,"265,629 "
