郵遞區號,行政區,用電種類,用戶數,契約容量,售電度數(當月),售電度數(當年累計),,當月：104年12月，當年累計：104年1~12月
530,二水,25綜合＆電力合計　　　　,**,"10,412","4,068,142","46,434,618",,
540,南投,1表燈非營業用　　　　,"54,333",199,"15,778,061","162,119,173",,
540,南投,2表燈營業用　　　　　　,"3,413","3,756","3,985,316","42,881,454",,
540,南投,3表燈小計　　　　　　　,**,"3,955","19,763,377","205,000,627",,
540,南投,4低壓綜合裝置非營業用　,＊,0,0,0,,
540,南投,5低壓綜合需量非營業用　,76,"4,891","651,449","8,585,005",,
540,南投,6低壓綜合非營業用電小計,**,"4,891","651,449","8,585,005",,
540,南投,7低壓綜合裝置營業用　　,＊,0,0,0,,
540,南投,8低壓綜合需量營業用　　,137,"4,980","1,142,057","14,150,510",,
540,南投,9低壓綜合營業用電小計　,**,"4,980","1,142,057","14,150,510",,
540,南投,10低壓綜合用電小計　　　,**,"9,871","1,793,506","22,735,515",,
540,南投,11低壓裝置電力　　　　　,165,"2,386","742,078","9,281,897",,
540,南投,12低壓需量電力　　　　　,257,"14,257","2,424,892","29,092,261",,
540,南投,13低壓電力小計　　　　　,**,"16,643","3,166,970","38,374,158",,
540,南投,14高壓電力　　　　　　　,307,"171,595","50,607,346","637,760,827",,
540,南投,15特高壓電力　　　　　　,＊,"30,000","17,211,600","208,535,600",,
540,南投,16高＆特高壓電力小計　　,**,"201,595","67,818,946","846,296,427",,
540,南投,17電力小計　　　　　　　,**,"218,238","70,985,916","884,670,585",,
540,南投,18綜合＆電力小計　　　　,**,"228,109","72,779,422","907,406,100",,
540,南投,19電燈＆綜合＆電力小計　,**,"232,064","92,542,799","1,112,406,727",,
540,南投,20臨時電燈　　　　　　　,140,0,"28,110","257,322",,
540,南投,21臨時電力　　　　　　　,＊,159,"9,246","92,696",,
540,南投,22臨時用電小計　　　　　,**,159,"37,356","350,018",,
540,南投,23總計（含臨時用電）　　,**,"232,064","92,580,155","1,112,756,745",,
540,南投,24表燈合計　　　　　　　,**,"3,955","19,791,487","205,257,949",,
540,南投,25綜合＆電力合計　　　　,**,"228,109","72,788,668","907,498,796",,
541,中寮,1表燈非營業用　　　　,"9,229",15,"796,555","18,025,305",,
541,中寮,2表燈營業用　　　　　　,194,159,"113,108","1,955,593",,
541,中寮,3表燈小計　　　　　　　,**,174,"909,663","19,980,898",,
541,中寮,4低壓綜合裝置非營業用　,＊,0,0,0,,
541,中寮,5低壓綜合需量非營業用　,＊,262,"21,760","319,600",,
541,中寮,6低壓綜合非營業用電小計,**,262,"21,760","319,600",,
541,中寮,7低壓綜合裝置營業用　　,＊,0,0,0,,
541,中寮,8低壓綜合需量營業用　　,＊,201,"56,373","748,787",,
541,中寮,9低壓綜合營業用電小計　,**,201,"56,373","748,787",,
541,中寮,10低壓綜合用電小計　　　,**,463,"78,133","1,068,387",,
541,中寮,11低壓裝置電力　　　　　,47,128,"50,024","685,761",,
541,中寮,12低壓需量電力　　　　　,17,360,"96,485","1,278,270",,
541,中寮,13低壓電力小計　　　　　,**,488,"146,509","1,964,031",,
541,中寮,14高壓電力　　　　　　　,＊,0,0,0,,
541,中寮,15特高壓電力　　　　　　,＊,0,0,0,,
541,中寮,16高＆特高壓電力小計　　,**,0,0,0,,
541,中寮,17電力小計　　　　　　　,**,488,"146,509","1,964,031",,
541,中寮,18綜合＆電力小計　　　　,**,951,"224,642","3,032,418",,
541,中寮,19電燈＆綜合＆電力小計　,**,"1,125","1,134,305","23,013,316",,
541,中寮,20臨時電燈　　　　　　　,＊,0,0,199,,
541,中寮,21臨時電力　　　　　　　,＊,0,0,0,,
541,中寮,22臨時用電小計　　　　　,**,0,0,199,,
541,中寮,23總計（含臨時用電）　　,**,"1,125","1,134,305","23,013,515",,
541,中寮,24表燈合計　　　　　　　,**,174,"909,663","19,981,097",,
541,中寮,25綜合＆電力合計　　　　,**,951,"224,642","3,032,418",,
542,草屯,1表燈非營業用　　　　,"52,986",305,"13,012,357","160,824,461",,
542,草屯,2表燈營業用　　　　　　,"4,421","5,182","5,309,802","61,179,325",,
542,草屯,3表燈小計　　　　　　　,**,"5,487","18,322,159","222,003,786",,
542,草屯,4低壓綜合裝置非營業用　,＊,0,0,0,,
542,草屯,5低壓綜合需量非營業用　,68,"3,132","493,041","6,202,066",,
542,草屯,6低壓綜合非營業用電小計,**,"3,132","493,041","6,202,066",,
542,草屯,7低壓綜合裝置營業用　　,＊,0,0,0,,
542,草屯,8低壓綜合需量營業用　　,211,"10,719","2,118,961","27,866,526",,
542,草屯,9低壓綜合營業用電小計　,**,"10,719","2,118,961","27,866,526",,
542,草屯,10低壓綜合用電小計　　　,**,"13,851","2,612,002","34,068,592",,
542,草屯,11低壓裝置電力　　　　　,431,"3,247","847,942","10,876,085",,
542,草屯,12低壓需量電力　　　　　,171,"7,743","1,698,192","20,119,923",,
542,草屯,13低壓電力小計　　　　　,**,"10,990","2,546,134","30,996,008",,
542,草屯,14高壓電力　　　　　　　,64,"28,968","7,782,324","100,415,986",,
542,草屯,15特高壓電力　　　　　　,＊,0,0,0,,
542,草屯,16高＆特高壓電力小計　　,**,"28,968","7,782,324","100,415,986",,
542,草屯,17電力小計　　　　　　　,**,"39,958","10,328,458","131,411,994",,
542,草屯,18綜合＆電力小計　　　　,**,"53,809","12,940,460","165,480,586",,
542,草屯,19電燈＆綜合＆電力小計　,**,"59,296","31,262,619","387,484,372",,
542,草屯,20臨時電燈　　　　　　　,91,0,"16,294","297,204",,
542,草屯,21臨時電力　　　　　　　,＊,124,"2,280","16,280",,
542,草屯,22臨時用電小計　　　　　,**,124,"18,574","313,484",,
542,草屯,23總計（含臨時用電）　　,**,"59,296","31,281,193","387,797,856",,
542,草屯,24表燈合計　　　　　　　,**,"5,487","18,338,453","222,300,990",,
542,草屯,25綜合＆電力合計　　　　,**,"53,809","12,942,740","165,496,866",,
544,國姓,1表燈非營業用　　　　,"11,708",0,"1,973,631","24,769,812",,
544,國姓,2表燈營業用　　　　　　,452,335,"425,671","4,565,710",,
544,國姓,3表燈小計　　　　　　　,**,335,"2,399,302","29,335,522",,
544,國姓,4低壓綜合裝置非營業用　,＊,0,0,0,,
544,國姓,5低壓綜合需量非營業用　,7,436,"36,400","523,600",,
544,國姓,6低壓綜合非營業用電小計,**,436,"36,400","523,600",,
544,國姓,7低壓綜合裝置營業用　　,＊,0,0,0,,
544,國姓,8低壓綜合需量營業用　　,15,700,"215,879","2,703,811",,
544,國姓,9低壓綜合營業用電小計　,**,700,"215,879","2,703,811",,
544,國姓,10低壓綜合用電小計　　　,**,"1,136","252,279","3,227,411",,
544,國姓,11低壓裝置電力　　　　　,35,261,"46,669","615,544",,
544,國姓,12低壓需量電力　　　　　,20,721,"161,715","1,571,139",,
544,國姓,13低壓電力小計　　　　　,**,982,"208,384","2,186,683",,
544,國姓,14高壓電力　　　　　　　,6,"1,780","600,300","7,649,584",,
544,國姓,15特高壓電力　　　　　　,＊,0,0,0,,
544,國姓,16高＆特高壓電力小計　　,**,"1,780","600,300","7,649,584",,
544,國姓,17電力小計　　　　　　　,**,"2,762","808,684","9,836,267",,
544,國姓,18綜合＆電力小計　　　　,**,"3,898","1,060,963","13,063,678",,
544,國姓,19電燈＆綜合＆電力小計　,**,"4,233","3,460,265","42,399,200",,
544,國姓,20臨時電燈　　　　　　　,10,0,"3,541","113,568",,
544,國姓,21臨時電力　　　　　　　,＊,0,0,0,,
544,國姓,22臨時用電小計　　　　　,**,0,"3,541","113,568",,
544,國姓,23總計（含臨時用電）　　,**,"4,233","3,463,806","42,512,768",,
544,國姓,24表燈合計　　　　　　　,**,335,"2,402,843","29,449,090",,
544,國姓,25綜合＆電力合計　　　　,**,"3,898","1,060,963","13,063,678",,
545,埔里,1表燈非營業用　　　　,"45,195",401,"12,209,822","142,033,498",,
545,埔里,2表燈營業用　　　　　　,"3,471","3,559","4,279,496","45,110,124",,
545,埔里,3表燈小計　　　　　　　,**,"3,960","16,489,318","187,143,622",,
545,埔里,4低壓綜合裝置非營業用　,＊,0,0,0,,
545,埔里,5低壓綜合需量非營業用　,58,"2,656","371,241","4,433,233",,
545,埔里,6低壓綜合非營業用電小計,**,"2,656","371,241","4,433,233",,
545,埔里,7低壓綜合裝置營業用　　,＊,0,0,0,,
545,埔里,8低壓綜合需量營業用　　,161,"7,889","1,708,705","21,963,836",,
545,埔里,9低壓綜合營業用電小計　,**,"7,889","1,708,705","21,963,836",,
545,埔里,10低壓綜合用電小計　　　,**,"10,545","2,079,946","26,397,069",,
545,埔里,11低壓裝置電力　　　　　,676,"6,386","1,517,139","19,144,614",,
545,埔里,12低壓需量電力　　　　　,281,"8,016","1,439,207","17,798,769",,
545,埔里,13低壓電力小計　　　　　,**,"14,402","2,956,346","36,943,383",,
545,埔里,14高壓電力　　　　　　　,54,"31,210","10,867,876","134,299,252",,
545,埔里,15特高壓電力　　　　　　,＊,0,0,0,,
545,埔里,16高＆特高壓電力小計　　,**,"31,210","10,867,876","134,299,252",,
545,埔里,17電力小計　　　　　　　,**,"45,612","13,824,222","171,242,635",,
545,埔里,18綜合＆電力小計　　　　,**,"56,157","15,904,168","197,639,704",,
545,埔里,19電燈＆綜合＆電力小計　,**,"60,117","32,393,486","384,783,326",,
545,埔里,20臨時電燈　　　　　　　,73,0,"24,146","169,921",,
545,埔里,21臨時電力　　　　　　　,＊,99,"24,080","217,520",,
545,埔里,22臨時用電小計　　　　　,**,99,"48,226","387,441",,
545,埔里,23總計（含臨時用電）　　,**,"60,117","32,441,712","385,170,767",,
545,埔里,24表燈合計　　　　　　　,**,"3,960","16,513,464","187,313,543",,
545,埔里,25綜合＆電力合計　　　　,**,"56,157","15,928,248","197,857,224",,
546,仁愛,1表燈非營業用　　　　,"7,856",37,"2,071,033","22,744,520",,
546,仁愛,2表燈營業用　　　　　　,438,789,"1,095,616","11,230,666",,
546,仁愛,3表燈小計　　　　　　　,**,826,"3,166,649","33,975,186",,
546,仁愛,4低壓綜合裝置非營業用　,＊,0,0,0,,
546,仁愛,5低壓綜合需量非營業用　,6,238,"36,289","480,246",,
546,仁愛,6低壓綜合非營業用電小計,**,238,"36,289","480,246",,
546,仁愛,7低壓綜合裝置營業用　　,＊,0,0,0,,
546,仁愛,8低壓綜合需量營業用　　,43,"1,734","424,400","4,908,687",,
546,仁愛,9低壓綜合營業用電小計　,**,"1,734","424,400","4,908,687",,
546,仁愛,10低壓綜合用電小計　　　,**,"1,972","460,689","5,388,933",,
546,仁愛,11低壓裝置電力　　　　　,146,"1,715","295,481","4,013,525",,
546,仁愛,12低壓需量電力　　　　　,49,"1,838","290,705","3,889,334",,
546,仁愛,13低壓電力小計　　　　　,**,"3,553","586,186","7,902,859",,
546,仁愛,14高壓電力　　　　　　　,10,"1,991","450,272","5,263,744",,
546,仁愛,15特高壓電力　　　　　　,＊,0,0,0,,
546,仁愛,16高＆特高壓電力小計　　,**,"1,991","450,272","5,263,744",,
546,仁愛,17電力小計　　　　　　　,**,"5,544","1,036,458","13,166,603",,
546,仁愛,18綜合＆電力小計　　　　,**,"7,516","1,497,147","18,555,536",,
546,仁愛,19電燈＆綜合＆電力小計　,**,"8,342","4,663,796","52,530,722",,
546,仁愛,20臨時電燈　　　　　　　,＊,0,0,"33,186",,
546,仁愛,21臨時電力　　　　　　　,＊,131,"7,360","44,800",,
546,仁愛,22臨時用電小計　　　　　,**,131,"7,360","77,986",,
546,仁愛,23總計（含臨時用電）　　,**,"8,342","4,671,156","52,608,708",,
546,仁愛,24表燈合計　　　　　　　,**,826,"3,166,649","34,008,372",,
546,仁愛,25綜合＆電力合計　　　　,**,"7,516","1,504,507","18,600,336",,
551,名間,1表燈非營業用　　　　,"21,491",209,"4,164,487","59,099,230",,
551,名間,2表燈營業用　　　　　　,"1,112","1,017","1,091,777","12,045,894",,
551,名間,3表燈小計　　　　　　　,**,"1,226","5,256,264","71,145,124",,
551,名間,4低壓綜合裝置非營業用　,＊,0,0,0,,
551,名間,5低壓綜合需量非營業用　,15,787,"178,328","2,270,835",,
551,名間,6低壓綜合非營業用電小計,**,787,"178,328","2,270,835",,
551,名間,7低壓綜合裝置營業用　　,＊,0,0,0,,
551,名間,8低壓綜合需量營業用　　,45,"2,100","347,019","4,620,459",,
551,名間,9低壓綜合營業用電小計　,**,"2,100","347,019","4,620,459",,
551,名間,10低壓綜合用電小計　　　,**,"2,887","525,347","6,891,294",,
551,名間,11低壓裝置電力　　　　　,320,"5,842","1,106,323","13,643,229",,
551,名間,12低壓需量電力　　　　　,129,"4,158","538,745","6,604,497",,
551,名間,13低壓電力小計　　　　　,**,"10,000","1,645,068","20,247,726",,
551,名間,14高壓電力　　　　　　　,23,"12,846","2,976,567","35,670,640",,
551,名間,15特高壓電力　　　　　　,＊,0,"11,200","138,600",,
551,名間,16高＆特高壓電力小計　　,**,"12,846","2,987,767","35,809,240",,
551,名間,17電力小計　　　　　　　,**,"22,846","4,632,835","56,056,966",,
551,名間,18綜合＆電力小計　　　　,**,"25,733","5,158,182","62,948,260",,
551,名間,19電燈＆綜合＆電力小計　,**,"26,959","10,414,446","134,093,384",,
551,名間,20臨時電燈　　　　　　　,9,0,"4,648","16,917",,
551,名間,21臨時電力　　　　　　　,＊,49,"1,160","1,680",,
551,名間,22臨時用電小計　　　　　,**,49,"5,808","18,597",,
551,名間,23總計（含臨時用電）　　,**,"26,959","10,420,254","134,111,981",,
551,名間,24表燈合計　　　　　　　,**,"1,226","5,260,912","71,162,041",,
551,名間,25綜合＆電力合計　　　　,**,"25,733","5,159,342","62,949,940",,
552,集集,1表燈非營業用　　　　,"6,457",10,"1,714,115","18,553,532",,
552,集集,2表燈營業用　　　　　　,273,360,"268,625","3,866,898",,
552,集集,3表燈小計　　　　　　　,**,370,"1,982,740","22,420,430",,
552,集集,4低壓綜合裝置非營業用　,＊,0,0,0,,
552,集集,5低壓綜合需量非營業用　,10,443,"75,012","816,018",,
552,集集,6低壓綜合非營業用電小計,**,443,"75,012","816,018",,
552,集集,7低壓綜合裝置營業用　　,＊,0,0,0,,
552,集集,8低壓綜合需量營業用　　,16,437,"77,349","1,000,219",,
552,集集,9低壓綜合營業用電小計　,**,437,"77,349","1,000,219",,
552,集集,10低壓綜合用電小計　　　,**,880,"152,361","1,816,237",,
552,集集,11低壓裝置電力　　　　　,51,341,"71,211","1,010,083",,
552,集集,12低壓需量電力　　　　　,19,423,"38,924","437,703",,
552,集集,13低壓電力小計　　　　　,**,764,"110,135","1,447,786",,
552,集集,14高壓電力　　　　　　　,13,"9,120","1,469,248","16,299,824",,
552,集集,15特高壓電力　　　　　　,＊,"2,400","431,400","5,729,400",,
552,集集,16高＆特高壓電力小計　　,**,"11,520","1,900,648","22,029,224",,
552,集集,17電力小計　　　　　　　,**,"12,284","2,010,783","23,477,010",,
552,集集,18綜合＆電力小計　　　　,**,"13,164","2,163,144","25,293,247",,
552,集集,19電燈＆綜合＆電力小計　,**,"13,534","4,145,884","47,713,677",,
552,集集,20臨時電燈　　　　　　　,11,0,"2,763","57,444",,
552,集集,21臨時電力　　　　　　　,＊,0,0,0,,
552,集集,22臨時用電小計　　　　　,**,0,"2,763","57,444",,
552,集集,23總計（含臨時用電）　　,**,"13,534","4,148,647","47,771,121",,
552,集集,24表燈合計　　　　　　　,**,370,"1,985,503","22,477,874",,
552,集集,25綜合＆電力合計　　　　,**,"13,164","2,163,144","25,293,247",,
553,水里,1表燈非營業用　　　　,"10,329",24,"2,092,973","27,040,957",,
553,水里,2表燈營業用　　　　　　,750,628,"593,814","7,083,131",,
553,水里,3表燈小計　　　　　　　,**,652,"2,686,787","34,124,088",,
553,水里,4低壓綜合裝置非營業用　,＊,0,0,0,,
553,水里,5低壓綜合需量非營業用　,7,218,"40,015","488,251",,
553,水里,6低壓綜合非營業用電小計,**,218,"40,015","488,251",,
553,水里,7低壓綜合裝置營業用　　,＊,0,0,0,,
553,水里,8低壓綜合需量營業用　　,23,905,"256,703","3,306,000",,
553,水里,9低壓綜合營業用電小計　,**,905,"256,703","3,306,000",,
553,水里,10低壓綜合用電小計　　　,**,"1,123","296,718","3,794,251",,
553,水里,11低壓裝置電力　　　　　,60,625,"90,387","1,261,506",,
553,水里,12低壓需量電力　　　　　,35,"1,103","192,669","2,289,615",,
553,水里,13低壓電力小計　　　　　,**,"1,728","283,056","3,551,121",,
553,水里,14高壓電力　　　　　　　,10,"6,898","917,004","11,077,597",,
553,水里,15特高壓電力　　　　　　,＊,0,0,0,,
553,水里,16高＆特高壓電力小計　　,**,"6,898","917,004","11,077,597",,
553,水里,17電力小計　　　　　　　,**,"8,626","1,200,060","14,628,718",,
553,水里,18綜合＆電力小計　　　　,**,"9,749","1,496,778","18,422,969",,
553,水里,19電燈＆綜合＆電力小計　,**,"10,401","4,183,565","52,547,057",,
553,水里,20臨時電燈　　　　　　　,9,0,"4,247","51,213",,
553,水里,21臨時電力　　　　　　　,＊,10,"1,080","11,080",,
553,水里,22臨時用電小計　　　　　,**,10,"5,327","62,293",,
553,水里,23總計（含臨時用電）　　,**,"10,401","4,188,892","52,609,350",,
553,水里,24表燈合計　　　　　　　,**,652,"2,691,034","34,175,301",,
553,水里,25綜合＆電力合計　　　　,**,"9,749","1,497,858","18,434,049",,
555,魚池,1表燈非營業用　　　　,"9,065",69,"2,874,140","31,457,070",,
555,魚池,2表燈營業用　　　　　　,571,690,"896,220","8,889,490",,
555,魚池,3表燈小計　　　　　　　,**,759,"3,770,360","40,346,560",,
555,魚池,4低壓綜合裝置非營業用　,＊,0,0,0,,
555,魚池,5低壓綜合需量非營業用　,12,749,"88,477","1,365,155",,
555,魚池,6低壓綜合非營業用電小計,**,749,"88,477","1,365,155",,
555,魚池,7低壓綜合裝置營業用　　,＊,0,0,0,,
555,魚池,8低壓綜合需量營業用　　,23,"1,874","460,781","5,521,430",,
555,魚池,9低壓綜合營業用電小計　,**,"1,874","460,781","5,521,430",,
555,魚池,10低壓綜合用電小計　　　,**,"2,623","549,258","6,886,585",,
555,魚池,11低壓裝置電力　　　　　,115,868,"236,100","2,853,768",,
555,魚池,12低壓需量電力　　　　　,60,"1,771","304,788","3,854,312",,
555,魚池,13低壓電力小計　　　　　,**,"2,639","540,888","6,708,080",,
555,魚池,14高壓電力　　　　　　　,18,"9,025","2,512,118","32,523,136",,
555,魚池,15特高壓電力　　　　　　,＊,0,0,0,,
555,魚池,16高＆特高壓電力小計　　,**,"9,025","2,512,118","32,523,136",,
555,魚池,17電力小計　　　　　　　,**,"11,664","3,053,006","39,231,216",,
555,魚池,18綜合＆電力小計　　　　,**,"14,287","3,602,264","46,117,801",,
555,魚池,19電燈＆綜合＆電力小計　,**,"15,046","7,372,624","86,464,361",,
555,魚池,20臨時電燈　　　　　　　,9,0,"9,505","59,043",,
555,魚池,21臨時電力　　　　　　　,＊,16,"1,129","8,842",,
555,魚池,22臨時用電小計　　　　　,**,16,"10,634","67,885",,
555,魚池,23總計（含臨時用電）　　,**,"15,046","7,383,258","86,532,246",,
555,魚池,24表燈合計　　　　　　　,**,759,"3,779,865","40,405,603",,
555,魚池,25綜合＆電力合計　　　　,**,"14,287","3,603,393","46,126,643",,
556,信義,1表燈非營業用　　　　,"7,841",0,"2,026,972","19,377,378",,
556,信義,2表燈營業用　　　　　　,163,232,"328,905","2,727,647",,
556,信義,3表燈小計　　　　　　　,**,232,"2,355,877","22,105,025",,
556,信義,4低壓綜合裝置非營業用　,＊,0,0,0,,
556,信義,5低壓綜合需量非營業用　,＊,216,"29,862","355,874",,
556,信義,6低壓綜合非營業用電小計,**,216,"29,862","355,874",,
556,信義,7低壓綜合裝置營業用　　,＊,0,0,0,,
556,信義,8低壓綜合需量營業用　　,8,234,"64,757","815,869",,
556,信義,9低壓綜合營業用電小計　,**,234,"64,757","815,869",,
556,信義,10低壓綜合用電小計　　　,**,450,"94,619","1,171,743",,
556,信義,11低壓裝置電力　　　　　,18,102,"22,633","403,921",,
556,信義,12低壓需量電力　　　　　,11,92,"18,596","156,801",,
556,信義,13低壓電力小計　　　　　,**,194,"41,229","560,722",,
556,信義,14高壓電力　　　　　　　,＊,250,"55,640","747,200",,
556,信義,15特高壓電力　　　　　　,＊,0,0,0,,
556,信義,16高＆特高壓電力小計　　,**,250,"55,640","747,200",,
556,信義,17電力小計　　　　　　　,**,444,"96,869","1,307,922",,
556,信義,18綜合＆電力小計　　　　,**,894,"191,488","2,479,665",,
556,信義,19電燈＆綜合＆電力小計　,**,"1,126","2,547,365","24,584,690",,
556,信義,20臨時電燈　　　　　　　,＊,0,164,"66,928",,
556,信義,21臨時電力　　　　　　　,＊,0,0,"13,720",,
556,信義,22臨時用電小計　　　　　,**,0,164,"80,648",,
556,信義,23總計（含臨時用電）　　,**,"1,126","2,547,529","24,665,338",,
556,信義,24表燈合計　　　　　　　,**,232,"2,356,041","22,171,953",,
556,信義,25綜合＆電力合計　　　　,**,894,"191,488","2,493,385",,
557,竹山,1表燈非營業用　　　　,"32,701",61,"8,285,623","99,756,052",,
557,竹山,2表燈營業用　　　　　　,"1,425","1,557","1,511,937","17,563,477",,
557,竹山,3表燈小計　　　　　　　,**,"1,618","9,797,560","117,319,529",,
557,竹山,4低壓綜合裝置非營業用　,＊,0,0,0,,
557,竹山,5低壓綜合需量非營業用　,19,877,"98,160","1,258,191",,
557,竹山,6低壓綜合非營業用電小計,**,877,"98,160","1,258,191",,
557,竹山,7低壓綜合裝置營業用　　,＊,0,0,0,,
557,竹山,8低壓綜合需量營業用　　,66,"4,145","1,147,979","14,440,473",,
557,竹山,9低壓綜合營業用電小計　,**,"4,145","1,147,979","14,440,473",,
557,竹山,10低壓綜合用電小計　　　,**,"5,022","1,246,139","15,698,664",,
557,竹山,11低壓裝置電力　　　　　,473,"2,162","404,878","5,106,726",,
557,竹山,12低壓需量電力　　　　　,140,"4,235","710,387","8,315,706",,
557,竹山,13低壓電力小計　　　　　,**,"6,397","1,115,265","13,422,432",,
557,竹山,14高壓電力　　　　　　　,31,"13,753","3,333,580","36,588,968",,
557,竹山,15特高壓電力　　　　　　,＊,"6,750","4,168,800","46,716,000",,
557,竹山,16高＆特高壓電力小計　　,**,"20,503","7,502,380","83,304,968",,
557,竹山,17電力小計　　　　　　　,**,"26,900","8,617,645","96,727,400",,
557,竹山,18綜合＆電力小計　　　　,**,"31,922","9,863,784","112,426,064",,
557,竹山,19電燈＆綜合＆電力小計　,**,"33,540","19,661,344","229,745,593",,
557,竹山,20臨時電燈　　　　　　　,28,0,715,"151,604",,
557,竹山,21臨時電力　　　　　　　,＊,100,"5,600","191,901",,
557,竹山,22臨時用電小計　　　　　,**,100,"6,315","343,505",,
557,竹山,23總計（含臨時用電）　　,**,"33,540","19,667,659","230,089,098",,
557,竹山,24表燈合計　　　　　　　,**,"1,618","9,798,275","117,471,133",,
557,竹山,25綜合＆電力合計　　　　,**,"31,922","9,869,384","112,617,965",,
558,鹿谷,1表燈非營業用　　　　,"11,641",18,"2,471,324","27,709,753",,
558,鹿谷,2表燈營業用　　　　　　,356,231,"345,359","3,805,408",,
558,鹿谷,3表燈小計　　　　　　　,**,249,"2,816,683","31,515,161",,
558,鹿谷,4低壓綜合裝置非營業用　,＊,0,0,0,,
558,鹿谷,5低壓綜合需量非營業用　,9,385,"63,616","789,501",,
558,鹿谷,6低壓綜合非營業用電小計,**,385,"63,616","789,501",,
558,鹿谷,7低壓綜合裝置營業用　　,＊,0,0,0,,
558,鹿谷,8低壓綜合需量營業用　　,19,746,"207,816","2,765,806",,
558,鹿谷,9低壓綜合營業用電小計　,**,746,"207,816","2,765,806",,
558,鹿谷,10低壓綜合用電小計　　　,**,"1,131","271,432","3,555,307",,
558,鹿谷,11低壓裝置電力　　　　　,48,263,"78,589","859,381",,
558,鹿谷,12低壓需量電力　　　　　,8,335,"63,293","819,135",,
558,鹿谷,13低壓電力小計　　　　　,**,598,"141,882","1,678,516",,
558,鹿谷,14高壓電力　　　　　　　,8,"3,557","1,029,056","12,139,588",,
558,鹿谷,15特高壓電力　　　　　　,＊,0,0,0,,
558,鹿谷,16高＆特高壓電力小計　　,**,"3,557","1,029,056","12,139,588",,
558,鹿谷,17電力小計　　　　　　　,**,"4,155","1,170,938","13,818,104",,
558,鹿谷,18綜合＆電力小計　　　　,**,"5,286","1,442,370","17,373,411",,
558,鹿谷,19電燈＆綜合＆電力小計　,**,"5,535","4,259,053","48,888,572",,
558,鹿谷,20臨時電燈　　　　　　　,8,0,9,"99,579",,
558,鹿谷,21臨時電力　　　　　　　,＊,0,0,0,,
558,鹿谷,22臨時用電小計　　　　　,**,0,9,"99,579",,
558,鹿谷,23總計（含臨時用電）　　,**,"5,535","4,259,062","48,988,151",,
558,鹿谷,24表燈合計　　　　　　　,**,249,"2,816,692","31,614,740",,
558,鹿谷,25綜合＆電力合計　　　　,**,"5,286","1,442,370","17,373,411",,
600,嘉義市,1表燈非營業用　　　　,"151,470","1,388","36,437,236","500,747,453",,
600,嘉義市,2表燈營業用　　　　　　,"13,804","14,847","13,389,197","178,912,646",,
600,嘉義市,3表燈小計　　　　　　　,**,"16,235","49,826,433","679,660,099",,
600,嘉義市,4低壓綜合裝置非營業用　,＊,0,0,0,,
600,嘉義市,5低壓綜合需量非營業用　,353,"12,435","1,922,972","25,213,658",,
600,嘉義市,6低壓綜合非營業用電小計,**,"12,435","1,922,972","25,213,658",,
600,嘉義市,7低壓綜合裝置營業用　　,7,336,"36,971","500,131",,
600,嘉義市,8低壓綜合需量營業用　　,754,"34,521","7,634,954","97,884,469",,
600,嘉義市,9低壓綜合營業用電小計　,**,"34,857","7,671,925","98,384,600",,
600,嘉義市,10低壓綜合用電小計　　　,**,"47,292","9,594,897","123,598,258",,
600,嘉義市,11低壓裝置電力　　　　　,800,"8,880","2,193,907","28,651,949",,
600,嘉義市,12低壓需量電力　　　　　,297,"8,835","1,264,678","15,966,857",,
600,嘉義市,13低壓電力小計　　　　　,**,"17,715","3,458,585","44,618,806",,
600,嘉義市,14高壓電力　　　　　　　,167,"80,602","21,101,888","279,581,932",,
600,嘉義市,15特高壓電力　　　　　　,＊,"3,700","919,200","12,201,600",,
600,嘉義市,16高＆特高壓電力小計　　,**,"84,302","22,021,088","291,783,532",,
600,嘉義市,17電力小計　　　　　　　,**,"102,017","25,479,673","336,402,338",,
600,嘉義市,18綜合＆電力小計　　　　,**,"149,309","35,074,570","460,000,596",,
600,嘉義市,19電燈＆綜合＆電力小計　,**,"165,544","84,901,003","1,139,660,695",,
600,嘉義市,20臨時電燈　　　　　　　,240,0,"36,032","682,096",,
600,嘉義市,21臨時電力　　　　　　　,8,508,"55,239","951,038",,
600,嘉義市,22臨時用電小計　　　　　,**,508,"91,271","1,633,134",,
600,嘉義市,23總計（含臨時用電）　　,**,"165,544","84,992,274","1,141,293,829",,
600,嘉義市,24表燈合計　　　　　　　,**,"16,235","49,862,465","680,342,195",,
600,嘉義市,25綜合＆電力合計　　　　,**,"149,309","35,129,809","460,951,634",,
602,番路,1表燈非營業用　　　　,"7,900",71,"1,481,063","19,003,770",,
602,番路,2表燈營業用　　　　　　,268,281,"331,883","3,131,294",,
602,番路,3表燈小計　　　　　　　,**,352,"1,812,946","22,135,064",,
602,番路,4低壓綜合裝置非營業用　,＊,0,0,0,,
602,番路,5低壓綜合需量非營業用　,12,419,"65,239","793,694",,
602,番路,6低壓綜合非營業用電小計,**,419,"65,239","793,694",,
602,番路,7低壓綜合裝置營業用　　,＊,0,0,0,,
602,番路,8低壓綜合需量營業用　　,12,870,"231,364","3,009,021",,
602,番路,9低壓綜合營業用電小計　,**,870,"231,364","3,009,021",,
602,番路,10低壓綜合用電小計　　　,**,"1,289","296,603","3,802,715",,
602,番路,11低壓裝置電力　　　　　,164,955,"186,397","2,207,475",,
