郵遞區號,行政區,用電種類,用戶數,契約容量,售電度數(當月),售電度數(當年累計),,當月：104年12月，當年累計：104年1~12月
100,中正區,1表燈非營業用　　　　,"59,628","1,044","19,694,809","288,785,556",,
100,中正區,2表燈營業用　　　　　　,"9,829","16,449","16,511,939","193,007,417",,
100,中正區,3表燈小計　　　　　　　,**,"17,493","36,206,748","481,792,973",,
100,中正區,4低壓綜合裝置非營業用　,＊,217,"18,943","225,338",,
100,中正區,5低壓綜合需量非營業用　,677,"30,354","4,316,781","58,177,037",,
100,中正區,6低壓綜合非營業用電小計,**,"30,571","4,335,724","58,402,375",,
100,中正區,7低壓綜合裝置營業用　　,27,"1,117","111,553","1,507,148",,
100,中正區,8低壓綜合需量營業用　　,900,"39,298","7,662,758","102,827,446",,
100,中正區,9低壓綜合營業用電小計　,**,"40,415","7,774,311","104,334,594",,
100,中正區,10低壓綜合用電小計　　　,**,"70,986","12,110,035","162,736,969",,
100,中正區,11低壓裝置電力　　　　　,253,"2,645","224,756","3,286,469",,
100,中正區,12低壓需量電力　　　　　,6,107,"6,989","104,532",,
100,中正區,13低壓電力小計　　　　　,**,"2,752","231,745","3,391,001",,
100,中正區,14高壓電力　　　　　　　,297,"225,859","63,214,762","828,954,281",,
100,中正區,15特高壓電力　　　　　　,＊,"18,040","9,328,600","114,877,100",,
100,中正區,16高＆特高壓電力小計　　,**,"243,899","72,543,362","943,831,381",,
100,中正區,17電力小計　　　　　　　,**,"246,651","72,775,107","947,222,382",,
100,中正區,18綜合＆電力小計　　　　,**,"317,637","84,885,142","1,109,959,351",,
100,中正區,19電燈＆綜合＆電力小計　,**,"335,130","121,091,890","1,591,752,324",,
100,中正區,20臨時電燈　　　　　　　,29,0,"40,947","399,364",,
100,中正區,21臨時電力　　　　　　　,24,"2,163","208,320","2,230,040",,
100,中正區,22臨時用電小計　　　　　,**,"2,163","249,267","2,629,404",,
100,中正區,23總計（含臨時用電）　　,**,"335,130","121,341,157","1,594,381,728",,
100,中正區,24表燈合計　　　　　　　,**,"17,493","36,247,695","482,192,337",,
100,中正區,25綜合＆電力合計　　　　,**,"317,637","85,093,462","1,112,189,391",,
103,大同區,1表燈非營業用　　　　,"52,507",362,"14,505,960","221,811,607",,
103,大同區,2表燈營業用　　　　　　,"10,572","7,525","11,247,462","134,958,164",,
103,大同區,3表燈小計　　　　　　　,**,"7,887","25,753,422","356,769,771",,
103,大同區,4低壓綜合裝置非營業用　,＊,0,0,0,,
103,大同區,5低壓綜合需量非營業用　,417,"15,531","2,206,657","28,750,932",,
103,大同區,6低壓綜合非營業用電小計,**,"15,531","2,206,657","28,750,932",,
103,大同區,7低壓綜合裝置營業用　　,19,883,"70,476","915,239",,
103,大同區,8低壓綜合需量營業用　　,461,"19,844","3,957,231","50,875,095",,
103,大同區,9低壓綜合營業用電小計　,**,"20,727","4,027,707","51,790,334",,
103,大同區,10低壓綜合用電小計　　　,**,"36,258","6,234,364","80,541,266",,
103,大同區,11低壓裝置電力　　　　　,268,"2,396","139,271","2,090,866",,
103,大同區,12低壓需量電力　　　　　,25,835,"102,270","1,421,665",,
103,大同區,13低壓電力小計　　　　　,**,"3,231","241,541","3,512,531",,
103,大同區,14高壓電力　　　　　　　,87,"45,855","12,787,272","167,020,359",,
103,大同區,15特高壓電力　　　　　　,＊,"24,151","12,421,000","150,982,200",,
103,大同區,16高＆特高壓電力小計　　,**,"70,006","25,208,272","318,002,559",,
103,大同區,17電力小計　　　　　　　,**,"73,237","25,449,813","321,515,090",,
103,大同區,18綜合＆電力小計　　　　,**,"109,495","31,684,177","402,056,356",,
103,大同區,19電燈＆綜合＆電力小計　,**,"117,382","57,437,599","758,826,127",,
103,大同區,20臨時電燈　　　　　　　,22,0,"20,545","185,020",,
103,大同區,21臨時電力　　　　　　　,19,961,"127,013","1,900,695",,
103,大同區,22臨時用電小計　　　　　,**,961,"147,558","2,085,715",,
103,大同區,23總計（含臨時用電）　　,**,"117,382","57,585,157","760,911,842",,
103,大同區,24表燈合計　　　　　　　,**,"7,887","25,773,967","356,954,791",,
103,大同區,25綜合＆電力合計　　　　,**,"109,495","31,811,190","403,957,051",,
104,中山區,1表燈非營業用　　　　,"110,161","1,271","34,137,964","521,753,956",,
104,中山區,2表燈營業用　　　　　　,"20,860","38,318","38,122,191","443,146,542",,
104,中山區,3表燈小計　　　　　　　,**,"39,589","72,260,155","964,900,498",,
104,中山區,4低壓綜合裝置非營業用　,＊,130,"11,295","133,764",,
104,中山區,5低壓綜合需量非營業用　,"1,195","47,076","6,858,250","90,409,193",,
104,中山區,6低壓綜合非營業用電小計,**,"47,206","6,869,545","90,542,957",,
104,中山區,7低壓綜合裝置營業用　　,43,"1,788","192,184","2,615,840",,
104,中山區,8低壓綜合需量營業用　　,"1,565","71,425","15,002,433","194,128,054",,
104,中山區,9低壓綜合營業用電小計　,**,"73,213","15,194,617","196,743,894",,
104,中山區,10低壓綜合用電小計　　　,**,"120,419","22,064,162","287,286,851",,
104,中山區,11低壓裝置電力　　　　　,231,"2,653","182,334","2,559,968",,
104,中山區,12低壓需量電力　　　　　,9,724,"105,410","1,400,802",,
104,中山區,13低壓電力小計　　　　　,**,"3,377","287,744","3,960,770",,
104,中山區,14高壓電力　　　　　　　,322,"210,062","56,944,795","728,027,429",,
104,中山區,15特高壓電力　　　　　　,＊,"27,700","7,987,200","93,155,200",,
104,中山區,16高＆特高壓電力小計　　,**,"237,762","64,931,995","821,182,629",,
104,中山區,17電力小計　　　　　　　,**,"241,139","65,219,739","825,143,399",,
104,中山區,18綜合＆電力小計　　　　,**,"361,558","87,283,901","1,112,430,250",,
104,中山區,19電燈＆綜合＆電力小計　,**,"401,147","159,544,056","2,077,330,748",,
104,中山區,20臨時電燈　　　　　　　,38,0,"25,613","689,171",,
104,中山區,21臨時電力　　　　　　　,34,"2,264","256,943","4,600,785",,
104,中山區,22臨時用電小計　　　　　,**,"2,264","282,556","5,289,956",,
104,中山區,23總計（含臨時用電）　　,**,"401,147","159,826,612","2,082,620,704",,
104,中山區,24表燈合計　　　　　　　,**,"39,589","72,285,768","965,589,669",,
104,中山區,25綜合＆電力合計　　　　,**,"361,558","87,540,844","1,117,031,035",,
105,松山區,1表燈非營業用　　　　,"72,319","1,011","29,941,293","358,690,058",,
105,松山區,2表燈營業用　　　　　　,"11,632","18,515","24,308,688","252,863,920",,
105,松山區,3表燈小計　　　　　　　,**,"19,526","54,249,981","611,553,978",,
105,松山區,4低壓綜合裝置非營業用　,＊,137,"7,030","64,934",,
105,松山區,5低壓綜合需量非營業用　,542,"21,594","3,464,769","45,767,833",,
105,松山區,6低壓綜合非營業用電小計,**,"21,731","3,471,799","45,832,767",,
105,松山區,7低壓綜合裝置營業用　　,＊,154,"16,336","275,603",,
105,松山區,8低壓綜合需量營業用　　,822,"40,592","8,503,549","111,305,829",,
105,松山區,9低壓綜合營業用電小計　,**,"40,746","8,519,885","111,581,432",,
105,松山區,10低壓綜合用電小計　　　,**,"62,477","11,991,684","157,414,199",,
105,松山區,11低壓裝置電力　　　　　,64,588,"35,096","557,266",,
105,松山區,12低壓需量電力　　　　　,15,728,"116,507","1,818,993",,
105,松山區,13低壓電力小計　　　　　,**,"1,316","151,603","2,376,259",,
105,松山區,14高壓電力　　　　　　　,161,"133,848","36,248,146","477,504,249",,
105,松山區,15特高壓電力　　　　　　,＊,"8,600","4,817,600","57,864,000",,
105,松山區,16高＆特高壓電力小計　　,**,"142,448","41,065,746","535,368,249",,
105,松山區,17電力小計　　　　　　　,**,"143,764","41,217,349","537,744,508",,
105,松山區,18綜合＆電力小計　　　　,**,"206,241","53,209,033","695,158,707",,
105,松山區,19電燈＆綜合＆電力小計　,**,"225,767","107,459,014","1,306,712,685",,
105,松山區,20臨時電燈　　　　　　　,9,0,"39,605","299,394",,
105,松山區,21臨時電力　　　　　　　,20,"1,132","117,231","1,812,432",,
105,松山區,22臨時用電小計　　　　　,**,"1,132","156,836","2,111,826",,
105,松山區,23總計（含臨時用電）　　,**,"225,767","107,615,850","1,308,824,511",,
105,松山區,24表燈合計　　　　　　　,**,"19,526","54,289,586","611,853,372",,
105,松山區,25綜合＆電力合計　　　　,**,"206,241","53,326,264","696,971,139",,
106,大安區,1表燈非營業用　　　　,"110,639","1,477","31,418,235","585,474,087",,
106,大安區,2表燈營業用　　　　　　,"17,362","37,936","23,615,455","379,159,388",,
106,大安區,3表燈小計　　　　　　　,**,"39,413","55,033,690","964,633,475",,
106,大安區,4低壓綜合裝置非營業用　,6,235,"15,164","199,493",,
106,大安區,5低壓綜合需量非營業用　,"1,066","40,770","6,084,671","82,869,116",,
106,大安區,6低壓綜合非營業用電小計,**,"41,005","6,099,835","83,068,609",,
106,大安區,7低壓綜合裝置營業用　　,11,398,"75,549","1,058,389",,
106,大安區,8低壓綜合需量營業用　　,"1,443","64,504","12,495,734","172,261,479",,
106,大安區,9低壓綜合營業用電小計　,**,"64,902","12,571,283","173,319,868",,
106,大安區,10低壓綜合用電小計　　　,**,"105,907","18,671,118","256,388,477",,
106,大安區,11低壓裝置電力　　　　　,131,"1,513","141,542","2,078,104",,
106,大安區,12低壓需量電力　　　　　,＊,296,"46,093","630,164",,
106,大安區,13低壓電力小計　　　　　,**,"1,809","187,635","2,708,268",,
106,大安區,14高壓電力　　　　　　　,281,"208,856","57,804,851","754,648,707",,
106,大安區,15特高壓電力　　　　　　,＊,"22,699","8,739,886","107,141,808",,
106,大安區,16高＆特高壓電力小計　　,**,"231,555","66,544,737","861,790,515",,
106,大安區,17電力小計　　　　　　　,**,"233,364","66,732,372","864,498,783",,
106,大安區,18綜合＆電力小計　　　　,**,"339,271","85,403,490","1,120,887,260",,
106,大安區,19電燈＆綜合＆電力小計　,**,"378,684","140,437,180","2,085,520,735",,
106,大安區,20臨時電燈　　　　　　　,18,0,"22,110","1,071,673",,
106,大安區,21臨時電力　　　　　　　,24,"2,377","381,717","3,895,975",,
106,大安區,22臨時用電小計　　　　　,**,"2,377","403,827","4,967,648",,
106,大安區,23總計（含臨時用電）　　,**,"378,684","140,841,007","2,090,488,383",,
106,大安區,24表燈合計　　　　　　　,**,"39,413","55,055,800","965,705,148",,
106,大安區,25綜合＆電力合計　　　　,**,"339,271","85,785,207","1,124,783,235",,
108,萬華區,1表燈非營業用　　　　,"76,687",926,"21,576,002","311,177,709",,
108,萬華區,2表燈營業用　　　　　　,"9,221","14,104","10,260,174","138,101,894",,
108,萬華區,3表燈小計　　　　　　　,**,"15,030","31,836,176","449,279,603",,
108,萬華區,4低壓綜合裝置非營業用　,＊,0,0,0,,
108,萬華區,5低壓綜合需量非營業用　,332,"11,300","1,547,282","19,706,098",,
108,萬華區,6低壓綜合非營業用電小計,**,"11,300","1,547,282","19,706,098",,
108,萬華區,7低壓綜合裝置營業用　　,36,"1,646","244,046","3,141,077",,
108,萬華區,8低壓綜合需量營業用　　,705,"23,954","5,365,045","70,283,405",,
108,萬華區,9低壓綜合營業用電小計　,**,"25,600","5,609,091","73,424,482",,
108,萬華區,10低壓綜合用電小計　　　,**,"36,900","7,156,373","93,130,580",,
108,萬華區,11低壓裝置電力　　　　　,306,"3,198","286,070","3,953,973",,
108,萬華區,12低壓需量電力　　　　　,40,"1,331","187,028","2,415,631",,
108,萬華區,13低壓電力小計　　　　　,**,"4,529","473,098","6,369,604",,
108,萬華區,14高壓電力　　　　　　　,108,"45,014","12,384,911","165,315,305",,
108,萬華區,15特高壓電力　　　　　　,＊,0,0,0,,
108,萬華區,16高＆特高壓電力小計　　,**,"45,014","12,384,911","165,315,305",,
108,萬華區,17電力小計　　　　　　　,**,"49,543","12,858,009","171,684,909",,
108,萬華區,18綜合＆電力小計　　　　,**,"86,443","20,014,382","264,815,489",,
108,萬華區,19電燈＆綜合＆電力小計　,**,"101,473","51,850,558","714,095,092",,
108,萬華區,20臨時電燈　　　　　　　,17,0,"10,857","363,142",,
108,萬華區,21臨時電力　　　　　　　,16,"1,130","157,080","1,926,850",,
108,萬華區,22臨時用電小計　　　　　,**,"1,130","167,937","2,289,992",,
108,萬華區,23總計（含臨時用電）　　,**,"101,473","52,018,495","716,385,084",,
108,萬華區,24表燈合計　　　　　　　,**,"15,030","31,847,033","449,642,745",,
108,萬華區,25綜合＆電力合計　　　　,**,"86,443","20,171,462","266,742,339",,
110,信義區,1表燈非營業用　　　　,"84,080",700,"18,956,429","398,203,227",,
110,信義區,2表燈營業用　　　　　　,"10,307","12,568","10,558,445","183,913,786",,
110,信義區,3表燈小計　　　　　　　,**,"13,268","29,514,874","582,117,013",,
110,信義區,4低壓綜合裝置非營業用　,＊,138,"4,280","56,800",,
110,信義區,5低壓綜合需量非營業用　,554,"26,033","4,064,194","54,561,962",,
110,信義區,6低壓綜合非營業用電小計,**,"26,171","4,068,474","54,618,762",,
110,信義區,7低壓綜合裝置營業用　　,＊,28,"7,996","112,438",,
110,信義區,8低壓綜合需量營業用　　,542,"24,244","5,385,435","71,429,019",,
110,信義區,9低壓綜合營業用電小計　,**,"24,272","5,393,431","71,541,457",,
110,信義區,10低壓綜合用電小計　　　,**,"50,443","9,461,905","126,160,219",,
110,信義區,11低壓裝置電力　　　　　,24,241,"30,990","438,669",,
110,信義區,12低壓需量電力　　　　　,＊,630,"144,720","1,558,918",,
110,信義區,13低壓電力小計　　　　　,**,871,"175,710","1,997,587",,
110,信義區,14高壓電力　　　　　　　,145,"206,308","60,010,687","761,341,539",,
110,信義區,15特高壓電力　　　　　　,＊,"6,900","2,731,200","37,003,200",,
110,信義區,16高＆特高壓電力小計　　,**,"213,208","62,741,887","798,344,739",,
110,信義區,17電力小計　　　　　　　,**,"214,079","62,917,597","800,342,326",,
110,信義區,18綜合＆電力小計　　　　,**,"264,522","72,379,502","926,502,545",,
110,信義區,19電燈＆綜合＆電力小計　,**,"277,790","101,894,376","1,508,619,558",,
110,信義區,20臨時電燈　　　　　　　,9,0,"8,792","62,192",,
110,信義區,21臨時電力　　　　　　　,24,"2,649","414,087","5,455,859",,
110,信義區,22臨時用電小計　　　　　,**,"2,649","422,879","5,518,051",,
110,信義區,23總計（含臨時用電）　　,**,"277,790","102,317,255","1,514,137,609",,
110,信義區,24表燈合計　　　　　　　,**,"13,268","29,523,666","582,179,205",,
110,信義區,25綜合＆電力合計　　　　,**,"264,522","72,793,589","931,958,404",,
111,士林區,1表燈非營業用　　　　,"106,574","1,766","34,629,866","526,596,212",,
111,士林區,2表燈營業用　　　　　　,"9,689","16,772","11,603,397","185,457,194",,
111,士林區,3表燈小計　　　　　　　,**,"18,538","46,233,263","712,053,406",,
111,士林區,4低壓綜合裝置非營業用　,＊,0,0,0,,
111,士林區,5低壓綜合需量非營業用　,634,"23,818","3,292,195","43,299,509",,
111,士林區,6低壓綜合非營業用電小計,**,"23,818","3,292,195","43,299,509",,
111,士林區,7低壓綜合裝置營業用　　,＊,47,"5,570","74,304",,
111,士林區,8低壓綜合需量營業用　　,823,"30,255","6,211,934","83,003,949",,
111,士林區,9低壓綜合營業用電小計　,**,"30,302","6,217,504","83,078,253",,
111,士林區,10低壓綜合用電小計　　　,**,"54,120","9,509,699","126,377,762",,
111,士林區,11低壓裝置電力　　　　　,114,"1,489","144,877","2,044,862",,
111,士林區,12低壓需量電力　　　　　,118,"5,381","788,625","10,215,547",,
111,士林區,13低壓電力小計　　　　　,**,"6,870","933,502","12,260,409",,
111,士林區,14高壓電力　　　　　　　,139,"96,652","25,196,410","337,753,942",,
111,士林區,15特高壓電力　　　　　　,＊,0,0,0,,
111,士林區,16高＆特高壓電力小計　　,**,"96,652","25,196,410","337,753,942",,
111,士林區,17電力小計　　　　　　　,**,"103,522","26,129,912","350,014,351",,
111,士林區,18綜合＆電力小計　　　　,**,"157,642","35,639,611","476,392,113",,
111,士林區,19電燈＆綜合＆電力小計　,**,"176,180","81,872,874","1,188,445,519",,
111,士林區,20臨時電燈　　　　　　　,62,0,"118,622","920,359",,
111,士林區,21臨時電力　　　　　　　,22,"1,377","281,538","4,050,395",,
111,士林區,22臨時用電小計　　　　　,**,"1,377","400,160","4,970,754",,
111,士林區,23總計（含臨時用電）　　,**,"176,180","82,273,034","1,193,416,273",,
111,士林區,24表燈合計　　　　　　　,**,"18,538","46,351,885","712,973,765",,
111,士林區,25綜合＆電力合計　　　　,**,"157,642","35,921,149","480,442,508",,
112,北投區,1表燈非營業用　　　　,"93,224",920,"37,747,069","390,212,898",,
112,北投區,2表燈營業用　　　　　　,"5,897","8,728","12,764,036","113,822,902",,
112,北投區,3表燈小計　　　　　　　,**,"9,648","50,511,105","504,035,800",,
112,北投區,4低壓綜合裝置非營業用　,＊,0,0,0,,
112,北投區,5低壓綜合需量非營業用　,609,"19,936","2,724,520","35,188,517",,
112,北投區,6低壓綜合非營業用電小計,**,"19,936","2,724,520","35,188,517",,
112,北投區,7低壓綜合裝置營業用　　,＊,70,"1,440","28,440",,
112,北投區,8低壓綜合需量營業用　　,432,"21,641","4,763,057","61,978,414",,
112,北投區,9低壓綜合營業用電小計　,**,"21,711","4,764,497","62,006,854",,
112,北投區,10低壓綜合用電小計　　　,**,"41,647","7,489,017","97,195,371",,
112,北投區,11低壓裝置電力　　　　　,66,801,"88,391","1,063,441",,
112,北投區,12低壓需量電力　　　　　,95,"4,947","842,784","9,202,025",,
112,北投區,13低壓電力小計　　　　　,**,"5,748","931,175","10,265,466",,
112,北投區,14高壓電力　　　　　　　,122,"95,960","30,889,338","412,074,917",,
112,北投區,15特高壓電力　　　　　　,＊,"10,537","4,645,533","59,916,626",,
112,北投區,16高＆特高壓電力小計　　,**,"106,497","35,534,871","471,991,543",,
112,北投區,17電力小計　　　　　　　,**,"112,245","36,466,046","482,257,009",,
112,北投區,18綜合＆電力小計　　　　,**,"153,892","43,955,063","579,452,380",,
112,北投區,19電燈＆綜合＆電力小計　,**,"163,540","94,466,168","1,083,488,180",,
112,北投區,20臨時電燈　　　　　　　,49,0,"52,786","636,132",,
112,北投區,21臨時電力　　　　　　　,54,"2,871","362,779","5,743,862",,
112,北投區,22臨時用電小計　　　　　,**,"2,871","415,565","6,379,994",,
112,北投區,23總計（含臨時用電）　　,**,"163,540","94,881,733","1,089,868,174",,
112,北投區,24表燈合計　　　　　　　,**,"9,648","50,563,891","504,671,932",,
112,北投區,25綜合＆電力合計　　　　,**,"153,892","44,317,842","585,196,242",,
114,內湖區,1表燈非營業用　　　　,"102,840",473,"30,343,978","458,746,584",,
114,內湖區,2表燈營業用　　　　　　,"12,895","18,128","10,581,277","340,544,240",,
114,內湖區,3表燈小計　　　　　　　,**,"18,601","40,925,255","799,290,824",,
114,內湖區,4低壓綜合裝置非營業用　,＊,0,0,0,,
114,內湖區,5低壓綜合需量非營業用　,"1,133","50,870","8,042,545","103,843,080",,
114,內湖區,6低壓綜合非營業用電小計,**,"50,870","8,042,545","103,843,080",,
114,內湖區,7低壓綜合裝置營業用　　,＊,0,0,0,,
114,內湖區,8低壓綜合需量營業用　　,"1,753","110,861","24,035,158","303,365,031",,
114,內湖區,9低壓綜合營業用電小計　,**,"110,861","24,035,158","303,365,031",,
114,內湖區,10低壓綜合用電小計　　　,**,"161,731","32,077,703","407,208,111",,
114,內湖區,11低壓裝置電力　　　　　,23,202,"8,688","149,565",,
114,內湖區,12低壓需量電力　　　　　,345,"12,700","2,423,558","30,186,297",,
114,內湖區,13低壓電力小計　　　　　,**,"12,902","2,432,246","30,335,862",,
114,內湖區,14高壓電力　　　　　　　,162,"139,278","48,995,372","624,113,096",,
114,內湖區,15特高壓電力　　　　　　,＊,"11,404","4,483,600","54,147,200",,
114,內湖區,16高＆特高壓電力小計　　,**,"150,682","53,478,972","678,260,296",,
114,內湖區,17電力小計　　　　　　　,**,"163,584","55,911,218","708,596,158",,
114,內湖區,18綜合＆電力小計　　　　,**,"325,315","87,988,921","1,115,804,269",,
114,內湖區,19電燈＆綜合＆電力小計　,**,"343,916","128,914,176","1,915,095,093",,
114,內湖區,20臨時電燈　　　　　　　,24,0,"4,601","268,223",,
114,內湖區,21臨時電力　　　　　　　,60,"3,916","560,207","7,220,666",,
114,內湖區,22臨時用電小計　　　　　,**,"3,916","564,808","7,488,889",,
114,內湖區,23總計（含臨時用電）　　,**,"343,916","129,478,984","1,922,583,982",,
114,內湖區,24表燈合計　　　　　　　,**,"18,601","40,929,856","799,559,047",,
114,內湖區,25綜合＆電力合計　　　　,**,"325,315","88,549,128","1,123,024,935",,
115,南港區,1表燈非營業用　　　　,"43,881",65,"7,267,609","180,018,259",,
115,南港區,2表燈營業用　　　　　　,"4,331","5,568","3,146,627","83,847,510",,
115,南港區,3表燈小計　　　　　　　,**,"5,633","10,414,236","263,865,769",,
115,南港區,4低壓綜合裝置非營業用　,＊,0,0,0,,
115,南港區,5低壓綜合需量非營業用　,356,"13,647","1,949,549","24,761,204",,
115,南港區,6低壓綜合非營業用電小計,**,"13,647","1,949,549","24,761,204",,
115,南港區,7低壓綜合裝置營業用　　,＊,0,0,0,,
115,南港區,8低壓綜合需量營業用　　,246,"12,489","2,649,235","34,328,154",,
115,南港區,9低壓綜合營業用電小計　,**,"12,489","2,649,235","34,328,154",,
115,南港區,10低壓綜合用電小計　　　,**,"26,136","4,598,784","59,089,358",,
115,南港區,11低壓裝置電力　　　　　,31,543,"51,248","668,880",,
115,南港區,12低壓需量電力　　　　　,155,"5,010","565,456","7,525,948",,
115,南港區,13低壓電力小計　　　　　,**,"5,553","616,704","8,194,828",,
115,南港區,14高壓電力　　　　　　　,87,"101,464","28,248,120","356,750,002",,
115,南港區,15特高壓電力　　　　　　,＊,"39,885","15,078,000","197,593,445",,
115,南港區,16高＆特高壓電力小計　　,**,"141,349","43,326,120","554,343,447",,
115,南港區,17電力小計　　　　　　　,**,"146,902","43,942,824","562,538,275",,
115,南港區,18綜合＆電力小計　　　　,**,"173,038","48,541,608","621,627,633",,
115,南港區,19電燈＆綜合＆電力小計　,**,"178,671","58,955,844","885,493,402",,
115,南港區,20臨時電燈　　　　　　　,13,0,"3,596","169,497",,
115,南港區,21臨時電力　　　　　　　,14,"1,690","220,104","3,545,193",,
115,南港區,22臨時用電小計　　　　　,**,"1,690","223,700","3,714,690",,
115,南港區,23總計（含臨時用電）　　,**,"178,671","59,179,544","889,208,092",,
115,南港區,24表燈合計　　　　　　　,**,"5,633","10,417,832","264,035,266",,
115,南港區,25綜合＆電力合計　　　　,**,"173,038","48,761,712","625,172,826",,
116,文山區,1表燈非營業用　　　　,"99,477",233,"25,385,249","411,691,105",,
116,文山區,2表燈營業用　　　　　　,"5,031","8,487","7,174,197","88,677,788",,
116,文山區,3表燈小計　　　　　　　,**,"8,720","32,559,446","500,368,893",,
116,文山區,4低壓綜合裝置非營業用　,＊,0,0,0,,
116,文山區,5低壓綜合需量非營業用　,786,"25,401","3,216,367","42,522,674",,
116,文山區,6低壓綜合非營業用電小計,**,"25,401","3,216,367","42,522,674",,
116,文山區,7低壓綜合裝置營業用　　,＊,74,"7,707","100,347",,
116,文山區,8低壓綜合需量營業用　　,312,"10,621","2,498,111","34,008,356",,
116,文山區,9低壓綜合營業用電小計　,**,"10,695","2,505,818","34,108,703",,
116,文山區,10低壓綜合用電小計　　　,**,"36,096","5,722,185","76,631,377",,
116,文山區,11低壓裝置電力　　　　　,30,318,"65,201","921,455",,
116,文山區,12低壓需量電力　　　　　,26,"1,053","141,630","1,812,569",,
116,文山區,13低壓電力小計　　　　　,**,"1,371","206,831","2,734,024",,
116,文山區,14高壓電力　　　　　　　,98,"45,313","10,318,438","138,800,809",,
116,文山區,15特高壓電力　　　　　　,＊,"23,950","8,799,333","113,112,391",,
116,文山區,16高＆特高壓電力小計　　,**,"69,263","19,117,771","251,913,200",,
116,文山區,17電力小計　　　　　　　,**,"70,634","19,324,602","254,647,224",,
116,文山區,18綜合＆電力小計　　　　,**,"106,730","25,046,787","331,278,601",,
116,文山區,19電燈＆綜合＆電力小計　,**,"115,450","57,606,233","831,647,494",,
116,文山區,20臨時電燈　　　　　　　,17,0,"2,552","279,424",,
116,文山區,21臨時電力　　　　　　　,23,"1,546","227,346","2,598,088",,
116,文山區,22臨時用電小計　　　　　,**,"1,546","229,898","2,877,512",,
116,文山區,23總計（含臨時用電）　　,**,"115,450","57,836,131","834,525,006",,
116,文山區,24表燈合計　　　　　　　,**,"8,720","32,561,998","500,648,317",,
116,文山區,25綜合＆電力合計　　　　,**,"106,730","25,274,133","333,876,689",,
200,仁愛區,1表燈非營業用　　　　,"22,673",425,"6,555,533","79,336,527",,
200,仁愛區,2表燈營業用　　　　　　,"3,225","5,148","3,817,933","48,755,753",,
200,仁愛區,3表燈小計　　　　　　　,**,"5,573","10,373,466","128,092,280",,
200,仁愛區,4低壓綜合裝置非營業用　,＊,0,0,0,,
200,仁愛區,5低壓綜合需量非營業用　,135,"3,733","407,282","5,498,730",,
200,仁愛區,6低壓綜合非營業用電小計,**,"3,733","407,282","5,498,730",,
200,仁愛區,7低壓綜合裝置營業用　　,＊,106,"7,678","120,722",,
200,仁愛區,8低壓綜合需量營業用　　,326,"10,098","1,957,474","28,026,024",,
200,仁愛區,9低壓綜合營業用電小計　,**,"10,204","1,965,152","28,146,746",,
200,仁愛區,10低壓綜合用電小計　　　,**,"13,937","2,372,434","33,645,476",,
200,仁愛區,11低壓裝置電力　　　　　,62,609,"95,567","1,361,567",,
200,仁愛區,12低壓需量電力　　　　　,13,393,"73,583","1,081,799",,
200,仁愛區,13低壓電力小計　　　　　,**,"1,002","169,150","2,443,366",,
200,仁愛區,14高壓電力　　　　　　　,24,"7,431","1,540,925","21,466,653",,
200,仁愛區,15特高壓電力　　　　　　,＊,0,0,0,,
200,仁愛區,16高＆特高壓電力小計　　,**,"7,431","1,540,925","21,466,653",,
200,仁愛區,17電力小計　　　　　　　,**,"8,433","1,710,075","23,910,019",,
200,仁愛區,18綜合＆電力小計　　　　,**,"22,370","4,082,509","57,555,495",,
200,仁愛區,19電燈＆綜合＆電力小計　,**,"27,943","14,455,975","185,647,775",,
200,仁愛區,20臨時電燈　　　　　　　,6,0,"6,510","50,956",,
200,仁愛區,21臨時電力　　　　　　　,＊,0,0,"44,760",,
200,仁愛區,22臨時用電小計　　　　　,**,0,"6,510","95,716",,
200,仁愛區,23總計（含臨時用電）　　,**,"27,943","14,462,485","185,743,491",,
200,仁愛區,24表燈合計　　　　　　　,**,"5,573","10,379,976","128,143,236",,
200,仁愛區,25綜合＆電力合計　　　　,**,"22,370","4,082,509","57,600,255",,
201,信義區,1表燈非營業用　　　　,"24,941",271,"584,096","89,955,460",,
201,信義區,2表燈營業用　　　　　　,"1,151","1,740","599,170","18,651,311",,
201,信義區,3表燈小計　　　　　　　,**,"2,011","1,183,266","108,606,771",,
201,信義區,4低壓綜合裝置非營業用　,＊,0,0,0,,
201,信義區,5低壓綜合需量非營業用　,124,"4,791","580,691","8,605,841",,
201,信義區,6低壓綜合非營業用電小計,**,"4,791","580,691","8,605,841",,
201,信義區,7低壓綜合裝置營業用　　,＊,68,"14,120","168,760",,
201,信義區,8低壓綜合需量營業用　　,47,"2,646","598,492","8,191,224",,
201,信義區,9低壓綜合營業用電小計　,**,"2,714","612,612","8,359,984",,
201,信義區,10低壓綜合用電小計　　　,**,"7,505","1,193,303","16,965,825",,
201,信義區,11低壓裝置電力　　　　　,＊,103,"34,527","664,761",,
201,信義區,12低壓需量電力　　　　　,22,930,"135,652","1,536,477",,
201,信義區,13低壓電力小計　　　　　,**,"1,033","170,179","2,201,238",,
201,信義區,14高壓電力　　　　　　　,33,"12,430","3,150,649","42,039,421",,
201,信義區,15特高壓電力　　　　　　,＊,0,0,"449,400",,
201,信義區,16高＆特高壓電力小計　　,**,"12,430","3,150,649","42,488,821",,
201,信義區,17電力小計　　　　　　　,**,"13,463","3,320,828","44,690,059",,
