coefficient x0,7175190.469040934
coefficient x1,12681753.86729591
coefficient x2,4508798.595579126
coefficient x3,-868201.8683338751
coefficient x4,-78691.40772174741
mean squared error,654214627196208.6
variance score,0.8598700535828763
r squared,0.8318236425808391
